"","trial_no","condition","block_no","id","closeness"
"1113",15,"control",2,"saulin_01_vp_12",75
"1114",15,"control",2,"saulin_01_vp_14",80
"1115",15,"control",2,"saulin_01_vp_15",45
"1116",15,"control",2,"saulin_01_vp_16",78
"1117",15,"control",2,"saulin_01_vp_17",75
"1118",15,"control",2,"saulin_01_vp_18",80
"1119",15,"control",2,"saulin_01_vp_19",50
"1120",15,"control",2,"saulin_01_vp_20",35
"1121",15,"control",2,"saulin_01_vp_21",60
"1122",15,"control",2,"saulin_01_vp_22",55
"1123",15,"control",2,"saulin_01_vp_23",30
"1124",15,"control",2,"saulin_01_vp_24",45
"1125",15,"control",2,"saulin_01_vp_25",45
"1126",15,"control",2,"saulin_01_vp_26",38
"1127",15,"control",2,"saulin_01_vp_27",60
"1128",15,"control",2,"saulin_01_vp_29",80
"1129",15,"control",2,"saulin_01_vp_30",91
"1130",15,"control",2,"saulin_01_vp_31",25
"1131",15,"control",2,"saulin_01_vp_32",60
"1132",15,"control",2,"saulin_01_vp_33",45
"1133",15,"control",2,"saulin_01_vp_34",45
"1134",15,"control",2,"saulin_01_vp_35",40
"1135",15,"control",2,"saulin_01_vp_36",90
"1136",15,"control",2,"saulin_01_vp_37",40
"1137",15,"control",2,"saulin_01_vp_38",41
"1138",15,"control",2,"saulin_01_vp_39",60
"1139",15,"control",2,"saulin_01_vp_40",75
"1140",15,"control",2,"saulin_01_vp_41",35
"1141",15,"control",2,"saulin_01_vp_42",80
"1142",15,"control",2,"saulin_01_vp_43",45
"1143",15,"control",2,"saulin_01_vp_44",40
"1144",15,"control",2,"saulin_01_vp_45",70
"1145",15,"control",2,"saulin_01_vp_46",75
"1146",15,"control",2,"saulin_01_vp_47",45
"1147",15,"control",2,"saulin_01_vp_48",25
"1148",15,"control",2,"saulin_01_vp_49",80
"1149",15,"control",2,"saulin_01_vp_50",50
"1150",15,"control",2,"saulin_01_vp_51",100
"1151",15,"control",4,"saulin_01_vp_01",23
"1152",15,"control",4,"saulin_01_vp_02",60
"1153",15,"control",4,"saulin_01_vp_03",60
"1154",15,"control",4,"saulin_01_vp_04",45
"1155",15,"control",4,"saulin_01_vp_05",55
"1156",15,"control",4,"saulin_01_vp_06",21
"1157",15,"control",4,"saulin_01_vp_10",78
"1158",15,"control",4,"saulin_01_vp_11",40
"1159",15,"control",4,"saulin_01_vp_12",75
"1160",15,"control",4,"saulin_01_vp_14",60
"1161",15,"control",4,"saulin_01_vp_15",40
"1162",15,"control",4,"saulin_01_vp_16",90
"1163",15,"control",4,"saulin_01_vp_17",75
"1164",15,"control",4,"saulin_01_vp_18",70
"1165",15,"control",4,"saulin_01_vp_19",35
"1166",15,"control",4,"saulin_01_vp_20",30
"1167",15,"control",4,"saulin_01_vp_21",38
"1168",15,"control",4,"saulin_01_vp_22",56
"1169",15,"control",4,"saulin_01_vp_23",40
"1170",15,"control",4,"saulin_01_vp_24",20
"1171",15,"control",4,"saulin_01_vp_25",45
"1172",15,"control",4,"saulin_01_vp_26",25
"1173",15,"control",4,"saulin_01_vp_27",50
"1174",15,"control",4,"saulin_01_vp_29",70
"1175",15,"control",4,"saulin_01_vp_30",90
"1176",15,"control",4,"saulin_01_vp_31",36
"1177",15,"control",4,"saulin_01_vp_32",45
"1178",15,"control",4,"saulin_01_vp_33",40
"1179",15,"control",4,"saulin_01_vp_34",25
"1180",15,"control",4,"saulin_01_vp_35",40
"1181",15,"control",4,"saulin_01_vp_36",85
"1182",15,"control",4,"saulin_01_vp_37",45
"1183",15,"control",4,"saulin_01_vp_38",45
"1184",15,"control",4,"saulin_01_vp_39",55
"1185",15,"control",4,"saulin_01_vp_40",75
"1186",15,"control",4,"saulin_01_vp_41",35
"1187",15,"control",4,"saulin_01_vp_42",70
"1188",15,"control",4,"saulin_01_vp_43",55
"1189",15,"control",4,"saulin_01_vp_44",70
"1190",15,"control",4,"saulin_01_vp_45",50
"1191",15,"control",4,"saulin_01_vp_46",75
"1192",15,"control",4,"saulin_01_vp_47",45
"1193",15,"control",4,"saulin_01_vp_48",35
"1194",15,"control",4,"saulin_01_vp_49",45
"1195",15,"control",4,"saulin_01_vp_50",35
"1196",15,"control",4,"saulin_01_vp_51",95
"1197",15,"decay",2,"saulin_01_vp_01",40
"1198",15,"decay",2,"saulin_01_vp_02",55
"1199",15,"decay",2,"saulin_01_vp_03",85
"1200",15,"decay",2,"saulin_01_vp_04",41
"1201",15,"decay",2,"saulin_01_vp_05",75
"1202",15,"decay",2,"saulin_01_vp_06",90
"1203",15,"decay",2,"saulin_01_vp_10",65
"1204",15,"decay",2,"saulin_01_vp_11",50
"1205",15,"decay",2,"saulin_01_vp_12",70
"1206",15,"decay",2,"saulin_01_vp_14",45
"1207",15,"decay",2,"saulin_01_vp_15",30
"1208",15,"decay",2,"saulin_01_vp_16",90
"1209",15,"decay",2,"saulin_01_vp_17",80
"1210",15,"decay",2,"saulin_01_vp_18",73
"1211",15,"decay",2,"saulin_01_vp_19",45
"1212",15,"decay",2,"saulin_01_vp_20",21
"1213",15,"decay",2,"saulin_01_vp_21",35
"1214",15,"decay",2,"saulin_01_vp_22",55
"1215",15,"decay",2,"saulin_01_vp_23",35
"1216",15,"decay",2,"saulin_01_vp_24",10
"1217",15,"decay",2,"saulin_01_vp_25",45
"1218",15,"decay",2,"saulin_01_vp_26",35
"1219",15,"decay",2,"saulin_01_vp_27",51
"1220",15,"decay",2,"saulin_01_vp_29",65
"1221",15,"decay",2,"saulin_01_vp_30",90
"1222",15,"decay",2,"saulin_01_vp_31",16
"1223",15,"decay",2,"saulin_01_vp_32",30
"1224",15,"decay",2,"saulin_01_vp_33",45
"1225",15,"decay",2,"saulin_01_vp_34",56
"1226",15,"decay",2,"saulin_01_vp_35",35
"1227",15,"decay",2,"saulin_01_vp_36",85
"1228",15,"decay",2,"saulin_01_vp_37",45
"1229",15,"decay",2,"saulin_01_vp_38",25
"1230",15,"decay",2,"saulin_01_vp_39",45
"1231",15,"decay",2,"saulin_01_vp_40",73
"1232",15,"decay",2,"saulin_01_vp_41",40
"1233",15,"decay",2,"saulin_01_vp_42",65
"1234",15,"decay",2,"saulin_01_vp_43",35
"1235",15,"decay",2,"saulin_01_vp_44",25
"1236",15,"decay",2,"saulin_01_vp_45",70
"1237",15,"decay",2,"saulin_01_vp_46",70
"1238",15,"decay",2,"saulin_01_vp_47",50
"1239",15,"decay",2,"saulin_01_vp_48",25
"1240",15,"decay",2,"saulin_01_vp_49",70
"1241",15,"decay",2,"saulin_01_vp_50",71
"1242",15,"decay",2,"saulin_01_vp_51",100
"1243",15,"decay",4,"saulin_01_vp_01",28
"1244",15,"decay",4,"saulin_01_vp_02",51
"1245",15,"decay",4,"saulin_01_vp_03",80
"1246",15,"decay",4,"saulin_01_vp_04",31
"1247",15,"decay",4,"saulin_01_vp_05",75
"1248",15,"decay",4,"saulin_01_vp_06",35
"1249",15,"decay",4,"saulin_01_vp_10",65
"1250",15,"decay",4,"saulin_01_vp_11",20
"1251",15,"decay",4,"saulin_01_vp_12",76
"1252",15,"decay",4,"saulin_01_vp_14",40
"1253",15,"decay",4,"saulin_01_vp_15",40
"1254",15,"decay",4,"saulin_01_vp_16",88
"1255",15,"decay",4,"saulin_01_vp_17",80
"1256",15,"decay",4,"saulin_01_vp_18",88
"1257",15,"decay",4,"saulin_01_vp_19",36
"1258",15,"decay",4,"saulin_01_vp_20",30
"1259",15,"decay",4,"saulin_01_vp_21",33
"1260",15,"decay",4,"saulin_01_vp_22",53
"1261",15,"decay",4,"saulin_01_vp_23",30
"1262",15,"decay",4,"saulin_01_vp_24",41
"1263",15,"decay",4,"saulin_01_vp_25",50
"1264",15,"decay",4,"saulin_01_vp_26",58
"1265",15,"decay",4,"saulin_01_vp_27",65
"1266",15,"decay",4,"saulin_01_vp_29",55
"1267",15,"decay",4,"saulin_01_vp_30",90
"1268",15,"decay",4,"saulin_01_vp_31",20
"1269",15,"decay",4,"saulin_01_vp_32",40
"1270",15,"decay",4,"saulin_01_vp_33",45
"1271",15,"decay",4,"saulin_01_vp_34",60
"1272",15,"decay",4,"saulin_01_vp_35",65
"1273",15,"decay",4,"saulin_01_vp_36",85
"1274",15,"decay",4,"saulin_01_vp_37",45
"1275",15,"decay",4,"saulin_01_vp_38",26
"1276",15,"decay",4,"saulin_01_vp_39",65
"1277",15,"decay",4,"saulin_01_vp_40",80
"1278",15,"decay",4,"saulin_01_vp_41",35
"1279",15,"decay",4,"saulin_01_vp_42",70
"1280",15,"decay",4,"saulin_01_vp_43",45
"1281",15,"decay",4,"saulin_01_vp_44",35
"1282",15,"decay",4,"saulin_01_vp_45",63
"1283",15,"decay",4,"saulin_01_vp_46",75
"1284",15,"decay",4,"saulin_01_vp_47",45
"1285",15,"decay",4,"saulin_01_vp_48",20
"1286",15,"decay",4,"saulin_01_vp_49",50
"1287",15,"decay",4,"saulin_01_vp_50",65
"1288",15,"decay",4,"saulin_01_vp_51",100
"1289",16,"control",2,"saulin_01_vp_01",26
"1290",16,"control",2,"saulin_01_vp_02",60
"1291",16,"control",2,"saulin_01_vp_03",20
"1292",16,"control",2,"saulin_01_vp_04",35
"1293",16,"control",2,"saulin_01_vp_05",55
"1294",16,"control",2,"saulin_01_vp_06",35
"1295",16,"control",2,"saulin_01_vp_10",70
"1296",16,"control",2,"saulin_01_vp_11",43
"1297",16,"control",2,"saulin_01_vp_12",75
"1298",16,"control",2,"saulin_01_vp_14",70
"1299",16,"control",2,"saulin_01_vp_15",45
"1300",16,"control",2,"saulin_01_vp_16",80
"1301",16,"control",2,"saulin_01_vp_17",80
"1302",16,"control",2,"saulin_01_vp_18",70
"1303",16,"control",2,"saulin_01_vp_19",60
"1304",16,"control",2,"saulin_01_vp_20",35
"1305",16,"control",2,"saulin_01_vp_21",50
"1306",16,"control",2,"saulin_01_vp_22",55
"1307",16,"control",2,"saulin_01_vp_23",30
"1308",16,"control",2,"saulin_01_vp_24",46
"1309",16,"control",2,"saulin_01_vp_25",45
"1310",16,"control",2,"saulin_01_vp_26",45
"1311",16,"control",2,"saulin_01_vp_27",50
"1312",16,"control",2,"saulin_01_vp_29",75
"1313",16,"control",2,"saulin_01_vp_30",90
"1314",16,"control",2,"saulin_01_vp_31",30
"1315",16,"control",2,"saulin_01_vp_32",40
"1316",16,"control",2,"saulin_01_vp_33",40
"1317",16,"control",2,"saulin_01_vp_34",40
"1318",16,"control",2,"saulin_01_vp_35",20
"1319",16,"control",2,"saulin_01_vp_36",96
"1320",16,"control",2,"saulin_01_vp_37",45
"1321",16,"control",2,"saulin_01_vp_38",38
"1322",16,"control",2,"saulin_01_vp_39",65
"1323",16,"control",2,"saulin_01_vp_40",75
"1324",16,"control",2,"saulin_01_vp_41",28
"1325",16,"control",2,"saulin_01_vp_42",80
"1326",16,"control",2,"saulin_01_vp_43",60
"1327",16,"control",2,"saulin_01_vp_44",40
"1328",16,"control",2,"saulin_01_vp_45",70
"1329",16,"control",2,"saulin_01_vp_46",78
"1330",16,"control",2,"saulin_01_vp_47",38
"1331",16,"control",2,"saulin_01_vp_48",20
"1332",16,"control",2,"saulin_01_vp_49",40
"1333",16,"control",2,"saulin_01_vp_50",55
"1334",16,"control",2,"saulin_01_vp_51",100
"1335",16,"control",4,"saulin_01_vp_01",25
"1336",16,"control",4,"saulin_01_vp_02",60
"1337",16,"control",4,"saulin_01_vp_03",76
"1338",16,"control",4,"saulin_01_vp_04",30
"1339",16,"control",4,"saulin_01_vp_05",60
"1340",16,"control",4,"saulin_01_vp_06",20
"1341",16,"control",4,"saulin_01_vp_10",65
"1342",16,"control",4,"saulin_01_vp_11",60
"1343",16,"control",4,"saulin_01_vp_12",70
"1344",16,"control",4,"saulin_01_vp_14",55
"1345",16,"control",4,"saulin_01_vp_15",35
"1346",16,"control",4,"saulin_01_vp_16",90
"1347",16,"control",4,"saulin_01_vp_17",80
"1348",16,"control",4,"saulin_01_vp_18",66
"1349",16,"control",4,"saulin_01_vp_19",41
"1350",16,"control",4,"saulin_01_vp_20",25
"1351",16,"control",4,"saulin_01_vp_21",33
"1352",16,"control",4,"saulin_01_vp_22",55
"1353",16,"control",4,"saulin_01_vp_23",35
"1354",16,"control",4,"saulin_01_vp_24",20
"1355",16,"control",4,"saulin_01_vp_25",55
"1356",16,"control",4,"saulin_01_vp_26",33
"1357",16,"control",4,"saulin_01_vp_27",50
"1358",16,"control",4,"saulin_01_vp_29",80
"1359",16,"control",4,"saulin_01_vp_30",88
"1360",16,"control",4,"saulin_01_vp_31",15
"1361",16,"control",4,"saulin_01_vp_32",45
"1362",16,"control",4,"saulin_01_vp_33",40
"1363",16,"control",4,"saulin_01_vp_34",35
"1364",16,"control",4,"saulin_01_vp_35",30
"1365",16,"control",4,"saulin_01_vp_36",86
"1366",16,"control",4,"saulin_01_vp_37",40
"1367",16,"control",4,"saulin_01_vp_38",45
"1368",16,"control",4,"saulin_01_vp_39",50
"1369",16,"control",4,"saulin_01_vp_40",73
"1370",16,"control",4,"saulin_01_vp_41",38
"1371",16,"control",4,"saulin_01_vp_42",70
"1372",16,"control",4,"saulin_01_vp_43",28
"1373",16,"control",4,"saulin_01_vp_44",40
"1374",16,"control",4,"saulin_01_vp_45",65
"1375",16,"control",4,"saulin_01_vp_46",73
"1376",16,"control",4,"saulin_01_vp_47",55
"1377",16,"control",4,"saulin_01_vp_48",35
"1378",16,"control",4,"saulin_01_vp_49",40
"1379",16,"control",4,"saulin_01_vp_50",33
"1380",16,"control",4,"saulin_01_vp_51",100
"1381",16,"decay",2,"saulin_01_vp_01",35
"1382",16,"decay",2,"saulin_01_vp_02",55
"1383",16,"decay",2,"saulin_01_vp_03",60
"1384",16,"decay",2,"saulin_01_vp_04",35
"1385",16,"decay",2,"saulin_01_vp_05",78
"1386",16,"decay",2,"saulin_01_vp_06",31
"1387",16,"decay",2,"saulin_01_vp_10",75
"1388",16,"decay",2,"saulin_01_vp_11",50
"1389",16,"decay",2,"saulin_01_vp_12",76
"1390",16,"decay",2,"saulin_01_vp_14",40
"1391",16,"decay",2,"saulin_01_vp_15",35
"1392",16,"decay",2,"saulin_01_vp_16",90
"1393",16,"decay",2,"saulin_01_vp_17",80
"1394",16,"decay",2,"saulin_01_vp_18",80
"1395",16,"decay",2,"saulin_01_vp_19",45
"1396",16,"decay",2,"saulin_01_vp_20",18
"1397",16,"decay",2,"saulin_01_vp_21",28
"1398",16,"decay",2,"saulin_01_vp_22",60
"1399",16,"decay",2,"saulin_01_vp_23",35
"1400",16,"decay",2,"saulin_01_vp_24",15
"1401",16,"decay",2,"saulin_01_vp_25",50
"1402",16,"decay",2,"saulin_01_vp_26",45
"1403",16,"decay",2,"saulin_01_vp_27",46
"1404",16,"decay",2,"saulin_01_vp_29",71
"1405",16,"decay",2,"saulin_01_vp_30",90
"1406",16,"decay",2,"saulin_01_vp_31",15
"1407",16,"decay",2,"saulin_01_vp_32",40
"1408",16,"decay",2,"saulin_01_vp_33",40
"1409",16,"decay",2,"saulin_01_vp_34",91
"1410",16,"decay",2,"saulin_01_vp_35",33
"1411",16,"decay",2,"saulin_01_vp_36",90
"1412",16,"decay",2,"saulin_01_vp_37",40
"1413",16,"decay",2,"saulin_01_vp_38",25
"1414",16,"decay",2,"saulin_01_vp_39",50
"1415",16,"decay",2,"saulin_01_vp_40",75
"1416",16,"decay",2,"saulin_01_vp_41",30
"1417",16,"decay",2,"saulin_01_vp_42",70
"1418",16,"decay",2,"saulin_01_vp_43",35
"1419",16,"decay",2,"saulin_01_vp_44",45
"1420",16,"decay",2,"saulin_01_vp_45",60
"1421",16,"decay",2,"saulin_01_vp_46",71
"1422",16,"decay",2,"saulin_01_vp_47",50
"1423",16,"decay",2,"saulin_01_vp_48",30
"1424",16,"decay",2,"saulin_01_vp_49",70
"1425",16,"decay",2,"saulin_01_vp_50",65
"1426",16,"decay",2,"saulin_01_vp_51",100
"1427",16,"decay",4,"saulin_01_vp_01",30
"1428",16,"decay",4,"saulin_01_vp_02",55
"1429",16,"decay",4,"saulin_01_vp_03",75
"1430",16,"decay",4,"saulin_01_vp_04",40
"1431",16,"decay",4,"saulin_01_vp_05",80
"1432",16,"decay",4,"saulin_01_vp_06",40
"1433",16,"decay",4,"saulin_01_vp_10",70
"1434",16,"decay",4,"saulin_01_vp_11",13
"1435",16,"decay",4,"saulin_01_vp_12",75
"1436",16,"decay",4,"saulin_01_vp_14",40
"1437",16,"decay",4,"saulin_01_vp_15",40
"1438",16,"decay",4,"saulin_01_vp_16",90
"1439",16,"decay",4,"saulin_01_vp_17",81
"1440",16,"decay",4,"saulin_01_vp_18",70
"1441",16,"decay",4,"saulin_01_vp_19",41
"1442",16,"decay",4,"saulin_01_vp_20",25
"1443",16,"decay",4,"saulin_01_vp_21",35
"1444",16,"decay",4,"saulin_01_vp_22",56
"1445",16,"decay",4,"saulin_01_vp_23",35
"1446",16,"decay",4,"saulin_01_vp_24",50
"1447",16,"decay",4,"saulin_01_vp_25",60
"1448",16,"decay",4,"saulin_01_vp_26",60
"1449",16,"decay",4,"saulin_01_vp_27",60
"1450",16,"decay",4,"saulin_01_vp_29",75
"1451",16,"decay",4,"saulin_01_vp_30",90
"1452",16,"decay",4,"saulin_01_vp_31",25
"1453",16,"decay",4,"saulin_01_vp_32",45
"1454",16,"decay",4,"saulin_01_vp_33",43
"1455",16,"decay",4,"saulin_01_vp_34",60
"1456",16,"decay",4,"saulin_01_vp_35",35
"1457",16,"decay",4,"saulin_01_vp_36",90
"1458",16,"decay",4,"saulin_01_vp_37",45
"1459",16,"decay",4,"saulin_01_vp_38",25
"1460",16,"decay",4,"saulin_01_vp_39",70
"1461",16,"decay",4,"saulin_01_vp_40",75
"1462",16,"decay",4,"saulin_01_vp_41",21
"1463",16,"decay",4,"saulin_01_vp_42",60
"1464",16,"decay",4,"saulin_01_vp_43",45
"1465",16,"decay",4,"saulin_01_vp_44",41
"1466",16,"decay",4,"saulin_01_vp_45",70
"1467",16,"decay",4,"saulin_01_vp_46",75
"1468",16,"decay",4,"saulin_01_vp_47",45
"1469",16,"decay",4,"saulin_01_vp_48",25
"1470",16,"decay",4,"saulin_01_vp_49",70
"1471",16,"decay",4,"saulin_01_vp_50",63
"1472",16,"decay",4,"saulin_01_vp_51",100
"1473",17,"control",2,"saulin_01_vp_01",25
"1474",17,"control",2,"saulin_01_vp_02",60
"1475",17,"control",2,"saulin_01_vp_03",50
"1476",17,"control",2,"saulin_01_vp_04",40
"1477",17,"control",2,"saulin_01_vp_05",60
"1478",17,"control",2,"saulin_01_vp_06",35
"1479",17,"control",2,"saulin_01_vp_10",65
"1480",17,"control",2,"saulin_01_vp_11",40
"1481",17,"control",2,"saulin_01_vp_12",75
"1482",17,"control",2,"saulin_01_vp_14",80
"1483",17,"control",2,"saulin_01_vp_15",50
"1484",17,"control",2,"saulin_01_vp_16",85
"1485",17,"control",2,"saulin_01_vp_17",75
"1486",17,"control",2,"saulin_01_vp_18",55
"1487",17,"control",2,"saulin_01_vp_19",65
"1488",17,"control",2,"saulin_01_vp_20",40
"1489",17,"control",2,"saulin_01_vp_21",55
"1490",17,"control",2,"saulin_01_vp_22",55
"1491",17,"control",2,"saulin_01_vp_23",31
"1492",17,"control",2,"saulin_01_vp_24",45
"1493",17,"control",2,"saulin_01_vp_25",40
"1494",17,"control",2,"saulin_01_vp_26",50
"1495",17,"control",2,"saulin_01_vp_27",50
"1496",17,"control",2,"saulin_01_vp_29",75
"1497",17,"control",2,"saulin_01_vp_30",90
"1498",17,"control",2,"saulin_01_vp_31",20
"1499",17,"control",2,"saulin_01_vp_32",55
"1500",17,"control",2,"saulin_01_vp_33",45
"1501",17,"control",2,"saulin_01_vp_34",18
"1502",17,"control",2,"saulin_01_vp_35",35
"1503",17,"control",2,"saulin_01_vp_36",95
"1504",17,"control",2,"saulin_01_vp_37",40
"1505",17,"control",2,"saulin_01_vp_38",40
"1506",17,"control",2,"saulin_01_vp_39",66
"1507",17,"control",2,"saulin_01_vp_40",75
"1508",17,"control",2,"saulin_01_vp_41",40
"1509",17,"control",2,"saulin_01_vp_42",85
"1510",17,"control",2,"saulin_01_vp_43",60
"1511",17,"control",2,"saulin_01_vp_44",40
"1512",17,"control",2,"saulin_01_vp_45",76
"1513",17,"control",2,"saulin_01_vp_46",75
"1514",17,"control",2,"saulin_01_vp_47",50
"1515",17,"control",2,"saulin_01_vp_48",20
"1516",17,"control",2,"saulin_01_vp_49",50
"1517",17,"control",2,"saulin_01_vp_50",53
"1518",17,"control",2,"saulin_01_vp_51",100
"1519",17,"control",4,"saulin_01_vp_01",25
"1520",17,"control",4,"saulin_01_vp_02",65
"1521",17,"control",4,"saulin_01_vp_03",48
"1522",17,"control",4,"saulin_01_vp_04",30
"1523",17,"control",4,"saulin_01_vp_05",50
"1524",17,"control",4,"saulin_01_vp_06",30
"1525",17,"control",4,"saulin_01_vp_10",80
"1526",17,"control",4,"saulin_01_vp_11",30
"1527",17,"control",4,"saulin_01_vp_12",76
"1528",17,"control",4,"saulin_01_vp_14",65
"1529",17,"control",4,"saulin_01_vp_15",35
"1530",17,"control",4,"saulin_01_vp_16",90
"1531",17,"control",4,"saulin_01_vp_17",76
"1532",17,"control",4,"saulin_01_vp_18",66
"1533",17,"control",4,"saulin_01_vp_19",35
"1534",17,"control",4,"saulin_01_vp_20",20
"1535",17,"control",4,"saulin_01_vp_21",31
"1536",17,"control",4,"saulin_01_vp_22",55
"1537",17,"control",4,"saulin_01_vp_23",41
"1538",17,"control",4,"saulin_01_vp_24",10
"1539",17,"control",4,"saulin_01_vp_25",66
"1540",17,"control",4,"saulin_01_vp_26",40
"1541",17,"control",4,"saulin_01_vp_27",45
"1542",17,"control",4,"saulin_01_vp_29",53
"1543",17,"control",4,"saulin_01_vp_30",90
"1544",17,"control",4,"saulin_01_vp_31",20
"1545",17,"control",4,"saulin_01_vp_32",38
"1546",17,"control",4,"saulin_01_vp_33",40
"1547",17,"control",4,"saulin_01_vp_34",55
"1548",17,"control",4,"saulin_01_vp_35",41
"1549",17,"control",4,"saulin_01_vp_36",88
"1550",17,"control",4,"saulin_01_vp_37",41
"1551",17,"control",4,"saulin_01_vp_38",50
"1552",17,"control",4,"saulin_01_vp_39",55
"1553",17,"control",4,"saulin_01_vp_40",73
"1554",17,"control",4,"saulin_01_vp_41",30
"1555",17,"control",4,"saulin_01_vp_42",70
"1556",17,"control",4,"saulin_01_vp_43",40
"1557",17,"control",4,"saulin_01_vp_44",30
"1558",17,"control",4,"saulin_01_vp_45",60
"1559",17,"control",4,"saulin_01_vp_46",70
"1560",17,"control",4,"saulin_01_vp_47",35
"1561",17,"control",4,"saulin_01_vp_48",25
"1562",17,"control",4,"saulin_01_vp_49",55
"1563",17,"control",4,"saulin_01_vp_50",45
"1564",17,"control",4,"saulin_01_vp_51",100
"1565",17,"decay",2,"saulin_01_vp_01",35
"1566",17,"decay",2,"saulin_01_vp_02",55
"1567",17,"decay",2,"saulin_01_vp_03",70
"1568",17,"decay",2,"saulin_01_vp_04",30
"1569",17,"decay",2,"saulin_01_vp_05",75
"1570",17,"decay",2,"saulin_01_vp_06",35
"1571",17,"decay",2,"saulin_01_vp_10",73
"1572",17,"decay",2,"saulin_01_vp_11",35
"1573",17,"decay",2,"saulin_01_vp_12",70
"1574",17,"decay",2,"saulin_01_vp_14",40
"1575",17,"decay",2,"saulin_01_vp_15",30
"1576",17,"decay",2,"saulin_01_vp_16",90
"1577",17,"decay",2,"saulin_01_vp_17",80
"1578",17,"decay",2,"saulin_01_vp_18",70
"1579",17,"decay",2,"saulin_01_vp_19",30
"1580",17,"decay",2,"saulin_01_vp_20",23
"1581",17,"decay",2,"saulin_01_vp_21",30
"1582",17,"decay",2,"saulin_01_vp_22",60
"1583",17,"decay",2,"saulin_01_vp_23",35
"1584",17,"decay",2,"saulin_01_vp_24",15
"1585",17,"decay",2,"saulin_01_vp_25",50
"1586",17,"decay",2,"saulin_01_vp_26",30
"1587",17,"decay",2,"saulin_01_vp_27",51
"1588",17,"decay",2,"saulin_01_vp_29",63
"1589",17,"decay",2,"saulin_01_vp_30",90
"1590",17,"decay",2,"saulin_01_vp_31",20
"1591",17,"decay",2,"saulin_01_vp_32",50
"1592",17,"decay",2,"saulin_01_vp_33",50
"1593",17,"decay",2,"saulin_01_vp_34",25
"1594",17,"decay",2,"saulin_01_vp_35",30
"1595",17,"decay",2,"saulin_01_vp_36",85
"1596",17,"decay",2,"saulin_01_vp_37",55
"1597",17,"decay",2,"saulin_01_vp_38",25
"1598",17,"decay",2,"saulin_01_vp_39",50
"1599",17,"decay",2,"saulin_01_vp_40",75
"1600",17,"decay",2,"saulin_01_vp_41",30
"1601",17,"decay",2,"saulin_01_vp_42",65
"1602",17,"decay",2,"saulin_01_vp_43",30
"1603",17,"decay",2,"saulin_01_vp_44",40
"1604",17,"decay",2,"saulin_01_vp_45",75
"1605",17,"decay",2,"saulin_01_vp_46",71
"1606",17,"decay",2,"saulin_01_vp_47",45
"1607",17,"decay",2,"saulin_01_vp_48",30
"1608",17,"decay",2,"saulin_01_vp_49",80
"1609",17,"decay",2,"saulin_01_vp_50",65
"1610",17,"decay",2,"saulin_01_vp_51",100
"1611",17,"decay",4,"saulin_01_vp_01",30
"1612",17,"decay",4,"saulin_01_vp_02",55
"1613",17,"decay",4,"saulin_01_vp_03",65
"1614",17,"decay",4,"saulin_01_vp_04",36
"1615",17,"decay",4,"saulin_01_vp_05",75
"1616",17,"decay",4,"saulin_01_vp_06",40
"1617",17,"decay",4,"saulin_01_vp_10",65
"1618",17,"decay",4,"saulin_01_vp_11",18
"1619",17,"decay",4,"saulin_01_vp_12",75
"1620",17,"decay",4,"saulin_01_vp_14",40
"1621",17,"decay",4,"saulin_01_vp_15",36
"1622",17,"decay",4,"saulin_01_vp_16",90
"1623",17,"decay",4,"saulin_01_vp_17",75
"1624",17,"decay",4,"saulin_01_vp_18",80
"1625",17,"decay",4,"saulin_01_vp_19",41
"1626",17,"decay",4,"saulin_01_vp_20",28
"1627",17,"decay",4,"saulin_01_vp_21",31
"1628",17,"decay",4,"saulin_01_vp_22",56
"1629",17,"decay",4,"saulin_01_vp_23",30
"1630",17,"decay",4,"saulin_01_vp_24",35
"1631",17,"decay",4,"saulin_01_vp_25",55
"1632",17,"decay",4,"saulin_01_vp_26",55
"1633",17,"decay",4,"saulin_01_vp_27",60
"1634",17,"decay",4,"saulin_01_vp_29",65
"1635",17,"decay",4,"saulin_01_vp_30",90
"1636",17,"decay",4,"saulin_01_vp_31",20
"1637",17,"decay",4,"saulin_01_vp_32",45
"1638",17,"decay",4,"saulin_01_vp_33",35
"1639",17,"decay",4,"saulin_01_vp_34",55
"1640",17,"decay",4,"saulin_01_vp_35",40
"1641",17,"decay",4,"saulin_01_vp_36",86
"1642",17,"decay",4,"saulin_01_vp_37",40
"1643",17,"decay",4,"saulin_01_vp_38",25
"1644",17,"decay",4,"saulin_01_vp_39",66
"1645",17,"decay",4,"saulin_01_vp_40",70
"1646",17,"decay",4,"saulin_01_vp_41",20
"1647",17,"decay",4,"saulin_01_vp_42",63
"1648",17,"decay",4,"saulin_01_vp_43",25
"1649",17,"decay",4,"saulin_01_vp_44",35
"1650",17,"decay",4,"saulin_01_vp_45",78
"1651",17,"decay",4,"saulin_01_vp_46",70
"1652",17,"decay",4,"saulin_01_vp_47",45
"1653",17,"decay",4,"saulin_01_vp_48",25
"1654",17,"decay",4,"saulin_01_vp_49",55
"1655",17,"decay",4,"saulin_01_vp_50",65
"1656",17,"decay",4,"saulin_01_vp_51",100
"1657",18,"control",2,"saulin_01_vp_01",30
"1658",18,"control",2,"saulin_01_vp_02",60
"1659",18,"control",2,"saulin_01_vp_03",35
"1660",18,"control",2,"saulin_01_vp_04",45
