"","condition","block_no","trial_no","trial_type","rt","emotion_rating","id","closeness","betas_PM_wtreatMINcon_TPJ","betas_PM_wtreatMINcon_IFG","facet","score"
"773","treatment","block 1",12,"1","1175",-0.745333538288869,"saulin_01_vp_20",1.48576276465143,-0.4054,0.071136,"EC",-0.0591881123878324
"774","treatment","block 1",12,"1","1175",-0.745333538288869,"saulin_01_vp_20",1.48576276465143,-0.4054,0.071136,"PT",-0.265657005052963
"775","treatment","block 1",13,"1","4485",-0.745333538288869,"saulin_01_vp_20",1.63036050756693,-0.4054,0.071136,"EC",-0.0591881123878324
"776","treatment","block 1",13,"1","4485",-0.745333538288869,"saulin_01_vp_20",1.63036050756693,-0.4054,0.071136,"PT",-0.265657005052963
"777","treatment","block 1",14,"1","2242",-0.745333538288869,"saulin_01_vp_20",1.87135674575944,-0.4054,0.071136,"EC",-0.0591881123878324
"778","treatment","block 1",14,"1","2242",-0.745333538288869,"saulin_01_vp_20",1.87135674575944,-0.4054,0.071136,"PT",-0.265657005052963
"779","treatment","block 1",15,"1","4475",-0.658229787767959,"saulin_01_vp_20",1.58216125992843,-0.4054,0.071136,"EC",-0.0591881123878324
"780","treatment","block 1",15,"1","4475",-0.658229787767959,"saulin_01_vp_20",1.58216125992843,-0.4054,0.071136,"PT",-0.265657005052963
"781","treatment","block 1",16,"1","1603",-0.963092914591143,"saulin_01_vp_20",1.72675900284394,-0.4054,0.071136,"EC",-0.0591881123878324
"782","treatment","block 1",16,"1","1603",-0.963092914591143,"saulin_01_vp_20",1.72675900284394,-0.4054,0.071136,"PT",-0.265657005052963
"783","treatment","block 1",17,"2","2384",0.12570396692023,"saulin_01_vp_20",1.48576276465143,-0.4054,0.071136,"EC",-0.0591881123878324
"784","treatment","block 1",17,"2","2384",0.12570396692023,"saulin_01_vp_20",1.48576276465143,-0.4054,0.071136,"PT",-0.265657005052963
"785","treatment","block 1",18,"1","3919",-0.527574161986594,"saulin_01_vp_20",1.38936426937443,-0.4054,0.071136,"EC",-0.0591881123878324
"786","treatment","block 1",18,"1","3919",-0.527574161986594,"saulin_01_vp_20",1.38936426937443,-0.4054,0.071136,"PT",-0.265657005052963
"787","treatment","block 1",19,"1","3708",-0.0920554093820444,"saulin_01_vp_20",1.14836803118192,-0.4054,0.071136,"EC",-0.0591881123878324
"788","treatment","block 1",19,"1","3708",-0.0920554093820444,"saulin_01_vp_20",1.14836803118192,-0.4054,0.071136,"PT",-0.265657005052963
"789","treatment","block 1",20,"1","2478",-0.527574161986594,"saulin_01_vp_20",1.38936426937443,-0.4054,0.071136,"EC",-0.0591881123878324
"790","treatment","block 1",20,"1","2478",-0.527574161986594,"saulin_01_vp_20",1.38936426937443,-0.4054,0.071136,"PT",-0.265657005052963
"791","treatment","block 1",21,"2","3107",0.56122271952478,"saulin_01_vp_20",1.14836803118192,-0.4054,0.071136,"EC",-0.0591881123878324
"792","treatment","block 1",21,"2","3107",0.56122271952478,"saulin_01_vp_20",1.14836803118192,-0.4054,0.071136,"PT",-0.265657005052963
"793","treatment","block 1",22,"1","4103",-0.963092914591143,"saulin_01_vp_20",-2.03278231295917,-0.4054,0.071136,"EC",-0.0591881123878324
"794","treatment","block 1",22,"1","4103",-0.963092914591143,"saulin_01_vp_20",-2.03278231295917,-0.4054,0.071136,"PT",-0.265657005052963
"795","treatment","block 1",23,"1","1361",-0.745333538288869,"saulin_01_vp_20",1.10016878354342,-0.4054,0.071136,"EC",-0.0591881123878324
"796","treatment","block 1",23,"1","1361",-0.745333538288869,"saulin_01_vp_20",1.10016878354342,-0.4054,0.071136,"PT",-0.265657005052963
"797","treatment","block 1",24,"1","5122",-0.527574161986594,"saulin_01_vp_20",1.38936426937443,-0.4054,0.071136,"EC",-0.0591881123878324
"798","treatment","block 1",24,"1","5122",-0.527574161986594,"saulin_01_vp_20",1.38936426937443,-0.4054,0.071136,"PT",-0.265657005052963
"799","treatment","block 1",25,"1","4253",-0.745333538288869,"saulin_01_vp_20",1.48576276465143,-0.4054,0.071136,"EC",-0.0591881123878324
"800","treatment","block 1",25,"1","4253",-0.745333538288869,"saulin_01_vp_20",1.48576276465143,-0.4054,0.071136,"PT",-0.265657005052963
"801","treatment","block 1",1,"1","1366",-1.39861166719569,"saulin_01_vp_21",0.184383078411893,0.056095,-0.45768,"EC",-0.0591881123878324
"802","treatment","block 1",1,"1","1366",-1.39861166719569,"saulin_01_vp_21",0.184383078411893,0.056095,-0.45768,"PT",1.98543656408004
"803","treatment","block 1",2,"2","3842",0.996741472129329,"saulin_01_vp_21",0.4253793166044,0.056095,-0.45768,"EC",-0.0591881123878324
"804","treatment","block 1",2,"2","3842",0.996741472129329,"saulin_01_vp_21",0.4253793166044,0.056095,-0.45768,"PT",1.98543656408004
"805","treatment","block 1",3,"1","4650",-1.39861166719569,"saulin_01_vp_21",0.4253793166044,0.056095,-0.45768,"EC",-0.0591881123878324
"806","treatment","block 1",3,"1","4650",-1.39861166719569,"saulin_01_vp_21",0.4253793166044,0.056095,-0.45768,"PT",1.98543656408004
"807","treatment","block 1",4,"1","2050",-1.65992291875842,"saulin_01_vp_21",0.4253793166044,0.056095,-0.45768,"EC",-0.0591881123878324
"808","treatment","block 1",4,"1","2050",-1.65992291875842,"saulin_01_vp_21",0.4253793166044,0.056095,-0.45768,"PT",1.98543656408004
"809","treatment","block 1",5,"1","3416",-1.61637104349797,"saulin_01_vp_21",0.4253793166044,0.056095,-0.45768,"EC",-0.0591881123878324
"810","treatment","block 1",5,"1","3416",-1.61637104349797,"saulin_01_vp_21",0.4253793166044,0.056095,-0.45768,"PT",1.98543656408004
"811","treatment","block 1",6,"1","4625",-1.74702666927933,"saulin_01_vp_21",0.666375554796906,0.056095,-0.45768,"EC",-0.0591881123878324
"812","treatment","block 1",6,"1","4625",-1.74702666927933,"saulin_01_vp_21",0.666375554796906,0.056095,-0.45768,"PT",1.98543656408004
"813","treatment","block 1",7,"1","2172",-1.61637104349797,"saulin_01_vp_21",0.907371792989413,0.056095,-0.45768,"EC",-0.0591881123878324
"814","treatment","block 1",7,"1","2172",-1.61637104349797,"saulin_01_vp_21",0.907371792989413,0.056095,-0.45768,"PT",1.98543656408004
"815","treatment","block 1",8,"1","4263",-1.61637104349797,"saulin_01_vp_21",0.907371792989413,0.056095,-0.45768,"EC",-0.0591881123878324
"816","treatment","block 1",8,"1","4263",-1.61637104349797,"saulin_01_vp_21",0.907371792989413,0.056095,-0.45768,"PT",1.98543656408004
"817","treatment","block 1",9,"2","1966",1.43226022473388,"saulin_01_vp_21",0.907371792989413,0.056095,-0.45768,"EC",-0.0591881123878324
"818","treatment","block 1",9,"2","1966",1.43226022473388,"saulin_01_vp_21",0.907371792989413,0.056095,-0.45768,"PT",1.98543656408004
"819","treatment","block 1",10,"1","2591",-1.61637104349797,"saulin_01_vp_21",0.907371792989413,0.056095,-0.45768,"EC",-0.0591881123878324
"820","treatment","block 1",10,"1","2591",-1.61637104349797,"saulin_01_vp_21",0.907371792989413,0.056095,-0.45768,"PT",1.98543656408004
"821","treatment","block 1",11,"2","1841",1.43226022473388,"saulin_01_vp_21",0.907371792989413,0.056095,-0.45768,"EC",-0.0591881123878324
"822","treatment","block 1",11,"2","1841",1.43226022473388,"saulin_01_vp_21",0.907371792989413,0.056095,-0.45768,"PT",1.98543656408004
"823","treatment","block 1",12,"1","4514",-1.61637104349797,"saulin_01_vp_21",0.666375554796906,0.056095,-0.45768,"EC",-0.0591881123878324
"824","treatment","block 1",12,"1","4514",-1.61637104349797,"saulin_01_vp_21",0.666375554796906,0.056095,-0.45768,"PT",1.98543656408004
"825","treatment","block 1",13,"1","1517",-1.61637104349797,"saulin_01_vp_21",0.907371792989413,0.056095,-0.45768,"EC",-0.0591881123878324
"826","treatment","block 1",13,"1","1517",-1.61637104349797,"saulin_01_vp_21",0.907371792989413,0.056095,-0.45768,"PT",1.98543656408004
"827","treatment","block 1",14,"1","1300",-1.8776822950607,"saulin_01_vp_21",0.907371792989413,0.056095,-0.45768,"EC",-0.0591881123878324
"828","treatment","block 1",14,"1","1300",-1.8776822950607,"saulin_01_vp_21",0.907371792989413,0.056095,-0.45768,"PT",1.98543656408004
"829","treatment","block 1",15,"1","5092",-1.96478604558161,"saulin_01_vp_21",0.907371792989413,0.056095,-0.45768,"EC",-0.0591881123878324
"830","treatment","block 1",15,"1","5092",-1.96478604558161,"saulin_01_vp_21",0.907371792989413,0.056095,-0.45768,"PT",1.98543656408004
"831","treatment","block 1",16,"1","2575",-2.05188979610252,"saulin_01_vp_21",1.24476652645892,0.056095,-0.45768,"EC",-0.0591881123878324
"832","treatment","block 1",16,"1","2575",-2.05188979610252,"saulin_01_vp_21",1.24476652645892,0.056095,-0.45768,"PT",1.98543656408004
"833","treatment","block 1",17,"2","3477",1.43226022473388,"saulin_01_vp_21",1.14836803118192,0.056095,-0.45768,"EC",-0.0591881123878324
"834","treatment","block 1",17,"2","3477",1.43226022473388,"saulin_01_vp_21",1.14836803118192,0.056095,-0.45768,"PT",1.98543656408004
"835","treatment","block 1",18,"1","2285",-1.83413041980024,"saulin_01_vp_21",1.14836803118192,0.056095,-0.45768,"EC",-0.0591881123878324
"836","treatment","block 1",18,"1","2285",-1.83413041980024,"saulin_01_vp_21",1.14836803118192,0.056095,-0.45768,"PT",1.98543656408004
"837","treatment","block 1",19,"1","2367",-1.8776822950607,"saulin_01_vp_21",0.907371792989413,0.056095,-0.45768,"EC",-0.0591881123878324
"838","treatment","block 1",19,"1","2367",-1.8776822950607,"saulin_01_vp_21",0.907371792989413,0.056095,-0.45768,"PT",1.98543656408004
"839","treatment","block 1",20,"1","4840",-1.83413041980024,"saulin_01_vp_21",1.14836803118192,0.056095,-0.45768,"EC",-0.0591881123878324
"840","treatment","block 1",20,"1","4840",-1.83413041980024,"saulin_01_vp_21",1.14836803118192,0.056095,-0.45768,"PT",1.98543656408004
"841","treatment","block 1",21,"2","1294",0.996741472129329,"saulin_01_vp_21",1.00377028826642,0.056095,-0.45768,"EC",-0.0591881123878324
"842","treatment","block 1",21,"2","1294",0.996741472129329,"saulin_01_vp_21",1.00377028826642,0.056095,-0.45768,"PT",1.98543656408004
"843","treatment","block 1",22,"1","1601",-1.61637104349797,"saulin_01_vp_21",0.907371792989413,0.056095,-0.45768,"EC",-0.0591881123878324
"844","treatment","block 1",22,"1","1601",-1.61637104349797,"saulin_01_vp_21",0.907371792989413,0.056095,-0.45768,"PT",1.98543656408004
"845","treatment","block 1",23,"1","2547",-1.61637104349797,"saulin_01_vp_21",0.859172545350911,0.056095,-0.45768,"EC",-0.0591881123878324
"846","treatment","block 1",23,"1","2547",-1.61637104349797,"saulin_01_vp_21",0.859172545350911,0.056095,-0.45768,"PT",1.98543656408004
"847","treatment","block 1",24,"1","2823",-1.83413041980024,"saulin_01_vp_21",0.907371792989413,0.056095,-0.45768,"EC",-0.0591881123878324
"848","treatment","block 1",24,"1","2823",-1.83413041980024,"saulin_01_vp_21",0.907371792989413,0.056095,-0.45768,"PT",1.98543656408004
"849","treatment","block 1",25,"1","1475",-1.61637104349797,"saulin_01_vp_21",1.14836803118192,0.056095,-0.45768,"EC",-0.0591881123878324
"850","treatment","block 1",25,"1","1475",-1.61637104349797,"saulin_01_vp_21",1.14836803118192,0.056095,-0.45768,"PT",1.98543656408004
"851","treatment","block 1",1,"1","1042",-1.18085229089342,"saulin_01_vp_22",-0.29760939797312,0.18158,0.53788,"EC",-0.448138565222164
"852","treatment","block 1",1,"1","1042",-1.18085229089342,"saulin_01_vp_22",-0.29760939797312,0.18158,0.53788,"PT",-0.265657005052963
"853","treatment","block 1",2,"2","874",0.996741472129329,"saulin_01_vp_22",0.184383078411893,0.18158,0.53788,"EC",-0.448138565222164
"854","treatment","block 1",2,"2","874",0.996741472129329,"saulin_01_vp_22",0.184383078411893,0.18158,0.53788,"PT",-0.265657005052963
"855","treatment","block 1",3,"1","2671",-1.18085229089342,"saulin_01_vp_22",-0.0566131597806136,0.18158,0.53788,"EC",-0.448138565222164
"856","treatment","block 1",3,"1","2671",-1.18085229089342,"saulin_01_vp_22",-0.0566131597806136,0.18158,0.53788,"PT",-0.265657005052963
"857","treatment","block 1",4,"1","2415",-0.527574161986594,"saulin_01_vp_22",-0.0566131597806136,0.18158,0.53788,"EC",-0.448138565222164
"858","treatment","block 1",4,"1","2415",-0.527574161986594,"saulin_01_vp_22",-0.0566131597806136,0.18158,0.53788,"PT",-0.265657005052963
"859","treatment","block 1",5,"1","1651",-0.963092914591143,"saulin_01_vp_22",0.184383078411893,0.18158,0.53788,"EC",-0.448138565222164
"860","treatment","block 1",5,"1","1651",-0.963092914591143,"saulin_01_vp_22",0.184383078411893,0.18158,0.53788,"PT",-0.265657005052963
"861","treatment","block 1",6,"1","2947",0.778982095827055,"saulin_01_vp_22",0.184383078411893,0.18158,0.53788,"EC",-0.448138565222164
"862","treatment","block 1",6,"1","2947",0.778982095827055,"saulin_01_vp_22",0.184383078411893,0.18158,0.53788,"PT",-0.265657005052963
"863","treatment","block 1",7,"1","890",-1.18085229089342,"saulin_01_vp_22",-0.0566131597806136,0.18158,0.53788,"EC",-0.448138565222164
"864","treatment","block 1",7,"1","890",-1.18085229089342,"saulin_01_vp_22",-0.0566131597806136,0.18158,0.53788,"PT",-0.265657005052963
"865","treatment","block 1",8,"1","1872",-0.963092914591143,"saulin_01_vp_22",-0.0566131597806136,0.18158,0.53788,"EC",-0.448138565222164
"866","treatment","block 1",8,"1","1872",-0.963092914591143,"saulin_01_vp_22",-0.0566131597806136,0.18158,0.53788,"PT",-0.265657005052963
"867","treatment","block 1",9,"2","1315",0.996741472129329,"saulin_01_vp_22",-0.29760939797312,0.18158,0.53788,"EC",-0.448138565222164
"868","treatment","block 1",9,"2","1315",0.996741472129329,"saulin_01_vp_22",-0.29760939797312,0.18158,0.53788,"PT",-0.265657005052963
"869","treatment","block 1",10,"1","2409",-1.18085229089342,"saulin_01_vp_22",-0.29760939797312,0.18158,0.53788,"EC",-0.448138565222164
"870","treatment","block 1",10,"1","2409",-1.18085229089342,"saulin_01_vp_22",-0.29760939797312,0.18158,0.53788,"PT",-0.265657005052963
"871","treatment","block 1",11,"2","1608",0.996741472129329,"saulin_01_vp_22",-0.0566131597806136,0.18158,0.53788,"EC",-0.448138565222164
"872","treatment","block 1",11,"2","1608",0.996741472129329,"saulin_01_vp_22",-0.0566131597806136,0.18158,0.53788,"PT",-0.265657005052963
"873","treatment","block 1",12,"1","2880",-1.18085229089342,"saulin_01_vp_22",-0.104812407419115,0.18158,0.53788,"EC",-0.448138565222164
"874","treatment","block 1",12,"1","2880",-1.18085229089342,"saulin_01_vp_22",-0.104812407419115,0.18158,0.53788,"PT",-0.265657005052963
"875","treatment","block 1",13,"1","1617",-0.745333538288869,"saulin_01_vp_22",0.184383078411893,0.18158,0.53788,"EC",-0.448138565222164
"876","treatment","block 1",13,"1","1617",-0.745333538288869,"saulin_01_vp_22",0.184383078411893,0.18158,0.53788,"PT",-0.265657005052963
"877","treatment","block 1",14,"1","3388",-1.18085229089342,"saulin_01_vp_22",-0.29760939797312,0.18158,0.53788,"EC",-0.448138565222164
"878","treatment","block 1",14,"1","3388",-1.18085229089342,"saulin_01_vp_22",-0.29760939797312,0.18158,0.53788,"PT",-0.265657005052963
"879","treatment","block 1",15,"1","1444",-1.39861166719569,"saulin_01_vp_22",-0.0566131597806136,0.18158,0.53788,"EC",-0.448138565222164
"880","treatment","block 1",15,"1","1444",-1.39861166719569,"saulin_01_vp_22",-0.0566131597806136,0.18158,0.53788,"PT",-0.265657005052963
"881","treatment","block 1",16,"1","2179",-1.18085229089342,"saulin_01_vp_22",-0.29760939797312,0.18158,0.53788,"EC",-0.448138565222164
"882","treatment","block 1",16,"1","2179",-1.18085229089342,"saulin_01_vp_22",-0.29760939797312,0.18158,0.53788,"PT",-0.265657005052963
"883","treatment","block 1",17,"2","1865",0.996741472129329,"saulin_01_vp_22",-0.29760939797312,0.18158,0.53788,"EC",-0.448138565222164
"884","treatment","block 1",17,"2","1865",0.996741472129329,"saulin_01_vp_22",-0.29760939797312,0.18158,0.53788,"PT",-0.265657005052963
"885","treatment","block 1",18,"1","1908",-1.18085229089342,"saulin_01_vp_22",-0.0566131597806136,0.18158,0.53788,"EC",-0.448138565222164
"886","treatment","block 1",18,"1","1908",-1.18085229089342,"saulin_01_vp_22",-0.0566131597806136,0.18158,0.53788,"PT",-0.265657005052963
"887","treatment","block 1",19,"1","4942",-1.31150791667478,"saulin_01_vp_22",-0.0566131597806136,0.18158,0.53788,"EC",-0.448138565222164
"888","treatment","block 1",19,"1","4942",-1.31150791667478,"saulin_01_vp_22",-0.0566131597806136,0.18158,0.53788,"PT",-0.265657005052963
"889","treatment","block 1",20,"1","2463",-0.963092914591143,"saulin_01_vp_22",-0.538605636165627,0.18158,0.53788,"EC",-0.448138565222164
"890","treatment","block 1",20,"1","2463",-0.963092914591143,"saulin_01_vp_22",-0.538605636165627,0.18158,0.53788,"PT",-0.265657005052963
"891","treatment","block 1",21,"2","2433",1.2145008484316,"saulin_01_vp_22",-0.29760939797312,0.18158,0.53788,"EC",-0.448138565222164
"892","treatment","block 1",21,"2","2433",1.2145008484316,"saulin_01_vp_22",-0.29760939797312,0.18158,0.53788,"PT",-0.265657005052963
"893","treatment","block 1",22,"1","2383",-1.18085229089342,"saulin_01_vp_22",0.184383078411893,0.18158,0.53788,"EC",-0.448138565222164
"894","treatment","block 1",22,"1","2383",-1.18085229089342,"saulin_01_vp_22",0.184383078411893,0.18158,0.53788,"PT",-0.265657005052963
"895","treatment","block 1",23,"1","2404",-0.963092914591143,"saulin_01_vp_22",-0.0566131597806136,0.18158,0.53788,"EC",-0.448138565222164
"896","treatment","block 1",23,"1","2404",-0.963092914591143,"saulin_01_vp_22",-0.0566131597806136,0.18158,0.53788,"PT",-0.265657005052963
"897","treatment","block 1",24,"1","4259",-1.18085229089342,"saulin_01_vp_22",-0.0566131597806136,0.18158,0.53788,"EC",-0.448138565222164
"898","treatment","block 1",24,"1","4259",-1.18085229089342,"saulin_01_vp_22",-0.0566131597806136,0.18158,0.53788,"PT",-0.265657005052963
"899","treatment","block 1",25,"1","2621",-0.963092914591143,"saulin_01_vp_22",-0.345808645611622,0.18158,0.53788,"EC",-0.448138565222164
"900","treatment","block 1",25,"1","2621",-0.963092914591143,"saulin_01_vp_22",-0.345808645611622,0.18158,0.53788,"PT",-0.265657005052963
"901","treatment","block 1",1,"1","2480",-0.745333538288869,"saulin_01_vp_23",0.4253793166044,-0.23905,-0.19236,"EC",-0.0591881123878324
"902","treatment","block 1",1,"1","2480",-0.745333538288869,"saulin_01_vp_23",0.4253793166044,-0.23905,-0.19236,"PT",-0.587241800643393
"903","treatment","block 1",2,"2","2177",0.996741472129329,"saulin_01_vp_23",0.4253793166044,-0.23905,-0.19236,"EC",-0.0591881123878324
"904","treatment","block 1",2,"2","2177",0.996741472129329,"saulin_01_vp_23",0.4253793166044,-0.23905,-0.19236,"PT",-0.587241800643393
"905","treatment","block 1",3,"1","5117",-0.963092914591143,"saulin_01_vp_23",0.859172545350911,-0.23905,-0.19236,"EC",-0.0591881123878324
"906","treatment","block 1",3,"1","5117",-0.963092914591143,"saulin_01_vp_23",0.859172545350911,-0.23905,-0.19236,"PT",-0.587241800643393
"907","treatment","block 1",4,"1","6553",-0.745333538288869,"saulin_01_vp_23",0.4253793166044,-0.23905,-0.19236,"EC",-0.0591881123878324
"908","treatment","block 1",4,"1","6553",-0.745333538288869,"saulin_01_vp_23",0.4253793166044,-0.23905,-0.19236,"PT",-0.587241800643393
"909","treatment","block 1",5,"1","4795",-0.963092914591143,"saulin_01_vp_23",0.907371792989413,-0.23905,-0.19236,"EC",-0.0591881123878324
"910","treatment","block 1",5,"1","4795",-0.963092914591143,"saulin_01_vp_23",0.907371792989413,-0.23905,-0.19236,"PT",-0.587241800643393
"911","treatment","block 1",6,"1","1930",-1.18085229089342,"saulin_01_vp_23",0.907371792989413,-0.23905,-0.19236,"EC",-0.0591881123878324
"912","treatment","block 1",6,"1","1930",-1.18085229089342,"saulin_01_vp_23",0.907371792989413,-0.23905,-0.19236,"PT",-0.587241800643393
"913","treatment","block 1",7,"1","3571",-1.39861166719569,"saulin_01_vp_23",0.666375554796906,-0.23905,-0.19236,"EC",-0.0591881123878324
"914","treatment","block 1",7,"1","3571",-1.39861166719569,"saulin_01_vp_23",0.666375554796906,-0.23905,-0.19236,"PT",-0.587241800643393
"915","treatment","block 1",8,"1","3588",-1.39861166719569,"saulin_01_vp_23",0.907371792989413,-0.23905,-0.19236,"EC",-0.0591881123878324
"916","treatment","block 1",8,"1","3588",-1.39861166719569,"saulin_01_vp_23",0.907371792989413,-0.23905,-0.19236,"PT",-0.587241800643393
"917","treatment","block 1",9,"2","4089",1.2145008484316,"saulin_01_vp_23",0.666375554796906,-0.23905,-0.19236,"EC",-0.0591881123878324
"918","treatment","block 1",9,"2","4089",1.2145008484316,"saulin_01_vp_23",0.666375554796906,-0.23905,-0.19236,"PT",-0.587241800643393
"919","treatment","block 1",10,"1","4709",-0.963092914591143,"saulin_01_vp_23",0.666375554796906,-0.23905,-0.19236,"EC",-0.0591881123878324
"920","treatment","block 1",10,"1","4709",-0.963092914591143,"saulin_01_vp_23",0.666375554796906,-0.23905,-0.19236,"PT",-0.587241800643393
"921","treatment","block 1",11,"2","4299",1.17094897317115,"saulin_01_vp_23",0.907371792989413,-0.23905,-0.19236,"EC",-0.0591881123878324
"922","treatment","block 1",11,"2","4299",1.17094897317115,"saulin_01_vp_23",0.907371792989413,-0.23905,-0.19236,"PT",-0.587241800643393
"923","treatment","block 1",12,"1","4070",-1.18085229089342,"saulin_01_vp_23",0.907371792989413,-0.23905,-0.19236,"EC",-0.0591881123878324
"924","treatment","block 1",12,"1","4070",-1.18085229089342,"saulin_01_vp_23",0.907371792989413,-0.23905,-0.19236,"PT",-0.587241800643393
"925","treatment","block 1",13,"1","4083",-1.39861166719569,"saulin_01_vp_23",1.14836803118192,-0.23905,-0.19236,"EC",-0.0591881123878324
"926","treatment","block 1",13,"1","4083",-1.39861166719569,"saulin_01_vp_23",1.14836803118192,-0.23905,-0.19236,"PT",-0.587241800643393
"927","treatment","block 1",14,"1","4869",-1.31150791667478,"saulin_01_vp_23",0.907371792989413,-0.23905,-0.19236,"EC",-0.0591881123878324
"928","treatment","block 1",14,"1","4869",-1.31150791667478,"saulin_01_vp_23",0.907371792989413,-0.23905,-0.19236,"PT",-0.587241800643393
"929","treatment","block 1",15,"1","829",-1.18085229089342,"saulin_01_vp_23",0.907371792989413,-0.23905,-0.19236,"EC",-0.0591881123878324
"930","treatment","block 1",15,"1","829",-1.18085229089342,"saulin_01_vp_23",0.907371792989413,-0.23905,-0.19236,"PT",-0.587241800643393
"931","treatment","block 1",16,"1","5491",-1.39861166719569,"saulin_01_vp_23",0.907371792989413,-0.23905,-0.19236,"EC",-0.0591881123878324
"932","treatment","block 1",16,"1","5491",-1.39861166719569,"saulin_01_vp_23",0.907371792989413,-0.23905,-0.19236,"PT",-0.587241800643393
"933","treatment","block 1",17,"2","3850",1.2145008484316,"saulin_01_vp_23",0.907371792989413,-0.23905,-0.19236,"EC",-0.0591881123878324
"934","treatment","block 1",17,"2","3850",1.2145008484316,"saulin_01_vp_23",0.907371792989413,-0.23905,-0.19236,"PT",-0.587241800643393
"935","treatment","block 1",18,"1","2568",-1.22440416615387,"saulin_01_vp_23",1.14836803118192,-0.23905,-0.19236,"EC",-0.0591881123878324
"936","treatment","block 1",18,"1","2568",-1.22440416615387,"saulin_01_vp_23",1.14836803118192,-0.23905,-0.19236,"PT",-0.587241800643393
"937","treatment","block 1",19,"1","3111",-1.39861166719569,"saulin_01_vp_23",1.14836803118192,-0.23905,-0.19236,"EC",-0.0591881123878324
"938","treatment","block 1",19,"1","3111",-1.39861166719569,"saulin_01_vp_23",1.14836803118192,-0.23905,-0.19236,"PT",-0.587241800643393
"939","treatment","block 1",20,"1","2375",-1.44216354245615,"saulin_01_vp_23",1.14836803118192,-0.23905,-0.19236,"EC",-0.0591881123878324
"940","treatment","block 1",20,"1","2375",-1.44216354245615,"saulin_01_vp_23",1.14836803118192,-0.23905,-0.19236,"PT",-0.587241800643393
"941","treatment","block 1",21,"2","6396",1.43226022473388,"saulin_01_vp_23",1.14836803118192,-0.23905,-0.19236,"EC",-0.0591881123878324
"942","treatment","block 1",21,"2","6396",1.43226022473388,"saulin_01_vp_23",1.14836803118192,-0.23905,-0.19236,"PT",-0.587241800643393
"943","treatment","block 1",22,"1","5800",-1.18085229089342,"saulin_01_vp_23",1.14836803118192,-0.23905,-0.19236,"EC",-0.0591881123878324
"944","treatment","block 1",22,"1","5800",-1.18085229089342,"saulin_01_vp_23",1.14836803118192,-0.23905,-0.19236,"PT",-0.587241800643393
"945","treatment","block 1",23,"1","1777",-1.39861166719569,"saulin_01_vp_23",1.14836803118192,-0.23905,-0.19236,"EC",-0.0591881123878324
"946","treatment","block 1",23,"1","1777",-1.39861166719569,"saulin_01_vp_23",1.14836803118192,-0.23905,-0.19236,"PT",-0.587241800643393
"947","treatment","block 1",24,"1","3216",-1.44216354245615,"saulin_01_vp_23",1.14836803118192,-0.23905,-0.19236,"EC",-0.0591881123878324
"948","treatment","block 1",24,"1","3216",-1.44216354245615,"saulin_01_vp_23",1.14836803118192,-0.23905,-0.19236,"PT",-0.587241800643393
"949","treatment","block 1",25,"1","1628",-1.39861166719569,"saulin_01_vp_23",1.14836803118192,-0.23905,-0.19236,"EC",-0.0591881123878324
"950","treatment","block 1",25,"1","1628",-1.39861166719569,"saulin_01_vp_23",1.14836803118192,-0.23905,-0.19236,"PT",-0.587241800643393
"951","treatment","block 1",1,"1","4589",0.12570396692023,"saulin_01_vp_24",0.4253793166044,0.10536,-0.045838,"EC",-3.55974218789681
"952","treatment","block 1",1,"1","4589",0.12570396692023,"saulin_01_vp_24",0.4253793166044,0.10536,-0.045838,"PT",-0.587241800643393
"953","treatment","block 1",2,"2","2794",0.56122271952478,"saulin_01_vp_24",0.4253793166044,0.10536,-0.045838,"EC",-3.55974218789681
"954","treatment","block 1",2,"2","2794",0.56122271952478,"saulin_01_vp_24",0.4253793166044,0.10536,-0.045838,"PT",-0.587241800643393
"955","treatment","block 1",3,"1","5099",-0.745333538288869,"saulin_01_vp_24",0.666375554796906,0.10536,-0.045838,"EC",-3.55974218789681
"956","treatment","block 1",3,"1","5099",-0.745333538288869,"saulin_01_vp_24",0.666375554796906,0.10536,-0.045838,"PT",-0.587241800643393
"957","treatment","block 1",4,"1","4363",-0.527574161986594,"saulin_01_vp_24",1.38936426937443,0.10536,-0.045838,"EC",-3.55974218789681
"958","treatment","block 1",4,"1","4363",-0.527574161986594,"saulin_01_vp_24",1.38936426937443,0.10536,-0.045838,"PT",-0.587241800643393
"959","treatment","block 1",5,"1","3504",-0.745333538288869,"saulin_01_vp_24",0.666375554796906,0.10536,-0.045838,"EC",-3.55974218789681
"960","treatment","block 1",5,"1","3504",-0.745333538288869,"saulin_01_vp_24",0.666375554796906,0.10536,-0.045838,"PT",-0.587241800643393
"961","treatment","block 1",6,"1","2167",-0.963092914591143,"saulin_01_vp_24",0.184383078411893,0.10536,-0.045838,"EC",-3.55974218789681
"962","treatment","block 1",6,"1","2167",-0.963092914591143,"saulin_01_vp_24",0.184383078411893,0.10536,-0.045838,"PT",-0.587241800643393
"963","treatment","block 1",7,"1","2997",-0.309814785684319,"saulin_01_vp_24",-0.0566131597806136,0.10536,-0.045838,"EC",-3.55974218789681
"964","treatment","block 1",7,"1","2997",-0.309814785684319,"saulin_01_vp_24",-0.0566131597806136,0.10536,-0.045838,"PT",-0.587241800643393
