"","condition","block_no","trial_no","trial_type","rt","emotion_rating","id","EC","PT","sample","closeness"
"563","treatment","block 1",13,"1","3871",-1.31457567598755,"md_as_07",1.71550299631138,17,"behavior",2.22670325627327
"564","treatment","block 1",14,"1","1052",-1.54292052819044,"md_as_07",1.71550299631138,17,"behavior",1.85544567944636
"565","treatment","block 1",15,"1","3996",-1.46680557745615,"md_as_07",1.71550299631138,17,"behavior",2.08748166496318
"566","treatment","block 1",16,"1","1910",-1.46680557745615,"md_as_07",1.71550299631138,17,"behavior",1.94826007365309
"567","treatment","block 1",17,"2","2230",-0.0206215135044958,"md_as_07",1.71550299631138,17,"behavior",1.94826007365309
"568","treatment","block 1",18,"1","2029",-1.58097800355759,"md_as_07",1.71550299631138,17,"behavior",1.25215211710264
"569","treatment","block 1",19,"1","1506",-1.31457567598755,"md_as_07",1.71550299631138,17,"behavior",1.85544567944636
"570","treatment","block 1",20,"1","2377",-1.39069062672185,"md_as_07",1.71550299631138,17,"behavior",1.85544567944636
"571","treatment","block 1",21,"2","1993",0.321895764799842,"md_as_07",1.71550299631138,17,"behavior",1.62340969392954
"572","treatment","block 1",22,"1","954",-1.31457567598755,"md_as_07",1.71550299631138,17,"behavior",0.556044160552188
"573","treatment","block 1",23,"1","3978",-1.23846072525325,"md_as_07",1.71550299631138,17,"behavior",1.53059529972282
"574","treatment","block 1",24,"1","1774",-1.12428829915181,"md_as_07",1.71550299631138,17,"behavior",1.02011613158582
"575","treatment","block 1",25,"1","2437",-1.39069062672185,"md_as_07",1.71550299631138,17,"behavior",1.66981689103291
"576","treatment","block 2",1,"2","1968",0.0935509125969503,"md_as_07",1.71550299631138,17,"behavior",1.62340969392954
"577","treatment","block 2",2,"1","3219",-1.04817334841751,"md_as_07",1.71550299631138,17,"behavior",1.62340969392954
"578","treatment","block 2",3,"2","3182",-0.819828496214618,"md_as_07",1.71550299631138,17,"behavior",1.57700249682618
"579","treatment","block 2",4,"2","1580",-1.12428829915181,"md_as_07",1.71550299631138,17,"behavior",1.48418810261945
"580","treatment","block 2",5,"2","959",-0.934000922316064,"md_as_07",1.71550299631138,17,"behavior",1.94826007365309
"581","treatment","block 2",6,"2","1299",-0.743713545480321,"md_as_07",1.71550299631138,17,"behavior",1.43778090551609
"582","treatment","block 2",7,"2","1179",-1.16234577451896,"md_as_07",1.71550299631138,17,"behavior",1.39137370841273
"583","treatment","block 2",8,"2","832",-0.934000922316064,"md_as_07",1.71550299631138,17,"behavior",1.02011613158582
"584","treatment","block 2",9,"1","4044",-1.428748102089,"md_as_07",1.71550299631138,17,"behavior",1.25215211710264
"585","treatment","block 2",10,"2","1249",-0.819828496214618,"md_as_07",1.71550299631138,17,"behavior",1.62340969392954
"586","treatment","block 2",11,"1","1650",-1.16234577451896,"md_as_07",1.71550299631138,17,"behavior",1.62340969392954
"587","treatment","block 2",12,"2","1896",-1.39069062672185,"md_as_07",1.71550299631138,17,"behavior",1.48418810261945
"588","treatment","block 2",13,"2","2552",-0.972058397683213,"md_as_07",1.71550299631138,17,"behavior",1.71622408813627
"589","treatment","block 2",14,"2","1409",-1.16234577451896,"md_as_07",1.71550299631138,17,"behavior",1.62340969392954
"590","treatment","block 2",15,"2","1378",-1.2004032498861,"md_as_07",1.71550299631138,17,"behavior",1.809038482343
"591","treatment","block 2",16,"2","3852",-1.16234577451896,"md_as_07",1.71550299631138,17,"behavior",1.34496651130936
"592","treatment","block 2",17,"1","2313",-0.210908890340239,"md_as_07",1.71550299631138,17,"behavior",1.71622408813627
"593","treatment","block 2",18,"2","2955",-1.01011587305036,"md_as_07",1.71550299631138,17,"behavior",1.02011613158582
"594","treatment","block 2",19,"2","2190",-0.363138791808834,"md_as_07",1.71550299631138,17,"behavior",1.48418810261945
"595","treatment","block 2",20,"2","3545",-0.819828496214618,"md_as_07",1.71550299631138,17,"behavior",0.834487343172367
"596","treatment","block 2",21,"1","2069",-0.667598594746023,"md_as_07",1.71550299631138,17,"behavior",1.43778090551609
"597","treatment","block 2",22,"2","2243",-0.515368693277429,"md_as_07",1.71550299631138,17,"behavior",1.20574491999927
"598","treatment","block 2",23,"2","1693",-1.12428829915181,"md_as_07",1.71550299631138,17,"behavior",1.02011613158582
"599","treatment","block 2",24,"2","2261",-0.819828496214618,"md_as_07",1.71550299631138,17,"behavior",1.39137370841273
"600","treatment","block 2",25,"2","3534",-1.01011587305036,"md_as_07",1.71550299631138,17,"behavior",-2.08916607433952
"601","control","block 1",1,"1","2939",-0.47731121791028,"md_as_08",0.450536140445413,20,"behavior",-1.16102213227225
"602","control","block 1",2,"2","4102",0.245780814065545,"md_as_08",0.450536140445413,20,"behavior",-0.836171752548712
"603","control","block 1",3,"1","2949",-0.934000922316064,"md_as_08",0.450536140445413,20,"behavior",-0.604135767031895
"604","control","block 1",4,"2","3394",1.15916022287711,"md_as_08",0.450536140445413,20,"behavior",0.277600977932008
"605","control","block 1",5,"1","3092",-0.819828496214618,"md_as_08",0.450536140445413,20,"behavior",-0.279285387308352
"606","control","block 1",6,"2","3393",1.04498779677567,"md_as_08",0.450536140445413,20,"behavior",0.277600977932008
"607","control","block 1",7,"1","2227",-0.857885971581767,"md_as_08",0.450536140445413,20,"behavior",0.138379386621918
"608","control","block 1",8,"2","3475",1.00693032140852,"md_as_08",0.450536140445413,20,"behavior",0.509636963448824
"609","control","block 1",9,"1","3350",-0.515368693277429,"md_as_08",0.450536140445413,20,"behavior",0.231193780828644
"610","control","block 1",10,"2","2291",-0.439253742543131,"md_as_08",0.450536140445413,20,"behavior",0.416822569242098
"611","control","block 1",11,"1","3091",-0.401196267175983,"md_as_08",0.450536140445413,20,"behavior",0.0919721895185544
"612","control","block 1",12,"1","3702",-0.743713545480321,"md_as_08",0.450536140445413,20,"behavior",0.788080146069004
"613","control","block 1",13,"2","3324",1.31139012434571,"md_as_08",0.450536140445413,20,"behavior",0.741672948965641
"614","control","block 1",14,"2","3898",0.778585469205626,"md_as_08",0.450536140445413,20,"behavior",0.602451357655551
"615","control","block 1",15,"1","2742",-0.705656070113172,"md_as_08",0.450536140445413,20,"behavior",0.370415372138734
"616","control","block 1",16,"2","2433",1.19721769824426,"md_as_08",0.450536140445413,20,"behavior",0.788080146069004
"617","control","block 1",17,"1","2780",-0.934000922316064,"md_as_08",0.450536140445413,20,"behavior",0.509636963448824
"618","control","block 1",18,"1","2918",-0.895943446948915,"md_as_08",0.450536140445413,20,"behavior",0.834487343172367
"619","control","block 1",19,"2","1747",0.740527993838478,"md_as_08",0.450536140445413,20,"behavior",1.11293052579255
"620","control","block 1",20,"2","2703",1.04498779677567,"md_as_08",0.450536140445413,20,"behavior",0.973708934482457
"621","control","block 1",21,"1","1803",-0.857885971581767,"md_as_08",0.450536140445413,20,"behavior",1.20574491999927
"622","control","block 1",22,"2","2698",1.15916022287711,"md_as_08",0.450536140445413,20,"behavior",0.927301737379094
"623","control","block 1",23,"1","1944",-0.972058397683213,"md_as_08",0.450536140445413,20,"behavior",0.695265751862277
"624","control","block 1",24,"2","2140",1.19721769824426,"md_as_08",0.450536140445413,20,"behavior",1.06652332868918
"625","control","block 1",25,"2","2017",1.34944759971286,"md_as_08",0.450536140445413,20,"behavior",1.06652332868918
"626","control","block 2",1,"1","3350",-0.819828496214618,"md_as_08",0.450536140445413,20,"behavior",-0.650542964135259
"627","control","block 2",2,"2","2450",1.31139012434571,"md_as_08",0.450536140445413,20,"behavior",0.231193780828644
"628","control","block 2",3,"1","1605",-0.972058397683213,"md_as_08",0.450536140445413,20,"behavior",-0.000842204688172226
"629","control","block 2",4,"2","2002",1.42556255044715,"md_as_08",0.450536140445413,20,"behavior",0.648858554758914
"630","control","block 2",5,"1","1741",-0.934000922316064,"md_as_08",0.450536140445413,20,"behavior",0.556044160552188
"631","control","block 2",6,"2","1753",1.4636200258143,"md_as_08",0.450536140445413,20,"behavior",0.741672948965641
"632","control","block 2",7,"1","1416",-0.934000922316064,"md_as_08",0.450536140445413,20,"behavior",0.324008175035371
"633","control","block 2",8,"2","2827",1.34944759971286,"md_as_08",0.450536140445413,20,"behavior",0.695265751862277
"634","control","block 2",9,"1","3440",-0.629541119378875,"md_as_08",0.450536140445413,20,"behavior",0.277600977932008
"635","control","block 2",10,"2","1186",1.27333264897856,"md_as_08",0.450536140445413,20,"behavior",0.602451357655551
"636","control","block 2",11,"1","3617",-0.819828496214618,"md_as_08",0.450536140445413,20,"behavior",0.324008175035371
"637","control","block 2",12,"1","1770",-0.895943446948915,"md_as_08",0.450536140445413,20,"behavior",0.741672948965641
"638","control","block 2",13,"1","2237",-1.04817334841751,"md_as_08",0.450536140445413,20,"behavior",1.39137370841273
"639","control","block 2",14,"2","2525",1.42556255044715,"md_as_08",0.450536140445413,20,"behavior",1.53059529972282
"640","control","block 2",15,"1","3018",-0.743713545480321,"md_as_08",0.450536140445413,20,"behavior",1.06652332868918
"641","control","block 2",16,"2","3860",1.42556255044715,"md_as_08",0.450536140445413,20,"behavior",1.20574491999927
"642","control","block 2",17,"1","2162",-1.04817334841751,"md_as_08",0.450536140445413,20,"behavior",0.648858554758914
"643","control","block 2",18,"1","3324",-0.819828496214618,"md_as_08",0.450536140445413,20,"behavior",1.11293052579255
"644","control","block 2",19,"2","3358",1.31139012434571,"md_as_08",0.450536140445413,20,"behavior",1.15933772289591
"645","control","block 2",20,"2","3610",1.57779245191575,"md_as_08",0.450536140445413,20,"behavior",0.509636963448824
"646","control","block 2",21,"1","2979",-0.553426168644577,"md_as_08",0.450536140445413,20,"behavior",0.416822569242098
"647","control","block 2",22,"2","2746",1.50167750118145,"md_as_08",0.450536140445413,20,"behavior",0.880894540275731
"648","control","block 2",23,"1","4005",-0.781771020847469,"md_as_08",0.450536140445413,20,"behavior",0.602451357655551
"649","control","block 2",24,"2","3079",1.5397349765486,"md_as_08",0.450536140445413,20,"behavior",1.02011613158582
"650","control","block 2",25,"2","3433",1.57779245191575,"md_as_08",0.450536140445413,20,"behavior",0.648858554758914
"651","treatment","block 1",1,"1","2842",-0.210908890340239,"md_as_08",0.450536140445413,20,"behavior",-1.34665092068571
"652","treatment","block 1",2,"2","3808",1.31139012434571,"md_as_08",0.450536140445413,20,"behavior",-0.000842204688172226
"653","treatment","block 1",3,"1","2852",-0.325081316441685,"md_as_08",0.450536140445413,20,"behavior",-0.186470993101625
"654","treatment","block 1",4,"1","3505",-0.47731121791028,"md_as_08",0.450536140445413,20,"behavior",0.0919721895185544
"655","treatment","block 1",5,"1","1940",-0.667598594746023,"md_as_08",0.450536140445413,20,"behavior",0.324008175035371
"656","treatment","block 1",6,"1","3100",-0.819828496214618,"md_as_08",0.450536140445413,20,"behavior",0.277600977932008
"657","treatment","block 1",7,"1","1472",-0.857885971581767,"md_as_08",0.450536140445413,20,"behavior",0.927301737379094
"658","treatment","block 1",8,"1","2845",-1.04817334841751,"md_as_08",0.450536140445413,20,"behavior",1.20574491999927
"659","treatment","block 1",9,"2","3447",1.34944759971286,"md_as_08",0.450536140445413,20,"behavior",1.15933772289591
"660","treatment","block 1",10,"1","2173",-0.819828496214618,"md_as_08",0.450536140445413,20,"behavior",0.741672948965641
"661","treatment","block 1",11,"2","3522",1.42556255044715,"md_as_08",0.450536140445413,20,"behavior",1.06652332868918
"662","treatment","block 1",12,"1","2080",-0.743713545480321,"md_as_08",0.450536140445413,20,"behavior",0.602451357655551
"663","treatment","block 1",13,"1","2104",-0.972058397683213,"md_as_08",0.450536140445413,20,"behavior",1.02011613158582
"664","treatment","block 1",14,"1","2622",-1.04817334841751,"md_as_08",0.450536140445413,20,"behavior",1.02011613158582
"665","treatment","block 1",15,"1","3766",-1.12428829915181,"md_as_08",0.450536140445413,20,"behavior",1.39137370841273
"666","treatment","block 1",16,"1","3330",-1.08623082378466,"md_as_08",0.450536140445413,20,"behavior",1.298559314206
"667","treatment","block 1",17,"2","4302",1.38750507508001,"md_as_08",0.450536140445413,20,"behavior",1.34496651130936
"668","treatment","block 1",18,"1","1977",-1.01011587305036,"md_as_08",0.450536140445413,20,"behavior",0.788080146069004
"669","treatment","block 1",19,"1","3100",-1.16234577451896,"md_as_08",0.450536140445413,20,"behavior",0.880894540275731
"670","treatment","block 1",20,"1","3541",-1.01011587305036,"md_as_08",0.450536140445413,20,"behavior",1.34496651130936
"671","treatment","block 1",21,"2","1699",1.42556255044715,"md_as_08",0.450536140445413,20,"behavior",1.34496651130936
"672","treatment","block 1",22,"1","3711",-0.972058397683213,"md_as_08",0.450536140445413,20,"behavior",0.648858554758914
"673","treatment","block 1",23,"1","3130",-1.08623082378466,"md_as_08",0.450536140445413,20,"behavior",0.973708934482457
"674","treatment","block 1",24,"1","3098",-1.12428829915181,"md_as_08",0.450536140445413,20,"behavior",1.15933772289591
"675","treatment","block 1",25,"1","3479",-1.23846072525325,"md_as_08",0.450536140445413,20,"behavior",1.25215211710264
"676","treatment","block 2",1,"2","4536",1.4636200258143,"md_as_08",0.450536140445413,20,"behavior",-0.464914175721805
"677","treatment","block 2",2,"1","3534",-0.0967364642387931,"md_as_08",0.450536140445413,20,"behavior",-0.511321372825169
"678","treatment","block 2",3,"2","3277",1.34944759971286,"md_as_08",0.450536140445413,20,"behavior",0.324008175035371
"679","treatment","block 2",4,"2","1290",1.5397349765486,"md_as_08",0.450536140445413,20,"behavior",0.0455649924151911
"680","treatment","block 2",5,"2","2400",1.5397349765486,"md_as_08",0.450536140445413,20,"behavior",-0.325692584411715
"681","treatment","block 2",6,"2","1849",1.69196487801719,"md_as_08",0.450536140445413,20,"behavior",-0.232878190204989
"682","treatment","block 2",7,"2","4283",1.5397349765486,"md_as_08",0.450536140445413,20,"behavior",-0.0936565988948988
"683","treatment","block 2",8,"2","3512",1.6158499272829,"md_as_08",0.450536140445413,20,"behavior",-0.140063795998262
"684","treatment","block 2",9,"1","2248",-0.134793939605942,"md_as_08",0.450536140445413,20,"behavior",-0.186470993101625
"685","treatment","block 2",10,"2","3678",1.5397349765486,"md_as_08",0.450536140445413,20,"behavior",0.324008175035371
"686","treatment","block 2",11,"1","2027",-0.17285141497309,"md_as_08",0.450536140445413,20,"behavior",-0.140063795998262
"687","treatment","block 2",12,"2","2228",1.65390740265005,"md_as_08",0.450536140445413,20,"behavior",0.277600977932008
"688","treatment","block 2",13,"2","2103",1.50167750118145,"md_as_08",0.450536140445413,20,"behavior",-0.0936565988948988
"689","treatment","block 2",14,"2","1865",1.57779245191575,"md_as_08",0.450536140445413,20,"behavior",-0.000842204688172226
"690","treatment","block 2",15,"2","3613",1.50167750118145,"md_as_08",0.450536140445413,20,"behavior",-0.0936565988948988
"691","treatment","block 2",16,"2","4183",1.5397349765486,"md_as_08",0.450536140445413,20,"behavior",-0.140063795998262
"692","treatment","block 2",17,"1","5205",0.0174359618626529,"md_as_08",0.450536140445413,20,"behavior",-0.000842204688172226
"693","treatment","block 2",18,"2","3388",1.73002235338434,"md_as_08",0.450536140445413,20,"behavior",0.509636963448824
"694","treatment","block 2",19,"2","4766",1.69196487801719,"md_as_08",0.450536140445413,20,"behavior",0.0919721895185544
"695","treatment","block 2",20,"2","3979",1.69196487801719,"md_as_08",0.450536140445413,20,"behavior",-0.0472494017915355
"696","treatment","block 2",21,"1","4437",-0.0586789888716444,"md_as_08",0.450536140445413,20,"behavior",-0.0472494017915355
"697","treatment","block 2",22,"2","3910",1.6158499272829,"md_as_08",0.450536140445413,20,"behavior",0.231193780828644
"698","treatment","block 2",23,"2","3720",1.6158499272829,"md_as_08",0.450536140445413,20,"behavior",0.184786583725281
"699","treatment","block 2",24,"2","2914",1.6158499272829,"md_as_08",0.450536140445413,20,"behavior",-0.000842204688172226
"700","treatment","block 2",25,"2","2951",1.69196487801719,"md_as_08",0.450536140445413,20,"behavior",-0.0936565988948988
"701","treatment","block 1",1,"1","2952",-0.705656070113172,"md_as_09",1.71550299631138,18,"behavior",0.834487343172367
"702","treatment","block 1",2,"2","2749",1.69196487801719,"md_as_09",1.71550299631138,18,"behavior",-0.000842204688172226
"703","treatment","block 1",3,"1","3775",-1.50486305282329,"md_as_09",1.71550299631138,18,"behavior",1.43778090551609
"704","treatment","block 1",4,"1","2378",-0.439253742543131,"md_as_09",1.71550299631138,18,"behavior",0.370415372138734
"705","treatment","block 1",5,"1","2902",-1.61903547892474,"md_as_09",1.71550299631138,18,"behavior",1.62340969392954
"706","treatment","block 1",6,"1","1881",-0.0967364642387931,"md_as_09",1.71550299631138,18,"behavior",0.602451357655551
"707","treatment","block 1",7,"1","2850",-1.23846072525325,"md_as_09",1.71550299631138,18,"behavior",1.66981689103291
"708","treatment","block 1",8,"1","1364",-0.363138791808834,"md_as_09",1.71550299631138,18,"behavior",0.834487343172367
"709","treatment","block 1",9,"2","2981",1.95836720558724,"md_as_09",1.71550299631138,18,"behavior",1.34496651130936
"710","treatment","block 1",10,"1","2075",-1.08623082378466,"md_as_09",1.71550299631138,18,"behavior",1.15933772289591
"711","treatment","block 1",11,"2","2997",1.92030973022009,"md_as_09",1.71550299631138,18,"behavior",0.834487343172367
"712","treatment","block 1",12,"1","3875",-0.363138791808834,"md_as_09",1.71550299631138,18,"behavior",1.53059529972282
"713","treatment","block 1",13,"1","4003",-0.553426168644577,"md_as_09",1.71550299631138,18,"behavior",0.138379386621918
"714","treatment","block 1",14,"1","3452",-1.23846072525325,"md_as_09",1.71550299631138,18,"behavior",1.20574491999927
"715","treatment","block 1",15,"1","2381",-0.325081316441685,"md_as_09",1.71550299631138,18,"behavior",0.788080146069004
"716","treatment","block 1",16,"1","3104",-0.0586789888716444,"md_as_09",1.71550299631138,18,"behavior",-0.325692584411715
"717","treatment","block 1",17,"2","3086",1.80613730411864,"md_as_09",1.71550299631138,18,"behavior",0.463229766345461
"718","treatment","block 1",18,"1","3035",-0.591483644011726,"md_as_09",1.71550299631138,18,"behavior",1.20574491999927
"719","treatment","block 1",19,"1","1190",0.283838289432694,"md_as_09",1.71550299631138,18,"behavior",0.184786583725281
"720","treatment","block 1",20,"1","3400",-0.0586789888716444,"md_as_09",1.71550299631138,18,"behavior",0.184786583725281
"721","treatment","block 1",21,"2","1438",1.99642468095438,"md_as_09",1.71550299631138,18,"behavior",0.880894540275731
"722","treatment","block 1",22,"1","1918",-1.2765182006204,"md_as_09",1.71550299631138,18,"behavior",1.48418810261945
"723","treatment","block 1",23,"1","3468",-0.629541119378875,"md_as_09",1.71550299631138,18,"behavior",0.509636963448824
"724","treatment","block 1",24,"1","2183",-0.0967364642387931,"md_as_09",1.71550299631138,18,"behavior",0.695265751862277
"725","treatment","block 1",25,"1","2630",-0.17285141497309,"md_as_09",1.71550299631138,18,"behavior",0.556044160552188
"726","treatment","block 2",1,"2","3263",2.11059710705583,"md_as_09",1.71550299631138,18,"behavior",1.43778090551609
"727","treatment","block 2",2,"1","3466",-0.895943446948915,"md_as_09",1.71550299631138,18,"behavior",1.76263128523963
"728","treatment","block 2",3,"2","3753",1.34944759971286,"md_as_09",1.71550299631138,18,"behavior",1.02011613158582
"729","treatment","block 2",4,"2","2253",1.69196487801719,"md_as_09",1.71550299631138,18,"behavior",1.11293052579255
"730","treatment","block 2",5,"2","912",2.03448215632153,"md_as_09",1.71550299631138,18,"behavior",0.788080146069004
"731","treatment","block 2",6,"2","1976",1.92030973022009,"md_as_09",1.71550299631138,18,"behavior",1.34496651130936
"732","treatment","block 2",7,"2","3468",1.80613730411864,"md_as_09",1.71550299631138,18,"behavior",-1.30024372358234
"733","treatment","block 2",8,"2","1905",2.11059710705583,"md_as_09",1.71550299631138,18,"behavior",1.66981689103291
"734","treatment","block 2",9,"1","2534",-1.16234577451896,"md_as_09",1.71550299631138,18,"behavior",1.43778090551609
"735","treatment","block 2",10,"2","3738",1.95836720558724,"md_as_09",1.71550299631138,18,"behavior",0.927301737379094
"736","treatment","block 2",11,"1","2731",-0.553426168644577,"md_as_09",1.71550299631138,18,"behavior",1.39137370841273
"737","treatment","block 2",12,"2","2689",1.73002235338434,"md_as_09",1.71550299631138,18,"behavior",0.370415372138734
"738","treatment","block 2",13,"2","1036",2.11059710705583,"md_as_09",1.71550299631138,18,"behavior",0.927301737379094
"739","treatment","block 2",14,"2","4790",1.95836720558724,"md_as_09",1.71550299631138,18,"behavior",1.39137370841273
"740","treatment","block 2",15,"2","3823",1.84419477948579,"md_as_09",1.71550299631138,18,"behavior",1.66981689103291
"741","treatment","block 2",16,"2","4082",1.84419477948579,"md_as_09",1.71550299631138,18,"behavior",1.66981689103291
"742","treatment","block 2",17,"1","3281",-1.12428829915181,"md_as_09",1.71550299631138,18,"behavior",1.39137370841273
"743","treatment","block 2",18,"2","3041",1.95836720558724,"md_as_09",1.71550299631138,18,"behavior",0.973708934482457
"744","treatment","block 2",19,"2","3000",1.80613730411864,"md_as_09",1.71550299631138,18,"behavior",1.71622408813627
"745","treatment","block 2",20,"2","3233",2.03448215632153,"md_as_09",1.71550299631138,18,"behavior",1.71622408813627
"746","treatment","block 2",21,"1","2130",-1.01011587305036,"md_as_09",1.71550299631138,18,"behavior",1.34496651130936
"747","treatment","block 2",22,"2","2503",1.5397349765486,"md_as_09",1.71550299631138,18,"behavior",1.06652332868918
"748","treatment","block 2",23,"2","861",2.11059710705583,"md_as_09",1.71550299631138,18,"behavior",1.66981689103291
"749","treatment","block 2",24,"2","1479",2.11059710705583,"md_as_09",1.71550299631138,18,"behavior",1.62340969392954
"750","treatment","block 2",25,"2","1798",2.11059710705583,"md_as_09",1.71550299631138,18,"behavior",1.76263128523963
"751","control","block 1",1,"1","1661",-1.2004032498861,"md_as_09",1.71550299631138,18,"behavior",1.06652332868918
"752","control","block 1",2,"2","1197",2.11059710705583,"md_as_09",1.71550299631138,18,"behavior",0.463229766345461
"753","control","block 1",3,"1","2580",-1.16234577451896,"md_as_09",1.71550299631138,18,"behavior",1.25215211710264
"754","control","block 1",4,"2","1118",2.11059710705583,"md_as_09",1.71550299631138,18,"behavior",0.556044160552188
"755","control","block 1",5,"1","3418",-1.428748102089,"md_as_09",1.71550299631138,18,"behavior",0.370415372138734
"756","control","block 1",6,"2","1999",1.88225225485294,"md_as_09",1.71550299631138,18,"behavior",0.138379386621918
"757","control","block 1",7,"1","983",-1.69515042965904,"md_as_09",1.71550299631138,18,"behavior",1.298559314206
"758","control","block 1",8,"2","2827",1.92030973022009,"md_as_09",1.71550299631138,18,"behavior",0.973708934482457
"759","control","block 1",9,"1","3521",-1.12428829915181,"md_as_09",1.71550299631138,18,"behavior",1.57700249682618
"760","control","block 1",10,"2","3663",1.73002235338434,"md_as_09",1.71550299631138,18,"behavior",1.20574491999927
"761","control","block 1",11,"1","3530",-1.01011587305036,"md_as_09",1.71550299631138,18,"behavior",1.76263128523963
"762","control","block 1",12,"1","2077",-1.46680557745615,"md_as_09",1.71550299631138,18,"behavior",1.15933772289591
"763","control","block 1",13,"2","4056",1.88225225485294,"md_as_09",1.71550299631138,18,"behavior",0.324008175035371
"764","control","block 1",14,"2","1203",2.11059710705583,"md_as_09",1.71550299631138,18,"behavior",1.76263128523963
"765","control","block 1",15,"1","2546",-0.629541119378875,"md_as_09",1.71550299631138,18,"behavior",1.57700249682618
"766","control","block 1",16,"2","1258",1.95836720558724,"md_as_09",1.71550299631138,18,"behavior",0.834487343172367
"767","control","block 1",17,"1","1822",-0.895943446948915,"md_as_09",1.71550299631138,18,"behavior",1.48418810261945
"768","control","block 1",18,"1","1539",-0.553426168644577,"md_as_09",1.71550299631138,18,"behavior",0.927301737379094
"769","control","block 1",19,"2","1875",1.99642468095438,"md_as_09",1.71550299631138,18,"behavior",0.695265751862277
"770","control","block 1",20,"2","1792",2.11059710705583,"md_as_09",1.71550299631138,18,"behavior",1.53059529972282
"771","control","block 1",21,"1","2989",-1.01011587305036,"md_as_09",1.71550299631138,18,"behavior",1.34496651130936
"772","control","block 1",22,"2","1297",2.11059710705583,"md_as_09",1.71550299631138,18,"behavior",0.648858554758914
"773","control","block 1",23,"1","2270",-0.819828496214618,"md_as_09",1.71550299631138,18,"behavior",1.57700249682618
"774","control","block 1",24,"2","2121",1.95836720558724,"md_as_09",1.71550299631138,18,"behavior",0.463229766345461
"775","control","block 1",25,"2","3237",2.11059710705583,"md_as_09",1.71550299631138,18,"behavior",1.66981689103291
"776","control","block 2",1,"1","2371",-0.934000922316064,"md_as_09",1.71550299631138,18,"behavior",1.15933772289591
"777","control","block 2",2,"2","3794",2.03448215632153,"md_as_09",1.71550299631138,18,"behavior",1.02011613158582
"778","control","block 2",3,"1","1824",-0.0967364642387931,"md_as_09",1.71550299631138,18,"behavior",1.57700249682618
"779","control","block 2",4,"2","2546",2.11059710705583,"md_as_09",1.71550299631138,18,"behavior",1.06652332868918
"780","control","block 2",5,"1","2834",-0.972058397683213,"md_as_09",1.71550299631138,18,"behavior",1.34496651130936
"781","control","block 2",6,"2","1069",2.11059710705583,"md_as_09",1.71550299631138,18,"behavior",0.648858554758914
"782","control","block 2",7,"1","2490",-1.428748102089,"md_as_09",1.71550299631138,18,"behavior",1.48418810261945
"783","control","block 2",8,"2","3005",2.11059710705583,"md_as_09",1.71550299631138,18,"behavior",0.880894540275731
"784","control","block 2",9,"1","2295",-1.69515042965904,"md_as_09",1.71550299631138,18,"behavior",1.57700249682618
"785","control","block 2",10,"2","2932",2.11059710705583,"md_as_09",1.71550299631138,18,"behavior",0.602451357655551
"786","control","block 2",11,"1","2924",-0.934000922316064,"md_as_09",1.71550299631138,18,"behavior",1.76263128523963
"787","control","block 2",12,"1","3360",-1.46680557745615,"md_as_09",1.71550299631138,18,"behavior",1.15933772289591
"788","control","block 2",13,"1","1275",-1.3526331513547,"md_as_09",1.71550299631138,18,"behavior",1.20574491999927
"789","control","block 2",14,"2","2966",2.11059710705583,"md_as_09",1.71550299631138,18,"behavior",0.788080146069004
"790","control","block 2",15,"1","3056",-0.934000922316064,"md_as_09",1.71550299631138,18,"behavior",1.57700249682618
"791","control","block 2",16,"2","1242",2.11059710705583,"md_as_09",1.71550299631138,18,"behavior",0.973708934482457
"792","control","block 2",17,"1","1947",-1.50486305282329,"md_as_09",1.71550299631138,18,"behavior",1.48418810261945
"793","control","block 2",18,"1","3051",-1.428748102089,"md_as_09",1.71550299631138,18,"behavior",0.463229766345461
"794","control","block 2",19,"2","3575",2.03448215632153,"md_as_09",1.71550299631138,18,"behavior",0.741672948965641
"795","control","block 2",20,"2","4438",1.95836720558724,"md_as_09",1.71550299631138,18,"behavior",1.53059529972282
"796","control","block 2",21,"1","1793",-1.3526331513547,"md_as_09",1.71550299631138,18,"behavior",1.71622408813627
"797","control","block 2",22,"2","1760",2.03448215632153,"md_as_09",1.71550299631138,18,"behavior",0.973708934482457
"798","control","block 2",23,"1","3598",-1.3526331513547,"md_as_09",1.71550299631138,18,"behavior",1.66981689103291
"799","control","block 2",24,"2","3139",2.03448215632153,"md_as_09",1.71550299631138,18,"behavior",0.648858554758914
"800","control","block 2",25,"2","1202",1.95836720558724,"md_as_09",1.71550299631138,18,"behavior",1.66981689103291
"801","control","block 1",1,"1","2362",-1.23846072525325,"md_as_10",0.450536140445413,11,"behavior",-1.30024372358234
"802","control","block 1",2,"2","2003",0.0174359618626529,"md_as_10",0.450536140445413,11,"behavior",-1.62509410330589
"803","control","block 1",3,"1","3153",-0.934000922316064,"md_as_10",0.450536140445413,11,"behavior",-0.000842204688172226
"804","control","block 1",4,"2","2096",0.131608387964099,"md_as_10",0.450536140445413,11,"behavior",-0.279285387308352
"805","control","block 1",5,"1","1923",-1.54292052819044,"md_as_10",0.450536140445413,11,"behavior",-1.53227970909916
"806","control","block 1",6,"2","2609",-0.553426168644577,"md_as_10",0.450536140445413,11,"behavior",-0.743357358341985
"807","control","block 1",7,"1","2457",-1.12428829915181,"md_as_10",0.450536140445413,11,"behavior",-0.464914175721805
