"","condition","block_no","trial_no","trial_type","rt","closeness","id","emotion_rating","closeness","pos_PNR"
"16847","control","block 2",18,"1",3443,50,"md_as_48",-0.220458441271043,-0.586130995595088,0.729293572991643
"16854","control","block 2",19,"2",2594,49,"md_as_48",-0.260220484786862,-0.757816459846856,0.729293572991643
"16861","control","block 2",20,"2",2672,48,"md_as_48",-0.299982528302682,-0.972423290161566,0.729293572991643
"16868","control","block 2",21,"1",2034,90,"md_as_48",1.37002329936173,-0.714895093783914,0.729293572991643
"16875","control","block 2",22,"2",2067,48,"md_as_48",-0.299982528302682,-0.757816459846856,0.729293572991643
"16882","control","block 2",23,"1",2287,68,"md_as_48",0.495258342013705,-0.714895093783914,0.729293572991643
"16889","control","block 2",24,"2",2678,46,"md_as_48",-0.37950661533432,-0.84365919197274,0.729293572991643
"16896","control","block 2",25,"2",2794,50,"md_as_48",-0.220458441271043,-0.800737825909798,0.729293572991643
"16904","treatment","block 1",1,"1",2288,75,"md_as_49",0.773592646624441,-0.757816459846856,0.361238872603337
"16911","treatment","block 1",2,"1",3183,78,"md_as_49",0.892878777171899,0.186453593537869,0.361238872603337
"16918","treatment","block 1",3,"1",2200,83,"md_as_49",1.091688994751,0.744431352356116,0.361238872603337
"16925","treatment","block 1",4,"2",2355,50,"md_as_49",-0.220458441271043,0.830274084482,0.361238872603337
"16932","treatment","block 1",5,"1",2773,87,"md_as_49",1.25073716881427,0.658588620230232,0.361238872603337
"16939","treatment","block 1",6,"1",1739,97,"md_as_49",1.64835760397247,1.30240911117436,0.361238872603337
"16946","treatment","block 1",7,"1",1156,100,"md_as_49",1.76764373451992,1.47409457542613,0.361238872603337
"16953","treatment","block 1",8,"2",4699,55,"md_as_49",-0.0216482236919461,1.47409457542613,0.361238872603337
"16960","treatment","block 1",9,"1",2801,91,"md_as_49",1.40978534287755,0.873195450544942,0.361238872603337
"16967","treatment","block 1",10,"1",2318,100,"md_as_49",1.76764373451992,1.34533047723731,0.361238872603337
"16974","treatment","block 1",11,"1",2526,91,"md_as_49",1.40978534287755,-0.757816459846856,0.361238872603337
"16981","treatment","block 1",12,"1",2560,97,"md_as_49",1.64835760397247,1.51701594148907,0.361238872603337
"16988","treatment","block 1",13,"2",697,3,"md_as_49",-2.08927448651455,1.68870140574084,0.361238872603337
"16995","treatment","block 1",14,"1",2006,80,"md_as_49",0.972402864203538,0.701509986293174,0.361238872603337
"17002","treatment","block 1",15,"1",3510,88,"md_as_49",1.29049921233009,1.30240911117436,0.361238872603337
"17009","treatment","block 1",16,"1",3763,94,"md_as_49",1.52907147342501,1.34533047723731,0.361238872603337
"17016","treatment","block 1",17,"2",1591,36,"md_as_49",-0.777127050492514,1.68870140574084,0.361238872603337
"17023","treatment","block 1",18,"1",1410,70,"md_as_49",0.574782429045344,1.00195954873377,0.361238872603337
"17030","treatment","block 1",19,"1",3142,94,"md_as_49",1.52907147342501,1.43117320936319,0.361238872603337
"17037","treatment","block 1",20,"1",3368,94,"md_as_49",1.52907147342501,1.51701594148907,0.361238872603337
"17044","treatment","block 1",21,"1",1386,100,"md_as_49",1.76764373451992,1.68870140574084,0.361238872603337
"17051","treatment","block 1",22,"2",2924,45,"md_as_49",-0.41926865885014,1.77454413786673,0.361238872603337
"17058","treatment","block 1",23,"1",1328,96,"md_as_49",1.60859556045665,1.51701594148907,0.361238872603337
"17065","treatment","block 1",24,"1",2145,96,"md_as_49",1.60859556045665,1.47409457542613,0.361238872603337
"17072","treatment","block 1",25,"1",1992,98,"md_as_49",1.68811964748829,1.73162277180378,0.361238872603337
"17080","treatment","block 2",1,"2",1970,25,"md_as_49",-1.21450952916653,0.658588620230232,0.361238872603337
"17087","treatment","block 2",2,"2",2559,33,"md_as_49",-0.896413181039972,-0.285681433154493,0.361238872603337
"17094","treatment","block 2",3,"1",3241,46,"md_as_49",-0.37950661533432,-0.457366897406262,0.361238872603337
"17101","treatment","block 2",4,"2",2299,37,"md_as_49",-0.737365006976694,-0.071074602839783,0.361238872603337
"17108","treatment","block 2",5,"2",5135,26,"md_as_49",-1.17474748565071,-0.500288263469204,0.361238872603337
"17115","treatment","block 2",6,"2",3658,26,"md_as_49",-1.17474748565071,-0.757816459846856,0.361238872603337
"17122","treatment","block 2",7,"2",2859,20,"md_as_49",-1.41331974674562,-1.01534465622451,0.361238872603337
"17129","treatment","block 2",8,"1",3044,43,"md_as_49",-0.498792745881778,-1.14410875441333,0.361238872603337
"17136","treatment","block 2",9,"2",2090,10,"md_as_49",-1.81094018190382,-0.156917334965667,0.361238872603337
"17143","treatment","block 2",10,"2",3946,25,"md_as_49",-1.21450952916653,-0.41444553134332,0.361238872603337
"17150","treatment","block 2",11,"1",3964,54,"md_as_49",-0.0614102672077654,-1.05826602228745,0.361238872603337
"17157","treatment","block 2",12,"2",2201,33,"md_as_49",-0.896413181039972,-0.41444553134332,0.361238872603337
"17164","treatment","block 2",13,"2",4518,21,"md_as_49",-1.3735577032298,-1.18703012047628,0.361238872603337
"17171","treatment","block 2",14,"2",3002,27,"md_as_49",-1.13498544213489,-1.18703012047628,0.361238872603337
"17178","treatment","block 2",15,"2",3233,25,"md_as_49",-1.21450952916653,-1.6162437811057,0.361238872603337
"17185","treatment","block 2",16,"1",2678,40,"md_as_49",-0.618078876429236,-1.53040104897981,0.361238872603337
"17192","treatment","block 2",17,"2",4239,20,"md_as_49",-1.41331974674562,-1.10118738835039,0.361238872603337
"17199","treatment","block 2",18,"2",1067,20,"md_as_49",-1.41331974674562,-1.53040104897981,0.361238872603337
"17206","treatment","block 2",19,"2",3463,22,"md_as_49",-1.33379565971398,-1.6162437811057,0.361238872603337
"17213","treatment","block 2",20,"1",2618,26,"md_as_49",-1.17474748565071,-1.74500787929452,0.361238872603337
"17220","treatment","block 2",21,"2",1718,31,"md_as_49",-0.975937268071611,-1.48747968291687,0.361238872603337
"17227","treatment","block 2",22,"2",1711,21,"md_as_49",-1.3735577032298,-1.6162437811057,0.361238872603337
"17234","treatment","block 2",23,"2",1655,15,"md_as_49",-1.61212996432472,-1.57332241504276,0.361238872603337
"17241","treatment","block 2",24,"2",3479,18,"md_as_49",-1.49284383377726,-1.57332241504276,0.361238872603337
"17248","treatment","block 2",25,"2",822,10,"md_as_49",-1.81094018190382,-1.87377197748335,0.361238872603337
"17256","control","block 1",1,"1",2089,80,"md_as_49",0.972402864203538,0.143532227474927,0.361238872603337
"17263","control","block 1",2,"2",2635,38,"md_as_49",-0.697602963460875,0.572745888104348,0.361238872603337
"17270","control","block 1",3,"1",3173,79,"md_as_49",0.932640820687718,0.143532227474927,0.361238872603337
"17277","control","block 1",4,"2",3699,39,"md_as_49",-0.657840919945056,0.787352718419058,0.361238872603337
"17284","control","block 1",5,"1",2754,71,"md_as_49",0.614544472561164,0.358139057789638,0.361238872603337
"17291","control","block 1",6,"2",3265,38,"md_as_49",-0.697602963460875,0.272296325663754,0.361238872603337
"17298","control","block 1",7,"1",2236,72,"md_as_49",0.654306516076983,0.315217691726696,0.361238872603337
"17305","control","block 1",8,"2",1472,40,"md_as_49",-0.618078876429236,0.830274084482,0.361238872603337
"17312","control","block 1",9,"1",2048,65,"md_as_49",0.375972211466247,-0.071074602839783,0.361238872603337
"17319","control","block 1",10,"2",1217,43,"md_as_49",-0.498792745881778,0.272296325663754,0.361238872603337
"17326","control","block 1",11,"1",967,80,"md_as_49",0.972402864203538,0.143532227474927,0.361238872603337
"17333","control","block 1",12,"1",1837,75,"md_as_49",0.773592646624441,0.61566725416729,0.361238872603337
"17340","control","block 1",13,"2",2254,36,"md_as_49",-0.777127050492514,1.21656637904848,0.361238872603337
"17347","control","block 1",14,"1",2643,67,"md_as_49",0.455496298497886,-0.028153236776841,0.361238872603337
"17354","control","block 1",15,"1",939,80,"md_as_49",0.972402864203538,0.358139057789638,0.361238872603337
"17361","control","block 1",16,"2",2103,84,"md_as_49",1.13145103826682,1.00195954873377,0.361238872603337
"17368","control","block 1",17,"1",2440,89,"md_as_49",1.33026125584591,0.572745888104348,0.361238872603337
"17375","control","block 1",18,"1",3200,95,"md_as_49",1.56883351694083,1.38825184330025,0.361238872603337
"17382","control","block 1",19,"2",4018,43,"md_as_49",-0.498792745881778,1.34533047723731,0.361238872603337
"17389","control","block 1",20,"2",3088,40,"md_as_49",-0.618078876429236,1.34533047723731,0.361238872603337
"17396","control","block 1",21,"1",1653,90,"md_as_49",1.37002329936173,1.17364501298554,0.361238872603337
"17403","control","block 1",22,"2",2677,48,"md_as_49",-0.299982528302682,1.08780228085965,0.361238872603337
"17410","control","block 1",23,"1",1496,95,"md_as_49",1.56883351694083,1.17364501298554,0.361238872603337
"17417","control","block 1",24,"2",4117,48,"md_as_49",-0.299982528302682,1.13072364692259,0.361238872603337
"17424","control","block 1",25,"2",3323,37,"md_as_49",-0.737365006976694,0.572745888104348,0.361238872603337
"17432","control","block 2",1,"1",1102,80,"md_as_49",0.972402864203538,0.272296325663754,0.361238872603337
"17439","control","block 2",2,"2",3704,58,"md_as_49",0.097637906855512,1.17364501298554,0.361238872603337
"17446","control","block 2",3,"1",3082,67,"md_as_49",0.455496298497886,0.229374959600811,0.361238872603337
"17453","control","block 2",4,"2",1346,52,"md_as_49",-0.140934354239404,0.529824522041406,0.361238872603337
"17460","control","block 2",5,"2",2171,44,"md_as_49",-0.459030702365959,-0.199838701028609,0.361238872603337
"17467","control","block 2",6,"1",2540,65,"md_as_49",0.375972211466247,-0.328602799217435,0.361238872603337
"17474","control","block 2",7,"1",5073,67,"md_as_49",0.455496298497886,0.701509986293174,0.361238872603337
"17481","control","block 2",8,"2",2323,38,"md_as_49",-0.697602963460875,1.17364501298554,0.361238872603337
"17488","control","block 2",9,"1",2196,74,"md_as_49",0.733830603108622,0.529824522041406,0.361238872603337
"17495","control","block 2",10,"2",2299,32,"md_as_49",-0.936175224555791,0.830274084482,0.361238872603337
"17502","control","block 2",11,"1",3570,65,"md_as_49",0.375972211466247,0.143532227474927,0.361238872603337
"17509","control","block 2",12,"1",3499,77,"md_as_49",0.85311673365608,0.873195450544942,0.361238872603337
"17516","control","block 2",13,"2",3585,44,"md_as_49",-0.459030702365959,0.916116816607885,0.361238872603337
"17523","control","block 2",14,"2",708,30,"md_as_49",-1.01569931158743,0.572745888104348,0.361238872603337
"17530","control","block 2",15,"1",2364,73,"md_as_49",0.694068559592802,-0.242760067091551,0.361238872603337
"17537","control","block 2",16,"2",2219,45,"md_as_49",-0.41926865885014,0.529824522041406,0.361238872603337
"17544","control","block 2",17,"1",2566,77,"md_as_49",0.85311673365608,-0.285681433154493,0.361238872603337
"17551","control","block 2",18,"1",1627,90,"md_as_49",1.37002329936173,0.40106042385258,0.361238872603337
"17558","control","block 2",19,"2",2689,41,"md_as_49",-0.578316832913417,0.443981789915522,0.361238872603337
"17565","control","block 2",20,"2",791,30,"md_as_49",-1.01569931158743,0.0576894953490432,0.361238872603337
"17572","control","block 2",21,"1",2176,63,"md_as_49",0.296448124434609,-0.371524165280378,0.361238872603337
"17579","control","block 2",22,"2",1953,38,"md_as_49",-0.697602963460875,0.572745888104348,0.361238872603337
"17586","control","block 2",23,"1",4546,54,"md_as_49",-0.0614102672077654,0.0147681292861011,0.361238872603337
"17593","control","block 2",24,"2",1818,31,"md_as_49",-0.975937268071611,0.61566725416729,0.361238872603337
"17600","control","block 2",25,"2",2428,34,"md_as_49",-0.856651137524152,-0.113995968902725,0.361238872603337
"17608","treatment","block 1",1,"1",1946,74,"md_as_50",0.733830603108622,0.701509986293174,0.361238872603337
"17615","treatment","block 1",2,"1",3716,76,"md_as_50",0.81335469014026,0.787352718419058,0.361238872603337
"17622","treatment","block 1",3,"1",3948,89,"md_as_50",1.33026125584591,1.30240911117436,0.361238872603337
"17629","treatment","block 1",4,"2",5098,73,"md_as_50",0.694068559592802,1.38825184330025,0.361238872603337
"17636","treatment","block 1",5,"1",3627,80,"md_as_50",0.972402864203538,0.873195450544942,0.361238872603337
"17643","treatment","block 1",6,"1",3670,86,"md_as_50",1.21097512529845,1.13072364692259,0.361238872603337
"17650","treatment","block 1",7,"1",2188,93,"md_as_50",1.48930942990919,1.38825184330025,0.361238872603337
"17657","treatment","block 1",8,"2",3802,70,"md_as_50",0.574782429045344,1.6457800396779,0.361238872603337
"17664","treatment","block 1",9,"1",3353,91,"md_as_50",1.40978534287755,0.787352718419058,0.361238872603337
"17671","treatment","block 1",10,"1",3279,95,"md_as_50",1.56883351694083,1.47409457542613,0.361238872603337
"17678","treatment","block 1",11,"1",4612,92,"md_as_50",1.44954738639337,1.6457800396779,0.361238872603337
"17685","treatment","block 1",12,"1",2818,98,"md_as_50",1.68811964748829,1.68870140574084,0.361238872603337
"17692","treatment","block 1",13,"2",4167,87,"md_as_50",1.25073716881427,1.6457800396779,0.361238872603337
"17699","treatment","block 1",14,"1",4519,94,"md_as_50",1.52907147342501,1.21656637904848,0.361238872603337
"17706","treatment","block 1",15,"1",4427,96,"md_as_50",1.60859556045665,1.43117320936319,0.361238872603337
"17713","treatment","block 1",16,"1",5469,96,"md_as_50",1.60859556045665,1.6457800396779,0.361238872603337
"17720","treatment","block 1",17,"2",5580,79,"md_as_50",0.932640820687718,1.6457800396779,0.361238872603337
"17727","treatment","block 1",18,"1",4564,88,"md_as_50",1.29049921233009,1.00195954873377,0.361238872603337
"17734","treatment","block 1",19,"1",3043,92,"md_as_50",1.44954738639337,1.30240911117436,0.361238872603337
"17741","treatment","block 1",20,"1",2220,94,"md_as_50",1.52907147342501,1.30240911117436,0.361238872603337
"17748","treatment","block 1",21,"1",5137,94,"md_as_50",1.52907147342501,1.51701594148907,0.361238872603337
"17755","treatment","block 1",22,"2",3681,72,"md_as_50",0.654306516076983,1.43117320936319,0.361238872603337
"17762","treatment","block 1",23,"1",6013,85,"md_as_50",1.17121308178263,1.17364501298554,0.361238872603337
"17769","treatment","block 1",24,"1",2568,93,"md_as_50",1.48930942990919,1.17364501298554,0.361238872603337
"17776","treatment","block 1",25,"1",4201,95,"md_as_50",1.56883351694083,1.47409457542613,0.361238872603337
"17784","treatment","block 2",1,"2",2536,56,"md_as_50",0.0181138198238733,1.38825184330025,0.361238872603337
"17791","treatment","block 2",2,"2",5537,57,"md_as_50",0.0578758633396926,0.529824522041406,0.361238872603337
"17798","treatment","block 2",3,"1",1616,60,"md_as_50",0.177161993887151,-0.457366897406262,0.361238872603337
"17805","treatment","block 2",4,"2",3652,55,"md_as_50",-0.0216482236919461,0.315217691726696,0.361238872603337
"17812","treatment","block 2",5,"2",3281,43,"md_as_50",-0.498792745881778,-0.071074602839783,0.361238872603337
"17819","treatment","block 2",6,"2",4295,28,"md_as_50",-1.09522339861907,-0.199838701028609,0.361238872603337
"17826","treatment","block 2",7,"2",3482,28,"md_as_50",-1.09522339861907,-0.62905236165803,0.361238872603337
"17833","treatment","block 2",8,"1",4580,48,"md_as_50",-0.299982528302682,-0.671973727720972,0.361238872603337
"17840","treatment","block 2",9,"2",4883,34,"md_as_50",-0.856651137524152,-0.328602799217435,0.361238872603337
"17847","treatment","block 2",10,"2",1739,30,"md_as_50",-1.01569931158743,-0.671973727720972,0.361238872603337
"17854","treatment","block 2",11,"1",5130,38,"md_as_50",-0.697602963460875,-1.44455831685393,0.361238872603337
"17861","treatment","block 2",12,"2",3167,26,"md_as_50",-1.17474748565071,-0.671973727720972,0.361238872603337
"17868","treatment","block 2",13,"2",3336,18,"md_as_50",-1.49284383377726,-1.40163695079099,0.361238872603337
"17875","treatment","block 2",14,"2",6013,14,"md_as_50",-1.65189200784054,-1.35871558472804,0.361238872603337
"17882","treatment","block 2",15,"2",2017,6,"md_as_50",-1.96998835596709,-1.40163695079099,0.361238872603337
"17889","treatment","block 2",16,"1",3752,34,"md_as_50",-0.856651137524152,-1.57332241504276,0.361238872603337
"17896","treatment","block 2",17,"2",4863,10,"md_as_50",-1.81094018190382,-1.05826602228745,0.361238872603337
