"","subj_idx","blockno","trialno","rt","response","id","motive","condition","other_poss_loss"
"1141",5,1,21,2224,1,"md_as_18","reciprocity","treatment",380
"1142",5,1,22,1689,1,"md_as_18","reciprocity","treatment",320
"1143",5,1,23,3375,0,"md_as_18","reciprocity","treatment",180
"1144",5,1,24,3375,0,"md_as_18","reciprocity","treatment",60
"1145",5,1,25,2350,1,"md_as_18","reciprocity","treatment",380
"1146",5,1,26,2509,1,"md_as_18","reciprocity","treatment",220
"1147",5,1,27,2293,0,"md_as_18","reciprocity","treatment",60
"1148",5,1,28,3218,1,"md_as_18","reciprocity","treatment",360
"1149",5,1,29,3194,0,"md_as_18","reciprocity","treatment",40
"1150",5,1,30,2575,0,"md_as_18","reciprocity","treatment",380
"1151",5,1,31,3990,1,"md_as_18","reciprocity","treatment",340
"1152",5,1,32,1820,1,"md_as_18","reciprocity","treatment",360
"1153",5,1,33,3581,0,"md_as_18","reciprocity","treatment",220
"1154",5,1,34,2651,1,"md_as_18","reciprocity","treatment",240
"1155",5,2,1,1962,1,"md_as_18","reciprocity","treatment",280
"1156",5,2,2,1337,1,"md_as_18","reciprocity","treatment",20
"1157",5,2,3,1792,1,"md_as_18","reciprocity","treatment",340
"1158",5,2,4,3670,0,"md_as_18","reciprocity","treatment",120
"1159",5,2,5,3441,0,"md_as_18","reciprocity","treatment",120
"1160",5,2,6,2185,1,"md_as_18","reciprocity","treatment",380
"1161",5,2,7,2127,0,"md_as_18","reciprocity","treatment",40
"1162",5,2,8,1881,1,"md_as_18","reciprocity","treatment",360
"1163",5,2,9,2492,1,"md_as_18","reciprocity","treatment",180
"1164",5,2,10,2642,1,"md_as_18","reciprocity","treatment",320
"1165",5,2,11,2276,1,"md_as_18","reciprocity","treatment",240
"1166",5,2,12,3705,0,"md_as_18","reciprocity","treatment",20
"1167",5,2,13,2116,1,"md_as_18","reciprocity","treatment",360
"1168",5,2,14,3920,1,"md_as_18","reciprocity","treatment",280
"1169",5,2,15,1218,1,"md_as_18","reciprocity","treatment",300
"1170",5,2,16,1797,0,"md_as_18","reciprocity","treatment",100
"1171",5,2,17,3231,1,"md_as_18","reciprocity","treatment",300
"1172",5,2,18,3790,1,"md_as_18","reciprocity","treatment",160
"1173",5,2,19,2939,0,"md_as_18","reciprocity","treatment",100
"1174",5,2,20,3287,1,"md_as_18","reciprocity","treatment",160
"1175",5,2,21,2524,1,"md_as_18","reciprocity","treatment",380
"1176",5,2,22,1525,1,"md_as_18","reciprocity","treatment",320
"1177",5,2,23,2009,0,"md_as_18","reciprocity","treatment",180
"1178",5,2,24,2277,1,"md_as_18","reciprocity","treatment",60
"1179",5,2,25,2953,1,"md_as_18","reciprocity","treatment",380
"1180",5,2,26,2192,1,"md_as_18","reciprocity","treatment",220
"1181",5,2,27,2039,0,"md_as_18","reciprocity","treatment",60
"1182",5,2,28,2461,1,"md_as_18","reciprocity","treatment",360
"1183",5,2,29,2018,0,"md_as_18","reciprocity","treatment",40
"1184",5,2,30,2733,0,"md_as_18","reciprocity","treatment",380
"1185",5,2,31,3444,1,"md_as_18","reciprocity","treatment",340
"1186",5,2,32,2670,1,"md_as_18","reciprocity","treatment",360
"1187",5,2,33,3701,0,"md_as_18","reciprocity","treatment",220
"1188",5,2,34,3163,0,"md_as_18","reciprocity","treatment",240
"1189",5,3,1,714,1,"md_as_18","reciprocity","treatment",380
"1190",5,3,2,1808,0,"md_as_18","reciprocity","treatment",100
"1191",5,3,3,902,0,"md_as_18","reciprocity","treatment",40
"1192",5,3,4,1116,0,"md_as_18","reciprocity","treatment",360
"1193",5,3,5,1654,0,"md_as_18","reciprocity","treatment",20
"1194",5,3,6,823,0,"md_as_18","reciprocity","treatment",240
"1195",5,3,7,1070,0,"md_as_18","reciprocity","treatment",340
"1196",5,3,8,3127,0,"md_as_18","reciprocity","treatment",320
"1197",5,3,9,1083,0,"md_as_18","reciprocity","treatment",360
"1198",5,3,10,1749,0,"md_as_18","reciprocity","treatment",380
"1199",5,3,11,856,0,"md_as_18","reciprocity","treatment",220
"1200",5,3,12,727,0,"md_as_18","reciprocity","treatment",180
"1201",5,3,13,726,0,"md_as_18","reciprocity","treatment",120
"1202",5,3,14,562,0,"md_as_18","reciprocity","treatment",160
"1203",5,3,15,931,0,"md_as_18","reciprocity","treatment",60
"1204",5,3,16,1689,0,"md_as_18","reciprocity","treatment",360
"1205",5,3,17,1106,0,"md_as_18","reciprocity","treatment",280
"1206",5,3,18,1352,0,"md_as_18","reciprocity","treatment",380
"1207",5,3,19,927,0,"md_as_18","reciprocity","treatment",220
"1208",5,3,20,673,0,"md_as_18","reciprocity","treatment",120
"1209",5,3,21,1095,0,"md_as_18","reciprocity","treatment",300
"1210",5,3,22,1732,0,"md_as_18","reciprocity","treatment",180
"1211",5,3,23,692,0,"md_as_18","reciprocity","treatment",100
"1212",5,3,24,986,0,"md_as_18","reciprocity","treatment",360
"1213",5,3,25,753,0,"md_as_18","reciprocity","treatment",60
"1214",5,3,26,708,0,"md_as_18","reciprocity","treatment",280
"1215",5,3,27,1526,0,"md_as_18","reciprocity","treatment",380
"1216",5,3,28,810,0,"md_as_18","reciprocity","treatment",40
"1217",5,3,29,1111,0,"md_as_18","reciprocity","treatment",20
"1218",5,3,30,1314,0,"md_as_18","reciprocity","treatment",320
"1219",5,3,31,677,0,"md_as_18","reciprocity","treatment",240
"1220",5,3,32,1536,0,"md_as_18","reciprocity","treatment",340
"1221",5,3,33,1127,0,"md_as_18","reciprocity","treatment",160
"1222",5,3,34,803,0,"md_as_18","reciprocity","treatment",300
"1223",6,1,1,3744,0,"md_as_19","reciprocity","treatment",100
"1224",6,1,2,1929,1,"md_as_19","reciprocity","treatment",320
"1225",6,1,3,3726,0,"md_as_19","reciprocity","treatment",40
"1226",6,1,4,1369,1,"md_as_19","reciprocity","treatment",380
"1227",6,1,5,1744,1,"md_as_19","reciprocity","treatment",320
"1228",6,1,6,2259,1,"md_as_19","reciprocity","treatment",300
"1229",6,1,7,3086,1,"md_as_19","reciprocity","treatment",340
"1230",6,1,8,3961,0,"md_as_19","reciprocity","treatment",20
"1231",6,1,9,2152,1,"md_as_19","reciprocity","treatment",60
"1232",6,1,10,2097,1,"md_as_19","reciprocity","treatment",100
"1233",6,1,11,1541,1,"md_as_19","reciprocity","treatment",360
"1234",6,1,12,2274,0,"md_as_19","reciprocity","treatment",380
"1235",6,1,13,1420,1,"md_as_19","reciprocity","treatment",340
"1236",6,1,14,2624,1,"md_as_19","reciprocity","treatment",360
"1237",6,1,15,1980,0,"md_as_19","reciprocity","treatment",160
"1238",6,1,17,3412,1,"md_as_19","reciprocity","treatment",360
"1239",6,1,18,2767,1,"md_as_19","reciprocity","treatment",120
"1240",6,1,19,2298,1,"md_as_19","reciprocity","treatment",240
"1241",6,1,20,1911,1,"md_as_19","reciprocity","treatment",360
"1242",6,1,21,1733,1,"md_as_19","reciprocity","treatment",280
"1243",6,1,22,2691,0,"md_as_19","reciprocity","treatment",220
"1244",6,1,23,2249,1,"md_as_19","reciprocity","treatment",60
"1245",6,1,24,1186,1,"md_as_19","reciprocity","treatment",280
"1246",6,1,25,2564,0,"md_as_19","reciprocity","treatment",20
"1247",6,1,26,3275,1,"md_as_19","reciprocity","treatment",160
"1248",6,1,27,2305,1,"md_as_19","reciprocity","treatment",380
"1249",6,1,28,2917,0,"md_as_19","reciprocity","treatment",120
"1250",6,1,29,1274,1,"md_as_19","reciprocity","treatment",220
"1251",6,1,30,1380,1,"md_as_19","reciprocity","treatment",380
"1252",6,1,31,1336,1,"md_as_19","reciprocity","treatment",240
"1253",6,1,32,1174,1,"md_as_19","reciprocity","treatment",180
"1254",6,1,33,2231,1,"md_as_19","reciprocity","treatment",300
"1255",6,1,34,2012,1,"md_as_19","reciprocity","treatment",180
"1256",6,2,1,1544,1,"md_as_19","reciprocity","treatment",100
"1257",6,2,2,1398,1,"md_as_19","reciprocity","treatment",320
"1258",6,2,3,2076,0,"md_as_19","reciprocity","treatment",40
"1259",6,2,4,1226,1,"md_as_19","reciprocity","treatment",380
"1260",6,2,5,2055,1,"md_as_19","reciprocity","treatment",320
"1261",6,2,6,1491,1,"md_as_19","reciprocity","treatment",300
"1262",6,2,7,2666,1,"md_as_19","reciprocity","treatment",340
"1263",6,2,8,1982,0,"md_as_19","reciprocity","treatment",20
"1264",6,2,9,2398,0,"md_as_19","reciprocity","treatment",60
"1265",6,2,10,1719,1,"md_as_19","reciprocity","treatment",100
"1266",6,2,11,1938,1,"md_as_19","reciprocity","treatment",360
"1267",6,2,12,1438,0,"md_as_19","reciprocity","treatment",380
"1268",6,2,13,1859,1,"md_as_19","reciprocity","treatment",340
"1269",6,2,14,1606,1,"md_as_19","reciprocity","treatment",360
"1270",6,2,15,2078,0,"md_as_19","reciprocity","treatment",160
"1271",6,2,16,1410,1,"md_as_19","reciprocity","treatment",40
"1272",6,2,17,1969,1,"md_as_19","reciprocity","treatment",360
"1273",6,2,18,2709,1,"md_as_19","reciprocity","treatment",120
"1274",6,2,20,2205,1,"md_as_19","reciprocity","treatment",360
"1275",6,2,21,1776,1,"md_as_19","reciprocity","treatment",280
"1276",6,2,22,2959,1,"md_as_19","reciprocity","treatment",220
"1277",6,2,23,1828,0,"md_as_19","reciprocity","treatment",60
"1278",6,2,24,3063,0,"md_as_19","reciprocity","treatment",280
"1279",6,2,25,2169,1,"md_as_19","reciprocity","treatment",20
"1280",6,2,26,1556,1,"md_as_19","reciprocity","treatment",160
"1281",6,2,27,973,1,"md_as_19","reciprocity","treatment",380
"1282",6,2,28,2770,0,"md_as_19","reciprocity","treatment",120
"1283",6,2,29,892,1,"md_as_19","reciprocity","treatment",220
"1284",6,2,30,999,1,"md_as_19","reciprocity","treatment",380
"1285",6,2,31,2380,1,"md_as_19","reciprocity","treatment",240
"1286",6,2,32,2246,1,"md_as_19","reciprocity","treatment",180
"1287",6,2,33,1160,1,"md_as_19","reciprocity","treatment",300
"1288",6,2,34,1137,1,"md_as_19","reciprocity","treatment",180
"1289",6,3,1,1874,0,"md_as_19","reciprocity","treatment",360
"1290",6,3,2,3181,1,"md_as_19","reciprocity","treatment",360
"1291",6,3,3,1925,0,"md_as_19","reciprocity","treatment",160
"1292",6,3,4,1673,0,"md_as_19","reciprocity","treatment",320
"1293",6,3,5,3686,1,"md_as_19","reciprocity","treatment",180
"1294",6,3,6,1681,1,"md_as_19","reciprocity","treatment",220
"1295",6,3,8,3110,1,"md_as_19","reciprocity","treatment",240
"1296",6,3,9,2168,0,"md_as_19","reciprocity","treatment",160
"1297",6,3,10,3814,0,"md_as_19","reciprocity","treatment",100
"1298",6,3,11,731,1,"md_as_19","reciprocity","treatment",280
"1299",6,3,12,1032,1,"md_as_19","reciprocity","treatment",360
"1300",6,3,13,3692,0,"md_as_19","reciprocity","treatment",340
"1301",6,3,14,1412,0,"md_as_19","reciprocity","treatment",60
"1302",6,3,15,885,1,"md_as_19","reciprocity","treatment",300
"1303",6,3,16,2410,0,"md_as_19","reciprocity","treatment",120
"1304",6,3,17,994,1,"md_as_19","reciprocity","treatment",320
"1305",6,3,18,1532,1,"md_as_19","reciprocity","treatment",380
"1306",6,3,19,2586,0,"md_as_19","reciprocity","treatment",380
"1307",6,3,20,1335,1,"md_as_19","reciprocity","treatment",300
"1308",6,3,21,3025,1,"md_as_19","reciprocity","treatment",180
"1309",6,3,22,1116,0,"md_as_19","reciprocity","treatment",40
"1310",6,3,23,1422,1,"md_as_19","reciprocity","treatment",360
"1311",6,3,24,1801,0,"md_as_19","reciprocity","treatment",20
"1312",6,3,25,2319,0,"md_as_19","reciprocity","treatment",20
"1313",6,3,26,3515,1,"md_as_19","reciprocity","treatment",120
"1314",6,3,27,1630,0,"md_as_19","reciprocity","treatment",40
"1315",6,3,28,1571,1,"md_as_19","reciprocity","treatment",340
"1316",6,3,29,981,1,"md_as_19","reciprocity","treatment",220
"1317",6,3,30,1055,1,"md_as_19","reciprocity","treatment",380
"1318",6,3,31,1267,0,"md_as_19","reciprocity","treatment",60
"1319",6,3,32,936,1,"md_as_19","reciprocity","treatment",380
"1320",6,3,33,3139,1,"md_as_19","reciprocity","treatment",280
"1321",6,3,34,1254,0,"md_as_19","reciprocity","treatment",240
"1322",6,1,1,3315,1,"md_as_19","reciprocity","control",20
"1323",6,1,2,2126,1,"md_as_19","reciprocity","control",40
"1324",6,1,3,2438,1,"md_as_19","reciprocity","control",120
"1325",6,1,4,2083,1,"md_as_19","reciprocity","control",340
"1326",6,1,5,1854,1,"md_as_19","reciprocity","control",180
"1327",6,1,6,2740,1,"md_as_19","reciprocity","control",120
"1328",6,1,7,2444,0,"md_as_19","reciprocity","control",20
"1329",6,1,8,1392,1,"md_as_19","reciprocity","control",360
"1330",6,1,9,977,1,"md_as_19","reciprocity","control",380
"1331",6,1,10,889,1,"md_as_19","reciprocity","control",160
"1332",6,1,11,1654,0,"md_as_19","reciprocity","control",60
"1333",6,1,12,1356,1,"md_as_19","reciprocity","control",100
"1334",6,1,13,808,1,"md_as_19","reciprocity","control",340
"1335",6,1,14,1143,1,"md_as_19","reciprocity","control",280
"1336",6,1,15,1265,1,"md_as_19","reciprocity","control",280
"1337",6,1,16,1349,1,"md_as_19","reciprocity","control",360
"1338",6,1,17,1352,1,"md_as_19","reciprocity","control",100
"1339",6,1,18,1784,0,"md_as_19","reciprocity","control",60
"1340",6,1,19,1053,1,"md_as_19","reciprocity","control",300
"1341",6,1,20,1409,1,"md_as_19","reciprocity","control",300
"1342",6,1,21,872,1,"md_as_19","reciprocity","control",320
"1343",6,1,22,1522,1,"md_as_19","reciprocity","control",220
"1344",6,1,23,1773,1,"md_as_19","reciprocity","control",360
"1345",6,1,24,1703,1,"md_as_19","reciprocity","control",360
"1346",6,1,25,1988,0,"md_as_19","reciprocity","control",40
"1347",6,1,26,2271,1,"md_as_19","reciprocity","control",160
"1348",6,1,27,1611,1,"md_as_19","reciprocity","control",180
"1349",6,1,28,1478,0,"md_as_19","reciprocity","control",380
"1350",6,1,29,1665,1,"md_as_19","reciprocity","control",380
"1351",6,1,30,979,1,"md_as_19","reciprocity","control",240
"1352",6,1,31,1573,1,"md_as_19","reciprocity","control",320
"1353",6,1,32,3554,0,"md_as_19","reciprocity","control",220
"1354",6,1,33,924,1,"md_as_19","reciprocity","control",240
"1355",6,1,34,934,1,"md_as_19","reciprocity","control",380
"1356",6,2,1,2627,0,"md_as_19","reciprocity","control",20
"1357",6,2,2,1277,1,"md_as_19","reciprocity","control",40
"1358",6,2,3,1150,1,"md_as_19","reciprocity","control",120
"1359",6,2,4,1370,1,"md_as_19","reciprocity","control",340
"1360",6,2,5,1040,1,"md_as_19","reciprocity","control",180
"1361",6,2,6,2870,1,"md_as_19","reciprocity","control",120
"1362",6,2,7,1933,0,"md_as_19","reciprocity","control",20
"1363",6,2,8,1148,1,"md_as_19","reciprocity","control",360
"1364",6,2,9,688,1,"md_as_19","reciprocity","control",380
"1365",6,2,10,1680,1,"md_as_19","reciprocity","control",160
"1366",6,2,11,1506,0,"md_as_19","reciprocity","control",60
"1367",6,2,12,1183,1,"md_as_19","reciprocity","control",100
"1368",6,2,13,795,1,"md_as_19","reciprocity","control",340
"1369",6,2,14,637,1,"md_as_19","reciprocity","control",280
"1370",6,2,15,1052,1,"md_as_19","reciprocity","control",280
"1371",6,2,16,781,1,"md_as_19","reciprocity","control",360
"1372",6,2,17,788,1,"md_as_19","reciprocity","control",100
"1373",6,2,18,1221,1,"md_as_19","reciprocity","control",60
"1374",6,2,19,1740,1,"md_as_19","reciprocity","control",300
"1375",6,2,20,805,1,"md_as_19","reciprocity","control",300
"1376",6,2,21,1337,1,"md_as_19","reciprocity","control",320
"1377",6,2,22,1731,1,"md_as_19","reciprocity","control",220
"1378",6,2,23,1016,1,"md_as_19","reciprocity","control",360
"1379",6,2,24,1366,1,"md_as_19","reciprocity","control",360
"1380",6,2,25,1979,0,"md_as_19","reciprocity","control",40
"1381",6,2,26,2626,1,"md_as_19","reciprocity","control",160
"1382",6,2,27,901,1,"md_as_19","reciprocity","control",180
"1383",6,2,28,940,0,"md_as_19","reciprocity","control",380
"1384",6,2,29,2126,1,"md_as_19","reciprocity","control",380
"1385",6,2,30,1411,1,"md_as_19","reciprocity","control",240
"1386",6,2,31,1544,1,"md_as_19","reciprocity","control",320
"1387",6,2,32,969,1,"md_as_19","reciprocity","control",220
"1388",6,2,33,1737,1,"md_as_19","reciprocity","control",240
"1389",6,2,34,1839,1,"md_as_19","reciprocity","control",380
"1390",6,3,1,1288,1,"md_as_19","reciprocity","control",360
"1391",6,3,2,698,0,"md_as_19","reciprocity","control",380
"1392",6,3,3,937,1,"md_as_19","reciprocity","control",220
"1393",6,3,4,2454,0,"md_as_19","reciprocity","control",100
"1394",6,3,5,799,1,"md_as_19","reciprocity","control",380
"1395",6,3,6,1833,1,"md_as_19","reciprocity","control",120
"1396",6,3,7,1196,1,"md_as_19","reciprocity","control",240
"1397",6,3,8,822,1,"md_as_19","reciprocity","control",160
"1398",6,3,9,784,1,"md_as_19","reciprocity","control",180
"1399",6,3,10,699,1,"md_as_19","reciprocity","control",240
"1400",6,3,11,1312,0,"md_as_19","reciprocity","control",20
"1401",6,3,12,3154,0,"md_as_19","reciprocity","control",40
"1402",6,3,13,1153,1,"md_as_19","reciprocity","control",360
"1403",6,3,14,1361,1,"md_as_19","reciprocity","control",380
"1404",6,3,15,1681,0,"md_as_19","reciprocity","control",40
"1405",6,3,16,1914,1,"md_as_19","reciprocity","control",380
"1406",6,3,17,1561,1,"md_as_19","reciprocity","control",180
"1407",6,3,18,1173,1,"md_as_19","reciprocity","control",100
"1408",6,3,19,1321,1,"md_as_19","reciprocity","control",360
"1409",6,3,20,1713,1,"md_as_19","reciprocity","control",280
"1410",6,3,21,998,1,"md_as_19","reciprocity","control",280
"1411",6,3,22,1337,1,"md_as_19","reciprocity","control",360
"1412",6,3,23,638,1,"md_as_19","reciprocity","control",300
"1413",6,3,24,622,1,"md_as_19","reciprocity","control",320
"1414",6,3,25,1422,1,"md_as_19","reciprocity","control",340
"1415",6,3,26,2006,0,"md_as_19","reciprocity","control",20
"1416",6,3,27,1454,1,"md_as_19","reciprocity","control",340
"1417",6,3,28,1166,1,"md_as_19","reciprocity","control",320
"1418",6,3,29,2140,1,"md_as_19","reciprocity","control",220
"1419",6,3,30,2701,0,"md_as_19","reciprocity","control",60
"1420",6,3,31,2109,1,"md_as_19","reciprocity","control",60
"1421",6,3,32,925,1,"md_as_19","reciprocity","control",300
"1422",6,3,33,2157,1,"md_as_19","reciprocity","control",120
"1423",6,3,34,2229,1,"md_as_19","reciprocity","control",160
"1424",7,1,1,1000,1,"md_as_21","reciprocity","treatment",300
"1425",7,1,2,915,0,"md_as_21","reciprocity","treatment",280
"1426",7,1,3,1602,0,"md_as_21","reciprocity","treatment",100
"1427",7,1,4,941,1,"md_as_21","reciprocity","treatment",40
"1428",7,1,5,1632,0,"md_as_21","reciprocity","treatment",100
"1429",7,1,6,768,1,"md_as_21","reciprocity","treatment",340
"1430",7,1,7,1926,1,"md_as_21","reciprocity","treatment",360
"1431",7,1,8,829,1,"md_as_21","reciprocity","treatment",360
"1432",7,1,9,1149,0,"md_as_21","reciprocity","treatment",300
"1433",7,1,10,799,1,"md_as_21","reciprocity","treatment",240
"1434",7,1,11,805,1,"md_as_21","reciprocity","treatment",360
"1435",7,1,12,860,0,"md_as_21","reciprocity","treatment",340
"1436",7,1,13,1061,1,"md_as_21","reciprocity","treatment",120
"1437",7,1,14,785,1,"md_as_21","reciprocity","treatment",380
"1438",7,1,15,1016,1,"md_as_21","reciprocity","treatment",380
"1439",7,1,16,1258,0,"md_as_21","reciprocity","treatment",60
"1440",7,1,17,1183,1,"md_as_21","reciprocity","treatment",180
"1441",7,1,18,1834,0,"md_as_21","reciprocity","treatment",220
"1442",7,1,19,1825,0,"md_as_21","reciprocity","treatment",20
"1443",7,1,20,1375,1,"md_as_21","reciprocity","treatment",120
"1444",7,1,21,1144,1,"md_as_21","reciprocity","treatment",380
"1445",7,1,22,1333,0,"md_as_21","reciprocity","treatment",220
"1446",7,1,23,1160,1,"md_as_21","reciprocity","treatment",280
"1447",7,1,24,1146,0,"md_as_21","reciprocity","treatment",20
"1448",7,1,25,1142,0,"md_as_21","reciprocity","treatment",380
"1449",7,1,26,891,0,"md_as_21","reciprocity","treatment",320
"1450",7,1,27,1449,0,"md_as_21","reciprocity","treatment",320
"1451",7,1,28,1191,1,"md_as_21","reciprocity","treatment",160
"1452",7,1,29,2005,1,"md_as_21","reciprocity","treatment",160
"1453",7,1,30,737,0,"md_as_21","reciprocity","treatment",240
"1454",7,1,31,1229,1,"md_as_21","reciprocity","treatment",180
"1455",7,1,32,1482,1,"md_as_21","reciprocity","treatment",40
"1456",7,1,33,713,0,"md_as_21","reciprocity","treatment",60
"1457",7,1,34,1042,0,"md_as_21","reciprocity","treatment",360
"1458",7,2,1,1861,1,"md_as_21","reciprocity","treatment",300
"1459",7,2,2,849,0,"md_as_21","reciprocity","treatment",280
"1460",7,2,3,2048,1,"md_as_21","reciprocity","treatment",100
"1461",7,2,4,879,0,"md_as_21","reciprocity","treatment",40
"1462",7,2,5,716,0,"md_as_21","reciprocity","treatment",100
"1463",7,2,6,747,1,"md_as_21","reciprocity","treatment",340
"1464",7,2,7,1783,1,"md_as_21","reciprocity","treatment",360
"1465",7,2,8,1413,1,"md_as_21","reciprocity","treatment",360
"1466",7,2,9,1242,1,"md_as_21","reciprocity","treatment",300
"1467",7,2,10,1144,1,"md_as_21","reciprocity","treatment",240
"1468",7,2,11,755,1,"md_as_21","reciprocity","treatment",360
"1469",7,2,12,698,0,"md_as_21","reciprocity","treatment",340
"1470",7,2,13,1221,0,"md_as_21","reciprocity","treatment",120
"1471",7,2,14,940,1,"md_as_21","reciprocity","treatment",380
"1472",7,2,15,995,1,"md_as_21","reciprocity","treatment",380
"1473",7,2,16,1259,0,"md_as_21","reciprocity","treatment",60
"1474",7,2,17,1417,1,"md_as_21","reciprocity","treatment",180
"1475",7,2,18,846,0,"md_as_21","reciprocity","treatment",220
"1476",7,2,19,600,0,"md_as_21","reciprocity","treatment",20
"1477",7,2,20,1273,0,"md_as_21","reciprocity","treatment",120
"1478",7,2,21,1232,1,"md_as_21","reciprocity","treatment",380
"1479",7,2,22,909,0,"md_as_21","reciprocity","treatment",220
"1480",7,2,23,1202,1,"md_as_21","reciprocity","treatment",280
"1481",7,2,24,1507,1,"md_as_21","reciprocity","treatment",20
"1482",7,2,25,1702,0,"md_as_21","reciprocity","treatment",380
"1483",7,2,26,1285,1,"md_as_21","reciprocity","treatment",320
"1484",7,2,27,1024,1,"md_as_21","reciprocity","treatment",320
"1485",7,2,28,1713,0,"md_as_21","reciprocity","treatment",160
"1486",7,2,29,643,0,"md_as_21","reciprocity","treatment",160
"1487",7,2,30,900,1,"md_as_21","reciprocity","treatment",240
"1488",7,2,31,976,1,"md_as_21","reciprocity","treatment",180
"1489",7,2,32,1113,1,"md_as_21","reciprocity","treatment",40
"1490",7,2,33,970,1,"md_as_21","reciprocity","treatment",60
"1491",7,2,34,823,0,"md_as_21","reciprocity","treatment",360
"1492",7,3,1,2492,0,"md_as_21","reciprocity","treatment",380
"1493",7,3,2,687,0,"md_as_21","reciprocity","treatment",220
"1494",7,3,3,661,0,"md_as_21","reciprocity","treatment",180
"1495",7,3,4,511,0,"md_as_21","reciprocity","treatment",280
"1496",7,3,5,1326,0,"md_as_21","reciprocity","treatment",20
"1497",7,3,6,1576,1,"md_as_21","reciprocity","treatment",300
"1498",7,3,7,1398,0,"md_as_21","reciprocity","treatment",60
"1499",7,3,8,862,0,"md_as_21","reciprocity","treatment",360
"1500",7,3,9,933,0,"md_as_21","reciprocity","treatment",160
"1501",7,3,10,709,0,"md_as_21","reciprocity","treatment",220
"1502",7,3,11,704,0,"md_as_21","reciprocity","treatment",40
"1503",7,3,12,875,1,"md_as_21","reciprocity","treatment",380
"1504",7,3,13,823,0,"md_as_21","reciprocity","treatment",160
"1505",7,3,14,963,0,"md_as_21","reciprocity","treatment",240
"1506",7,3,15,981,0,"md_as_21","reciprocity","treatment",20
"1507",7,3,16,625,0,"md_as_21","reciprocity","treatment",100
"1508",7,3,17,902,0,"md_as_21","reciprocity","treatment",340
"1509",7,3,18,1117,0,"md_as_21","reciprocity","treatment",380
"1510",7,3,19,797,0,"md_as_21","reciprocity","treatment",120
"1511",7,3,20,636,0,"md_as_21","reciprocity","treatment",340
"1512",7,3,21,979,1,"md_as_21","reciprocity","treatment",380
"1513",7,3,22,893,0,"md_as_21","reciprocity","treatment",60
"1514",7,3,23,1333,1,"md_as_21","reciprocity","treatment",300
"1515",7,3,24,696,0,"md_as_21","reciprocity","treatment",120
"1516",7,3,25,732,0,"md_as_21","reciprocity","treatment",240
"1517",7,3,26,786,0,"md_as_21","reciprocity","treatment",320
"1518",7,3,27,702,0,"md_as_21","reciprocity","treatment",280
"1519",7,3,28,555,0,"md_as_21","reciprocity","treatment",360
"1520",7,3,29,732,0,"md_as_21","reciprocity","treatment",40
"1521",7,3,30,1389,1,"md_as_21","reciprocity","treatment",360
"1522",7,3,31,948,0,"md_as_21","reciprocity","treatment",360
"1523",7,3,32,878,0,"md_as_21","reciprocity","treatment",100
"1524",7,3,33,671,0,"md_as_21","reciprocity","treatment",320
"1525",7,3,34,679,0,"md_as_21","reciprocity","treatment",180
"1526",7,1,1,1116,1,"md_as_21","reciprocity","control",360
"1527",7,1,2,980,1,"md_as_21","reciprocity","control",340
"1528",7,1,3,793,1,"md_as_21","reciprocity","control",380
"1529",7,1,4,691,1,"md_as_21","reciprocity","control",280
"1530",7,1,5,669,0,"md_as_21","reciprocity","control",380
"1531",7,1,6,1520,0,"md_as_21","reciprocity","control",40
"1532",7,1,7,933,0,"md_as_21","reciprocity","control",60
"1533",7,1,8,802,0,"md_as_21","reciprocity","control",220
"1534",7,1,9,793,0,"md_as_21","reciprocity","control",20
"1535",7,1,10,694,0,"md_as_21","reciprocity","control",160
"1536",7,1,11,1904,0,"md_as_21","reciprocity","control",240
"1537",7,1,12,1239,1,"md_as_21","reciprocity","control",380
"1538",7,1,13,1085,0,"md_as_21","reciprocity","control",320
"1539",7,1,14,1091,1,"md_as_21","reciprocity","control",240
"1540",7,1,15,961,1,"md_as_21","reciprocity","control",300
"1541",7,1,16,1409,0,"md_as_21","reciprocity","control",20
"1542",7,1,17,1570,0,"md_as_21","reciprocity","control",60
"1543",7,1,18,1015,0,"md_as_21","reciprocity","control",100
"1544",7,1,19,1049,0,"md_as_21","reciprocity","control",320
"1545",7,1,20,1201,1,"md_as_21","reciprocity","control",280
"1546",7,1,21,1043,1,"md_as_21","reciprocity","control",360
"1547",7,1,22,1670,0,"md_as_21","reciprocity","control",360
"1548",7,1,23,1147,0,"md_as_21","reciprocity","control",160
"1549",7,1,24,819,0,"md_as_21","reciprocity","control",120
"1550",7,1,25,850,0,"md_as_21","reciprocity","control",180
"1551",7,1,26,634,0,"md_as_21","reciprocity","control",120
"1552",7,1,27,1070,0,"md_as_21","reciprocity","control",300
"1553",7,1,28,1178,1,"md_as_21","reciprocity","control",380
"1554",7,1,29,1015,0,"md_as_21","reciprocity","control",220
"1555",7,1,30,776,0,"md_as_21","reciprocity","control",360
"1556",7,1,31,706,0,"md_as_21","reciprocity","control",100
"1557",7,1,32,686,0,"md_as_21","reciprocity","control",180
"1558",7,1,33,786,1,"md_as_21","reciprocity","control",340
"1559",7,1,34,697,0,"md_as_21","reciprocity","control",40
"1560",7,2,1,1234,1,"md_as_21","reciprocity","control",360
"1561",7,2,2,1257,1,"md_as_21","reciprocity","control",340
"1562",7,2,3,974,1,"md_as_21","reciprocity","control",380
