"","subj_idx","blockno","trialno","rt","response","id","motive","condition","order","other_poss_loss"
"1",0,1,"1","1892",1,"saulin_01_vp_01","empathy","decay","treat_first",340
"2",0,1,"2","2001",1,"saulin_01_vp_01","empathy","decay","treat_first",300
"3",0,1,"3","2209",1,"saulin_01_vp_01","empathy","decay","treat_first",100
"4",0,1,"4","1629",0,"saulin_01_vp_01","empathy","decay","treat_first",40
"5",0,1,"5","2658",0,"saulin_01_vp_01","empathy","decay","treat_first",20
"6",0,1,"6","1663",1,"saulin_01_vp_01","empathy","decay","treat_first",380
"7",0,1,"7","1719",1,"saulin_01_vp_01","empathy","decay","treat_first",280
"8",0,1,"8","2297",1,"saulin_01_vp_01","empathy","decay","treat_first",340
"9",0,1,"9","2892",0,"saulin_01_vp_01","empathy","decay","treat_first",320
"10",0,1,"10","1880",1,"saulin_01_vp_01","empathy","decay","treat_first",240
"11",0,1,"11","1972",1,"saulin_01_vp_01","empathy","decay","treat_first",320
"12",0,1,"12","1930",1,"saulin_01_vp_01","empathy","decay","treat_first",360
"13",0,1,"13","2291",1,"saulin_01_vp_01","empathy","decay","treat_first",220
"14",0,1,"14","3082",0,"saulin_01_vp_01","empathy","decay","treat_first",60
"15",0,1,"15","3155",0,"saulin_01_vp_01","empathy","decay","treat_first",180
"16",0,1,"16","2436",1,"saulin_01_vp_01","empathy","decay","treat_first",380
"17",0,1,"17","3097",0,"saulin_01_vp_01","empathy","decay","treat_first",120
"18",0,1,"18","1794",1,"saulin_01_vp_01","empathy","decay","treat_first",380
"19",0,1,"19","2211",1,"saulin_01_vp_01","empathy","decay","treat_first",280
"20",0,1,"20","2192",0,"saulin_01_vp_01","empathy","decay","treat_first",380
"21",0,1,"21","2644",1,"saulin_01_vp_01","empathy","decay","treat_first",220
"22",0,1,"22","2843",0,"saulin_01_vp_01","empathy","decay","treat_first",240
"23",0,1,"24","2108",0,"saulin_01_vp_01","empathy","decay","treat_first",160
"24",0,1,"25","2543",0,"saulin_01_vp_01","empathy","decay","treat_first",180
"25",0,2,"1","2052",1,"saulin_01_vp_01","empathy","decay","treat_first",340
"26",0,2,"2","1312",1,"saulin_01_vp_01","empathy","decay","treat_first",300
"27",0,2,"3","2306",1,"saulin_01_vp_01","empathy","decay","treat_first",100
"28",0,2,"4","1827",1,"saulin_01_vp_01","empathy","decay","treat_first",40
"29",0,2,"5","2330",1,"saulin_01_vp_01","empathy","decay","treat_first",20
"30",0,2,"6","1452",1,"saulin_01_vp_01","empathy","decay","treat_first",380
"31",0,2,"7","2225",1,"saulin_01_vp_01","empathy","decay","treat_first",280
"32",0,2,"9","1081",1,"saulin_01_vp_01","empathy","decay","treat_first",320
"33",0,2,"10","1364",1,"saulin_01_vp_01","empathy","decay","treat_first",240
"34",0,2,"11","1057",1,"saulin_01_vp_01","empathy","decay","treat_first",320
"35",0,2,"12","1369",1,"saulin_01_vp_01","empathy","decay","treat_first",360
"36",0,2,"13","1384",1,"saulin_01_vp_01","empathy","decay","treat_first",220
"37",0,2,"14","2586",0,"saulin_01_vp_01","empathy","decay","treat_first",60
"38",0,2,"15","1742",1,"saulin_01_vp_01","empathy","decay","treat_first",180
"39",0,2,"16","3273",1,"saulin_01_vp_01","empathy","decay","treat_first",380
"40",0,2,"17","2348",0,"saulin_01_vp_01","empathy","decay","treat_first",120
"41",0,2,"18","1026",1,"saulin_01_vp_01","empathy","decay","treat_first",380
"42",0,2,"19","1450",1,"saulin_01_vp_01","empathy","decay","treat_first",280
"43",0,2,"20","1214",0,"saulin_01_vp_01","empathy","decay","treat_first",380
"44",0,2,"21","1578",1,"saulin_01_vp_01","empathy","decay","treat_first",220
"45",0,2,"22","1443",1,"saulin_01_vp_01","empathy","decay","treat_first",240
"46",0,2,"23","1323",1,"saulin_01_vp_01","empathy","decay","treat_first",360
"47",0,2,"24","2647",0,"saulin_01_vp_01","empathy","decay","treat_first",160
"48",0,2,"25","2335",1,"saulin_01_vp_01","empathy","decay","treat_first",180
"49",0,3,"1","1189",1,"saulin_01_vp_01","empathy","decay","treat_first",380
"50",0,3,"2","1840",0,"saulin_01_vp_01","empathy","decay","treat_first",60
"51",0,3,"3","2562",1,"saulin_01_vp_01","empathy","decay","treat_first",40
"52",0,3,"4","1229",1,"saulin_01_vp_01","empathy","decay","treat_first",360
"53",0,3,"5","1638",1,"saulin_01_vp_01","empathy","decay","treat_first",240
"54",0,3,"6","1578",1,"saulin_01_vp_01","empathy","decay","treat_first",220
"55",0,3,"7","2453",0,"saulin_01_vp_01","empathy","decay","treat_first",20
"56",0,3,"8","3503",0,"saulin_01_vp_01","empathy","decay","treat_first",100
"57",0,3,"9","2025",1,"saulin_01_vp_01","empathy","decay","treat_first",160
"58",0,3,"10","2063",1,"saulin_01_vp_01","empathy","decay","treat_first",320
"59",0,3,"11","1343",0,"saulin_01_vp_01","empathy","decay","treat_first",380
"60",0,3,"12","1970",1,"saulin_01_vp_01","empathy","decay","treat_first",220
"61",0,3,"13","1513",1,"saulin_01_vp_01","empathy","decay","treat_first",320
"62",0,3,"14","1681",1,"saulin_01_vp_01","empathy","decay","treat_first",380
"63",0,3,"15","1947",1,"saulin_01_vp_01","empathy","decay","treat_first",340
"64",0,3,"16","2041",1,"saulin_01_vp_01","empathy","decay","treat_first",180
"65",0,3,"17","1392",1,"saulin_01_vp_01","empathy","decay","treat_first",280
"66",0,3,"18","1470",1,"saulin_01_vp_01","empathy","decay","treat_first",380
"67",0,3,"19","1458",1,"saulin_01_vp_01","empathy","decay","treat_first",340
"68",0,3,"20","2118",1,"saulin_01_vp_01","empathy","decay","treat_first",120
"69",0,3,"21","1794",1,"saulin_01_vp_01","empathy","decay","treat_first",360
"70",0,3,"22","1751",1,"saulin_01_vp_01","empathy","decay","treat_first",280
"71",0,3,"23","2157",1,"saulin_01_vp_01","empathy","decay","treat_first",180
"72",0,3,"24","2819",1,"saulin_01_vp_01","empathy","decay","treat_first",240
"73",0,3,"25","1638",1,"saulin_01_vp_01","empathy","decay","treat_first",300
"74",0,1,"1","2307",0,"saulin_01_vp_01","empathy","control","treat_first",240
"75",0,1,"2","1746",0,"saulin_01_vp_01","empathy","control","treat_first",60
"76",0,1,"3","1936",0,"saulin_01_vp_01","empathy","control","treat_first",40
"77",0,1,"4","1690",1,"saulin_01_vp_01","empathy","control","treat_first",160
"78",0,1,"5","1885",1,"saulin_01_vp_01","empathy","control","treat_first",320
"79",0,1,"6","1489",1,"saulin_01_vp_01","empathy","control","treat_first",360
"80",0,1,"7","1613",1,"saulin_01_vp_01","empathy","control","treat_first",340
"81",0,1,"8","1711",1,"saulin_01_vp_01","empathy","control","treat_first",320
"82",0,1,"9","1626",1,"saulin_01_vp_01","empathy","control","treat_first",220
"83",0,1,"10","2486",0,"saulin_01_vp_01","empathy","control","treat_first",180
"84",0,1,"11","1599",1,"saulin_01_vp_01","empathy","control","treat_first",240
"85",0,1,"12","1964",1,"saulin_01_vp_01","empathy","control","treat_first",280
"86",0,1,"13","2513",0,"saulin_01_vp_01","empathy","control","treat_first",220
"87",0,1,"14","2117",1,"saulin_01_vp_01","empathy","control","treat_first",380
"88",0,1,"15","3032",1,"saulin_01_vp_01","empathy","control","treat_first",180
"89",0,1,"16","1558",1,"saulin_01_vp_01","empathy","control","treat_first",280
"90",0,1,"17","2277",0,"saulin_01_vp_01","empathy","control","treat_first",120
"91",0,1,"18","1753",1,"saulin_01_vp_01","empathy","control","treat_first",100
"92",0,1,"19","2053",1,"saulin_01_vp_01","empathy","control","treat_first",380
"93",0,1,"20","1371",1,"saulin_01_vp_01","empathy","control","treat_first",360
"94",0,1,"21","3196",0,"saulin_01_vp_01","empathy","control","treat_first",20
"95",0,1,"22","1658",1,"saulin_01_vp_01","empathy","control","treat_first",380
"96",0,1,"23","1399",1,"saulin_01_vp_01","empathy","control","treat_first",340
"97",0,1,"24","1521",0,"saulin_01_vp_01","empathy","control","treat_first",380
"98",0,1,"25","1598",1,"saulin_01_vp_01","empathy","control","treat_first",300
"99",0,2,"1","1787",1,"saulin_01_vp_01","empathy","control","treat_first",240
"100",0,2,"2","1686",0,"saulin_01_vp_01","empathy","control","treat_first",60
"101",0,2,"3","2159",1,"saulin_01_vp_01","empathy","control","treat_first",40
"102",0,2,"4","1302",1,"saulin_01_vp_01","empathy","control","treat_first",160
"103",0,2,"5","1277",1,"saulin_01_vp_01","empathy","control","treat_first",320
"104",0,2,"6","1513",1,"saulin_01_vp_01","empathy","control","treat_first",360
"105",0,2,"7","1835",1,"saulin_01_vp_01","empathy","control","treat_first",340
"106",0,2,"8","1997",1,"saulin_01_vp_01","empathy","control","treat_first",320
"107",0,2,"9","1723",1,"saulin_01_vp_01","empathy","control","treat_first",220
"108",0,2,"10","1932",1,"saulin_01_vp_01","empathy","control","treat_first",180
"109",0,2,"11","1054",1,"saulin_01_vp_01","empathy","control","treat_first",240
"110",0,2,"12","878",1,"saulin_01_vp_01","empathy","control","treat_first",280
"111",0,2,"13","1737",1,"saulin_01_vp_01","empathy","control","treat_first",220
"112",0,2,"14","989",1,"saulin_01_vp_01","empathy","control","treat_first",380
"113",0,2,"15","1783",1,"saulin_01_vp_01","empathy","control","treat_first",180
"114",0,2,"16","1555",1,"saulin_01_vp_01","empathy","control","treat_first",280
"115",0,2,"17","1945",1,"saulin_01_vp_01","empathy","control","treat_first",120
"116",0,2,"18","1495",1,"saulin_01_vp_01","empathy","control","treat_first",100
"117",0,2,"19","1550",1,"saulin_01_vp_01","empathy","control","treat_first",380
"118",0,2,"20","1274",1,"saulin_01_vp_01","empathy","control","treat_first",360
"119",0,2,"21","2567",0,"saulin_01_vp_01","empathy","control","treat_first",20
"120",0,2,"22","1927",1,"saulin_01_vp_01","empathy","control","treat_first",380
"121",0,2,"23","1134",1,"saulin_01_vp_01","empathy","control","treat_first",340
"122",0,2,"24","1449",0,"saulin_01_vp_01","empathy","control","treat_first",380
"123",0,2,"25","1172",1,"saulin_01_vp_01","empathy","control","treat_first",300
"124",0,3,"1","1351",0,"saulin_01_vp_01","empathy","control","treat_first",380
"125",0,3,"2","1556",0,"saulin_01_vp_01","empathy","control","treat_first",180
"126",0,3,"3","2123",1,"saulin_01_vp_01","empathy","control","treat_first",240
"127",0,3,"4","1465",1,"saulin_01_vp_01","empathy","control","treat_first",360
"128",0,3,"5","1682",1,"saulin_01_vp_01","empathy","control","treat_first",100
"129",0,3,"6","1918",1,"saulin_01_vp_01","empathy","control","treat_first",380
"130",0,3,"7","1576",1,"saulin_01_vp_01","empathy","control","treat_first",320
"131",0,3,"8","1878",1,"saulin_01_vp_01","empathy","control","treat_first",380
"132",0,3,"9","2160",1,"saulin_01_vp_01","empathy","control","treat_first",160
"133",0,3,"10","976",0,"saulin_01_vp_01","empathy","control","treat_first",380
"134",0,3,"11","942",1,"saulin_01_vp_01","empathy","control","treat_first",220
"135",0,3,"12","1685",1,"saulin_01_vp_01","empathy","control","treat_first",280
"136",0,3,"13","2810",1,"saulin_01_vp_01","empathy","control","treat_first",60
"137",0,3,"14","1229",1,"saulin_01_vp_01","empathy","control","treat_first",340
"138",0,3,"15","1802",1,"saulin_01_vp_01","empathy","control","treat_first",320
"139",0,3,"16","2283",0,"saulin_01_vp_01","empathy","control","treat_first",40
"140",0,3,"17","1838",1,"saulin_01_vp_01","empathy","control","treat_first",240
"141",0,3,"18","1280",1,"saulin_01_vp_01","empathy","control","treat_first",300
"142",0,3,"19","1255",1,"saulin_01_vp_01","empathy","control","treat_first",220
"143",0,3,"20","1483",1,"saulin_01_vp_01","empathy","control","treat_first",340
"144",0,3,"21","2534",1,"saulin_01_vp_01","empathy","control","treat_first",280
"145",0,3,"22","2081",0,"saulin_01_vp_01","empathy","control","treat_first",20
"146",0,3,"23","1871",1,"saulin_01_vp_01","empathy","control","treat_first",180
"147",0,3,"24","1729",1,"saulin_01_vp_01","empathy","control","treat_first",120
"148",0,3,"25","1790",1,"saulin_01_vp_01","empathy","control","treat_first",360
"149",1,1,"1","797",1,"saulin_01_vp_03","empathy","control","treat_first",380
"150",1,1,"2","1006",1,"saulin_01_vp_03","empathy","control","treat_first",60
"151",1,1,"3","658",1,"saulin_01_vp_03","empathy","control","treat_first",280
"152",1,1,"4","915",1,"saulin_01_vp_03","empathy","control","treat_first",340
"153",1,1,"5","961",1,"saulin_01_vp_03","empathy","control","treat_first",220
"154",1,1,"6","836",0,"saulin_01_vp_03","empathy","control","treat_first",380
"155",1,1,"7","952",1,"saulin_01_vp_03","empathy","control","treat_first",300
"156",1,1,"8","930",1,"saulin_01_vp_03","empathy","control","treat_first",280
"157",1,1,"9","1042",1,"saulin_01_vp_03","empathy","control","treat_first",180
"158",1,1,"10","550",0,"saulin_01_vp_03","empathy","control","treat_first",20
"159",1,1,"11","785",1,"saulin_01_vp_03","empathy","control","treat_first",380
"160",1,1,"12","842",1,"saulin_01_vp_03","empathy","control","treat_first",360
"161",1,1,"13","1187",1,"saulin_01_vp_03","empathy","control","treat_first",240
"162",1,1,"14","1162",1,"saulin_01_vp_03","empathy","control","treat_first",320
"163",1,1,"15","1145",1,"saulin_01_vp_03","empathy","control","treat_first",100
"164",1,1,"16","1268",1,"saulin_01_vp_03","empathy","control","treat_first",360
"165",1,1,"17","1205",1,"saulin_01_vp_03","empathy","control","treat_first",40
"166",1,1,"18","1326",1,"saulin_01_vp_03","empathy","control","treat_first",240
"167",1,1,"19","1295",0,"saulin_01_vp_03","empathy","control","treat_first",120
"168",1,1,"20","1234",1,"saulin_01_vp_03","empathy","control","treat_first",380
"169",1,1,"21","996",1,"saulin_01_vp_03","empathy","control","treat_first",180
"170",1,1,"22","705",1,"saulin_01_vp_03","empathy","control","treat_first",340
"171",1,1,"23","1199",1,"saulin_01_vp_03","empathy","control","treat_first",220
"172",1,1,"24","1212",0,"saulin_01_vp_03","empathy","control","treat_first",160
"173",1,1,"25","878",1,"saulin_01_vp_03","empathy","control","treat_first",320
"174",1,2,"1","1045",1,"saulin_01_vp_03","empathy","control","treat_first",380
"175",1,2,"2","794",0,"saulin_01_vp_03","empathy","control","treat_first",60
"176",1,2,"3","876",1,"saulin_01_vp_03","empathy","control","treat_first",280
"177",1,2,"4","1607",1,"saulin_01_vp_03","empathy","control","treat_first",340
"178",1,2,"5","1446",1,"saulin_01_vp_03","empathy","control","treat_first",220
"179",1,2,"6","742",0,"saulin_01_vp_03","empathy","control","treat_first",380
"180",1,2,"7","1421",1,"saulin_01_vp_03","empathy","control","treat_first",300
"181",1,2,"8","1050",1,"saulin_01_vp_03","empathy","control","treat_first",280
"182",1,2,"9","1251",1,"saulin_01_vp_03","empathy","control","treat_first",180
"183",1,2,"10","916",0,"saulin_01_vp_03","empathy","control","treat_first",20
"184",1,2,"11","1186",1,"saulin_01_vp_03","empathy","control","treat_first",380
"185",1,2,"12","1421",1,"saulin_01_vp_03","empathy","control","treat_first",360
"186",1,2,"13","2030",0,"saulin_01_vp_03","empathy","control","treat_first",240
"187",1,2,"14","822",1,"saulin_01_vp_03","empathy","control","treat_first",320
"188",1,2,"15","1826",1,"saulin_01_vp_03","empathy","control","treat_first",100
"189",1,2,"16","1458",1,"saulin_01_vp_03","empathy","control","treat_first",360
"190",1,2,"17","842",1,"saulin_01_vp_03","empathy","control","treat_first",40
"191",1,2,"18","1002",1,"saulin_01_vp_03","empathy","control","treat_first",240
"192",1,2,"19","2131",1,"saulin_01_vp_03","empathy","control","treat_first",120
"193",1,2,"20","1504",1,"saulin_01_vp_03","empathy","control","treat_first",380
"194",1,2,"21","1003",1,"saulin_01_vp_03","empathy","control","treat_first",180
"195",1,2,"22","790",1,"saulin_01_vp_03","empathy","control","treat_first",340
"196",1,2,"23","1267",1,"saulin_01_vp_03","empathy","control","treat_first",220
"197",1,2,"24","1980",0,"saulin_01_vp_03","empathy","control","treat_first",160
"198",1,2,"25","1525",1,"saulin_01_vp_03","empathy","control","treat_first",320
"199",1,3,"1","1074",1,"saulin_01_vp_03","empathy","control","treat_first",100
"200",1,3,"2","1164",0,"saulin_01_vp_03","empathy","control","treat_first",380
"201",1,3,"3","767",1,"saulin_01_vp_03","empathy","control","treat_first",380
"202",1,3,"4","932",1,"saulin_01_vp_03","empathy","control","treat_first",340
"203",1,3,"5","984",1,"saulin_01_vp_03","empathy","control","treat_first",240
"204",1,3,"6","2043",0,"saulin_01_vp_03","empathy","control","treat_first",40
"205",1,3,"7","2818",1,"saulin_01_vp_03","empathy","control","treat_first",360
"206",1,3,"8","942",1,"saulin_01_vp_03","empathy","control","treat_first",300
"207",1,3,"9","1166",1,"saulin_01_vp_03","empathy","control","treat_first",340
"208",1,3,"10","1538",1,"saulin_01_vp_03","empathy","control","treat_first",60
"209",1,3,"11","1299",1,"saulin_01_vp_03","empathy","control","treat_first",360
"210",1,3,"12","861",1,"saulin_01_vp_03","empathy","control","treat_first",180
"211",1,3,"13","1406",0,"saulin_01_vp_03","empathy","control","treat_first",120
"212",1,3,"14","825",1,"saulin_01_vp_03","empathy","control","treat_first",280
"213",1,3,"15","1885",1,"saulin_01_vp_03","empathy","control","treat_first",380
"214",1,3,"16","1364",1,"saulin_01_vp_03","empathy","control","treat_first",220
"215",1,3,"17","1254",1,"saulin_01_vp_03","empathy","control","treat_first",180
"216",1,3,"18","2052",1,"saulin_01_vp_03","empathy","control","treat_first",240
"217",1,3,"19","896",1,"saulin_01_vp_03","empathy","control","treat_first",320
"218",1,3,"20","2691",1,"saulin_01_vp_03","empathy","control","treat_first",380
"219",1,3,"21","1129",1,"saulin_01_vp_03","empathy","control","treat_first",20
"220",1,3,"22","1232",1,"saulin_01_vp_03","empathy","control","treat_first",320
"221",1,3,"23","1289",1,"saulin_01_vp_03","empathy","control","treat_first",280
"222",1,3,"24","1179",1,"saulin_01_vp_03","empathy","control","treat_first",160
"223",1,3,"25","978",1,"saulin_01_vp_03","empathy","control","treat_first",220
"224",1,1,"1","656",1,"saulin_01_vp_03","empathy","decay","treat_first",300
"225",1,1,"2","833",1,"saulin_01_vp_03","empathy","decay","treat_first",360
"226",1,1,"3","1072",1,"saulin_01_vp_03","empathy","decay","treat_first",380
"227",1,1,"4","1170",0,"saulin_01_vp_03","empathy","decay","treat_first",380
"228",1,1,"5","1040",1,"saulin_01_vp_03","empathy","decay","treat_first",240
"229",1,1,"6","2162",1,"saulin_01_vp_03","empathy","decay","treat_first",340
"230",1,1,"7","1452",1,"saulin_01_vp_03","empathy","decay","treat_first",120
"231",1,1,"8","872",1,"saulin_01_vp_03","empathy","decay","treat_first",380
"232",1,1,"9","1314",1,"saulin_01_vp_03","empathy","decay","treat_first",380
"233",1,1,"10","861",1,"saulin_01_vp_03","empathy","decay","treat_first",240
"234",1,1,"11","1658",1,"saulin_01_vp_03","empathy","decay","treat_first",340
"235",1,1,"12","1585",1,"saulin_01_vp_03","empathy","decay","treat_first",280
"236",1,1,"13","962",1,"saulin_01_vp_03","empathy","decay","treat_first",320
"237",1,1,"14","1781",1,"saulin_01_vp_03","empathy","decay","treat_first",20
"238",1,1,"15","1015",1,"saulin_01_vp_03","empathy","decay","treat_first",160
"239",1,1,"16","1193",1,"saulin_01_vp_03","empathy","decay","treat_first",60
"240",1,1,"17","991",1,"saulin_01_vp_03","empathy","decay","treat_first",220
"241",1,1,"18","1083",1,"saulin_01_vp_03","empathy","decay","treat_first",220
"242",1,1,"19","753",1,"saulin_01_vp_03","empathy","decay","treat_first",280
"243",1,1,"20","1757",0,"saulin_01_vp_03","empathy","decay","treat_first",180
"244",1,1,"21","1564",1,"saulin_01_vp_03","empathy","decay","treat_first",40
"245",1,1,"22","1045",1,"saulin_01_vp_03","empathy","decay","treat_first",320
"246",1,1,"23","2791",0,"saulin_01_vp_03","empathy","decay","treat_first",100
"247",1,1,"24","1679",1,"saulin_01_vp_03","empathy","decay","treat_first",180
"248",1,1,"25","1779",1,"saulin_01_vp_03","empathy","decay","treat_first",360
"249",1,2,"1","753",1,"saulin_01_vp_03","empathy","decay","treat_first",300
"250",1,2,"2","833",1,"saulin_01_vp_03","empathy","decay","treat_first",360
"251",1,2,"3","1134",1,"saulin_01_vp_03","empathy","decay","treat_first",380
"252",1,2,"4","1858",0,"saulin_01_vp_03","empathy","decay","treat_first",380
"253",1,2,"5","1271",1,"saulin_01_vp_03","empathy","decay","treat_first",240
"254",1,2,"6","817",1,"saulin_01_vp_03","empathy","decay","treat_first",340
"255",1,2,"7","2546",1,"saulin_01_vp_03","empathy","decay","treat_first",120
"256",1,2,"8","1262",1,"saulin_01_vp_03","empathy","decay","treat_first",380
"257",1,2,"9","1021",1,"saulin_01_vp_03","empathy","decay","treat_first",380
"258",1,2,"10","1468",1,"saulin_01_vp_03","empathy","decay","treat_first",240
"259",1,2,"11","1012",1,"saulin_01_vp_03","empathy","decay","treat_first",340
"260",1,2,"12","1394",1,"saulin_01_vp_03","empathy","decay","treat_first",280
"261",1,2,"13","1237",1,"saulin_01_vp_03","empathy","decay","treat_first",320
"262",1,2,"14","2226",1,"saulin_01_vp_03","empathy","decay","treat_first",20
"263",1,2,"15","1175",1,"saulin_01_vp_03","empathy","decay","treat_first",160
"264",1,2,"16","1879",0,"saulin_01_vp_03","empathy","decay","treat_first",60
"265",1,2,"17","1522",1,"saulin_01_vp_03","empathy","decay","treat_first",220
"266",1,2,"18","1441",1,"saulin_01_vp_03","empathy","decay","treat_first",220
"267",1,2,"19","1117",1,"saulin_01_vp_03","empathy","decay","treat_first",280
"268",1,2,"20","1035",1,"saulin_01_vp_03","empathy","decay","treat_first",180
"269",1,2,"21","1607",0,"saulin_01_vp_03","empathy","decay","treat_first",40
"270",1,2,"22","2133",1,"saulin_01_vp_03","empathy","decay","treat_first",320
"271",1,2,"23","1805",0,"saulin_01_vp_03","empathy","decay","treat_first",100
"272",1,2,"24","1212",1,"saulin_01_vp_03","empathy","decay","treat_first",180
"273",1,2,"25","1745",1,"saulin_01_vp_03","empathy","decay","treat_first",360
"274",1,3,"1","897",1,"saulin_01_vp_03","empathy","decay","treat_first",380
"275",1,3,"2","1335",1,"saulin_01_vp_03","empathy","decay","treat_first",220
"276",1,3,"3","1431",1,"saulin_01_vp_03","empathy","decay","treat_first",380
"277",1,3,"4","1048",1,"saulin_01_vp_03","empathy","decay","treat_first",360
"278",1,3,"5","777",1,"saulin_01_vp_03","empathy","decay","treat_first",40
"279",1,3,"6","868",1,"saulin_01_vp_03","empathy","decay","treat_first",320
"280",1,3,"7","1433",1,"saulin_01_vp_03","empathy","decay","treat_first",180
"281",1,3,"8","1175",1,"saulin_01_vp_03","empathy","decay","treat_first",340
"282",1,3,"9","1726",0,"saulin_01_vp_03","empathy","decay","treat_first",20
"283",1,3,"10","1344",1,"saulin_01_vp_03","empathy","decay","treat_first",280
"284",1,3,"11","1220",1,"saulin_01_vp_03","empathy","decay","treat_first",100
"285",1,3,"12","1353",1,"saulin_01_vp_03","empathy","decay","treat_first",220
"286",1,3,"13","3350",0,"saulin_01_vp_03","empathy","decay","treat_first",180
"287",1,3,"14","1350",1,"saulin_01_vp_03","empathy","decay","treat_first",300
"288",1,3,"15","1098",1,"saulin_01_vp_03","empathy","decay","treat_first",280
"289",1,3,"16","1541",1,"saulin_01_vp_03","empathy","decay","treat_first",360
"290",1,3,"17","2229",1,"saulin_01_vp_03","empathy","decay","treat_first",240
"291",1,3,"18","1076",1,"saulin_01_vp_03","empathy","decay","treat_first",240
"292",1,3,"19","2120",1,"saulin_01_vp_03","empathy","decay","treat_first",120
"293",1,3,"20","1556",1,"saulin_01_vp_03","empathy","decay","treat_first",340
"294",1,3,"21","2319",0,"saulin_01_vp_03","empathy","decay","treat_first",60
"295",1,3,"22","1567",0,"saulin_01_vp_03","empathy","decay","treat_first",380
"296",1,3,"23","2581",1,"saulin_01_vp_03","empathy","decay","treat_first",160
"297",1,3,"24","1776",1,"saulin_01_vp_03","empathy","decay","treat_first",380
"298",1,3,"25","1233",1,"saulin_01_vp_03","empathy","decay","treat_first",320
"299",2,1,"1","1432",0,"saulin_01_vp_04","empathy","control","con_first",20
"300",2,1,"2","1428",1,"saulin_01_vp_04","empathy","control","con_first",340
"301",2,1,"3","2224",1,"saulin_01_vp_04","empathy","control","con_first",380
"302",2,1,"4","2293",1,"saulin_01_vp_04","empathy","control","con_first",220
"303",2,1,"5","1454",0,"saulin_01_vp_04","empathy","control","con_first",60
"304",2,1,"6","1660",1,"saulin_01_vp_04","empathy","control","con_first",380
"305",2,1,"7","1972",0,"saulin_01_vp_04","empathy","control","con_first",240
"306",2,1,"8","1998",0,"saulin_01_vp_04","empathy","control","con_first",180
"307",2,1,"9","1800",1,"saulin_01_vp_04","empathy","control","con_first",320
"308",2,1,"10","2047",0,"saulin_01_vp_04","empathy","control","con_first",380
"309",2,1,"11","1941",1,"saulin_01_vp_04","empathy","control","con_first",320
"310",2,1,"12","1760",1,"saulin_01_vp_04","empathy","control","con_first",240
"311",2,1,"13","1288",0,"saulin_01_vp_04","empathy","control","con_first",160
"312",2,1,"14","2186",1,"saulin_01_vp_04","empathy","control","con_first",340
"313",2,1,"15","1433",1,"saulin_01_vp_04","empathy","control","con_first",380
"314",2,1,"16","1322",1,"saulin_01_vp_04","empathy","control","con_first",120
"315",2,1,"17","1883",1,"saulin_01_vp_04","empathy","control","con_first",360
"316",2,1,"18","2972",0,"saulin_01_vp_04","empathy","control","con_first",40
"317",2,1,"19","998",1,"saulin_01_vp_04","empathy","control","con_first",360
"318",2,1,"20","1425",1,"saulin_01_vp_04","empathy","control","con_first",300
"319",2,1,"21","2041",1,"saulin_01_vp_04","empathy","control","con_first",100
"320",2,1,"22","1259",0,"saulin_01_vp_04","empathy","control","con_first",280
"321",2,1,"23","1103",1,"saulin_01_vp_04","empathy","control","con_first",280
"322",2,1,"24","1926",1,"saulin_01_vp_04","empathy","control","con_first",220
"323",2,1,"25","1909",1,"saulin_01_vp_04","empathy","control","con_first",180
"324",2,2,"1","1589",0,"saulin_01_vp_04","empathy","control","con_first",20
"325",2,2,"2","1489",1,"saulin_01_vp_04","empathy","control","con_first",340
"326",2,2,"3","1467",1,"saulin_01_vp_04","empathy","control","con_first",380
"327",2,2,"4","1488",1,"saulin_01_vp_04","empathy","control","con_first",220
"328",2,2,"5","1742",0,"saulin_01_vp_04","empathy","control","con_first",60
"329",2,2,"6","2098",0,"saulin_01_vp_04","empathy","control","con_first",380
"330",2,2,"7","1417",0,"saulin_01_vp_04","empathy","control","con_first",240
"331",2,2,"8","1432",1,"saulin_01_vp_04","empathy","control","con_first",180
"332",2,2,"9","2641",0,"saulin_01_vp_04","empathy","control","con_first",320
"333",2,2,"10","1006",0,"saulin_01_vp_04","empathy","control","con_first",380
"334",2,2,"11","1043",1,"saulin_01_vp_04","empathy","control","con_first",320
"335",2,2,"12","966",1,"saulin_01_vp_04","empathy","control","con_first",240
"336",2,2,"13","1630",0,"saulin_01_vp_04","empathy","control","con_first",160
"337",2,2,"14","1699",1,"saulin_01_vp_04","empathy","control","con_first",340
"338",2,2,"15","2269",1,"saulin_01_vp_04","empathy","control","con_first",380
"339",2,2,"16","1868",1,"saulin_01_vp_04","empathy","control","con_first",120
"340",2,2,"17","2296",0,"saulin_01_vp_04","empathy","control","con_first",360
"341",2,2,"18","1350",1,"saulin_01_vp_04","empathy","control","con_first",40
"342",2,2,"19","1052",1,"saulin_01_vp_04","empathy","control","con_first",360
"343",2,2,"20","1255",1,"saulin_01_vp_04","empathy","control","con_first",300
"344",2,2,"21","1087",1,"saulin_01_vp_04","empathy","control","con_first",100
"345",2,2,"22","2079",0,"saulin_01_vp_04","empathy","control","con_first",280
"346",2,2,"23","949",1,"saulin_01_vp_04","empathy","control","con_first",280
"347",2,2,"24","1595",0,"saulin_01_vp_04","empathy","control","con_first",220
