"","subj_idx","blockno","trialno","rt","response","id","motive","condition","other_poss_gain"
"1372",6,2,16,781,1,"md_as_19","reciprocity","control",360
"1373",6,2,17,788,1,"md_as_19","reciprocity","control",100
"1374",6,2,18,1221,1,"md_as_19","reciprocity","control",60
"1375",6,2,19,1740,1,"md_as_19","reciprocity","control",300
"1376",6,2,20,805,1,"md_as_19","reciprocity","control",300
"1377",6,2,21,1337,1,"md_as_19","reciprocity","control",320
"1378",6,2,22,1731,1,"md_as_19","reciprocity","control",220
"1379",6,2,23,1016,1,"md_as_19","reciprocity","control",360
"1380",6,2,24,1366,1,"md_as_19","reciprocity","control",360
"1381",6,2,25,1979,0,"md_as_19","reciprocity","control",40
"1382",6,2,26,2626,1,"md_as_19","reciprocity","control",160
"1383",6,2,27,901,1,"md_as_19","reciprocity","control",180
"1384",6,2,28,940,0,"md_as_19","reciprocity","control",380
"1385",6,2,29,2126,1,"md_as_19","reciprocity","control",380
"1386",6,2,30,1411,1,"md_as_19","reciprocity","control",240
"1387",6,2,31,1544,1,"md_as_19","reciprocity","control",320
"1388",6,2,32,969,1,"md_as_19","reciprocity","control",220
"1389",6,2,33,1737,1,"md_as_19","reciprocity","control",240
"1390",6,2,34,1839,1,"md_as_19","reciprocity","control",380
"1391",6,3,1,1288,1,"md_as_19","reciprocity","control",360
"1392",6,3,2,698,0,"md_as_19","reciprocity","control",380
"1393",6,3,3,937,1,"md_as_19","reciprocity","control",220
"1394",6,3,4,2454,0,"md_as_19","reciprocity","control",100
"1395",6,3,5,799,1,"md_as_19","reciprocity","control",380
"1396",6,3,6,1833,1,"md_as_19","reciprocity","control",120
"1397",6,3,7,1196,1,"md_as_19","reciprocity","control",240
"1398",6,3,8,822,1,"md_as_19","reciprocity","control",160
"1399",6,3,9,784,1,"md_as_19","reciprocity","control",180
"1400",6,3,10,699,1,"md_as_19","reciprocity","control",240
"1401",6,3,11,1312,0,"md_as_19","reciprocity","control",20
"1402",6,3,12,3154,0,"md_as_19","reciprocity","control",40
"1403",6,3,13,1153,1,"md_as_19","reciprocity","control",360
"1404",6,3,14,1361,1,"md_as_19","reciprocity","control",380
"1405",6,3,15,1681,0,"md_as_19","reciprocity","control",40
"1406",6,3,16,1914,1,"md_as_19","reciprocity","control",380
"1407",6,3,17,1561,1,"md_as_19","reciprocity","control",180
"1408",6,3,18,1173,1,"md_as_19","reciprocity","control",100
"1409",6,3,19,1321,1,"md_as_19","reciprocity","control",360
"1410",6,3,20,1713,1,"md_as_19","reciprocity","control",280
"1411",6,3,21,998,1,"md_as_19","reciprocity","control",280
"1412",6,3,22,1337,1,"md_as_19","reciprocity","control",360
"1413",6,3,23,638,1,"md_as_19","reciprocity","control",300
"1414",6,3,24,622,1,"md_as_19","reciprocity","control",320
"1415",6,3,25,1422,1,"md_as_19","reciprocity","control",340
"1416",6,3,26,2006,0,"md_as_19","reciprocity","control",20
"1417",6,3,27,1454,1,"md_as_19","reciprocity","control",340
"1418",6,3,28,1166,1,"md_as_19","reciprocity","control",320
"1419",6,3,29,2140,1,"md_as_19","reciprocity","control",220
"1420",6,3,30,2701,0,"md_as_19","reciprocity","control",60
"1421",6,3,31,2109,1,"md_as_19","reciprocity","control",60
"1422",6,3,32,925,1,"md_as_19","reciprocity","control",300
"1423",6,3,33,2157,1,"md_as_19","reciprocity","control",120
"1424",6,3,34,2229,1,"md_as_19","reciprocity","control",160
"1425",7,1,1,1000,1,"md_as_21","reciprocity","decay",300
"1426",7,1,2,915,0,"md_as_21","reciprocity","decay",280
"1427",7,1,3,1602,0,"md_as_21","reciprocity","decay",100
"1428",7,1,4,941,1,"md_as_21","reciprocity","decay",40
"1429",7,1,5,1632,0,"md_as_21","reciprocity","decay",100
"1430",7,1,6,768,1,"md_as_21","reciprocity","decay",340
"1431",7,1,7,1926,1,"md_as_21","reciprocity","decay",360
"1432",7,1,8,829,1,"md_as_21","reciprocity","decay",360
"1433",7,1,9,1149,0,"md_as_21","reciprocity","decay",300
"1434",7,1,10,799,1,"md_as_21","reciprocity","decay",240
"1435",7,1,11,805,1,"md_as_21","reciprocity","decay",360
"1436",7,1,12,860,0,"md_as_21","reciprocity","decay",340
"1437",7,1,13,1061,1,"md_as_21","reciprocity","decay",120
"1438",7,1,14,785,1,"md_as_21","reciprocity","decay",380
"1439",7,1,15,1016,1,"md_as_21","reciprocity","decay",380
"1440",7,1,16,1258,0,"md_as_21","reciprocity","decay",60
"1441",7,1,17,1183,1,"md_as_21","reciprocity","decay",180
"1442",7,1,18,1834,0,"md_as_21","reciprocity","decay",220
"1443",7,1,19,1825,0,"md_as_21","reciprocity","decay",20
"1444",7,1,20,1375,1,"md_as_21","reciprocity","decay",120
"1445",7,1,21,1144,1,"md_as_21","reciprocity","decay",380
"1446",7,1,22,1333,0,"md_as_21","reciprocity","decay",220
"1447",7,1,23,1160,1,"md_as_21","reciprocity","decay",280
"1448",7,1,24,1146,0,"md_as_21","reciprocity","decay",20
"1449",7,1,25,1142,0,"md_as_21","reciprocity","decay",380
"1450",7,1,26,891,0,"md_as_21","reciprocity","decay",320
"1451",7,1,27,1449,0,"md_as_21","reciprocity","decay",320
"1452",7,1,28,1191,1,"md_as_21","reciprocity","decay",160
"1453",7,1,29,2005,1,"md_as_21","reciprocity","decay",160
"1454",7,1,30,737,0,"md_as_21","reciprocity","decay",240
"1455",7,1,31,1229,1,"md_as_21","reciprocity","decay",180
"1456",7,1,32,1482,1,"md_as_21","reciprocity","decay",40
"1457",7,1,33,713,0,"md_as_21","reciprocity","decay",60
"1458",7,1,34,1042,0,"md_as_21","reciprocity","decay",360
"1459",7,2,1,1861,1,"md_as_21","reciprocity","decay",300
"1460",7,2,2,849,0,"md_as_21","reciprocity","decay",280
"1461",7,2,3,2048,1,"md_as_21","reciprocity","decay",100
"1462",7,2,4,879,0,"md_as_21","reciprocity","decay",40
"1463",7,2,5,716,0,"md_as_21","reciprocity","decay",100
"1464",7,2,6,747,1,"md_as_21","reciprocity","decay",340
"1465",7,2,7,1783,1,"md_as_21","reciprocity","decay",360
"1466",7,2,8,1413,1,"md_as_21","reciprocity","decay",360
"1467",7,2,9,1242,1,"md_as_21","reciprocity","decay",300
"1468",7,2,10,1144,1,"md_as_21","reciprocity","decay",240
"1469",7,2,11,755,1,"md_as_21","reciprocity","decay",360
"1470",7,2,12,698,0,"md_as_21","reciprocity","decay",340
"1471",7,2,13,1221,0,"md_as_21","reciprocity","decay",120
"1472",7,2,14,940,1,"md_as_21","reciprocity","decay",380
"1473",7,2,15,995,1,"md_as_21","reciprocity","decay",380
"1474",7,2,16,1259,0,"md_as_21","reciprocity","decay",60
"1475",7,2,17,1417,1,"md_as_21","reciprocity","decay",180
"1476",7,2,18,846,0,"md_as_21","reciprocity","decay",220
"1477",7,2,19,600,0,"md_as_21","reciprocity","decay",20
"1478",7,2,20,1273,0,"md_as_21","reciprocity","decay",120
"1479",7,2,21,1232,1,"md_as_21","reciprocity","decay",380
"1480",7,2,22,909,0,"md_as_21","reciprocity","decay",220
"1481",7,2,23,1202,1,"md_as_21","reciprocity","decay",280
"1482",7,2,24,1507,1,"md_as_21","reciprocity","decay",20
"1483",7,2,25,1702,0,"md_as_21","reciprocity","decay",380
"1484",7,2,26,1285,1,"md_as_21","reciprocity","decay",320
"1485",7,2,27,1024,1,"md_as_21","reciprocity","decay",320
"1486",7,2,28,1713,0,"md_as_21","reciprocity","decay",160
"1487",7,2,29,643,0,"md_as_21","reciprocity","decay",160
"1488",7,2,30,900,1,"md_as_21","reciprocity","decay",240
"1489",7,2,31,976,1,"md_as_21","reciprocity","decay",180
"1490",7,2,32,1113,1,"md_as_21","reciprocity","decay",40
"1491",7,2,33,970,1,"md_as_21","reciprocity","decay",60
"1492",7,2,34,823,0,"md_as_21","reciprocity","decay",360
"1493",7,3,1,2492,0,"md_as_21","reciprocity","decay",380
"1494",7,3,2,687,0,"md_as_21","reciprocity","decay",220
"1495",7,3,3,661,0,"md_as_21","reciprocity","decay",180
"1496",7,3,4,511,0,"md_as_21","reciprocity","decay",280
"1497",7,3,5,1326,0,"md_as_21","reciprocity","decay",20
"1498",7,3,6,1576,1,"md_as_21","reciprocity","decay",300
"1499",7,3,7,1398,0,"md_as_21","reciprocity","decay",60
"1500",7,3,8,862,0,"md_as_21","reciprocity","decay",360
"1501",7,3,9,933,0,"md_as_21","reciprocity","decay",160
"1502",7,3,10,709,0,"md_as_21","reciprocity","decay",220
"1503",7,3,11,704,0,"md_as_21","reciprocity","decay",40
"1504",7,3,12,875,1,"md_as_21","reciprocity","decay",380
"1505",7,3,13,823,0,"md_as_21","reciprocity","decay",160
"1506",7,3,14,963,0,"md_as_21","reciprocity","decay",240
"1507",7,3,15,981,0,"md_as_21","reciprocity","decay",20
"1508",7,3,16,625,0,"md_as_21","reciprocity","decay",100
"1509",7,3,17,902,0,"md_as_21","reciprocity","decay",340
"1510",7,3,18,1117,0,"md_as_21","reciprocity","decay",380
"1511",7,3,19,797,0,"md_as_21","reciprocity","decay",120
"1512",7,3,20,636,0,"md_as_21","reciprocity","decay",340
"1513",7,3,21,979,1,"md_as_21","reciprocity","decay",380
"1514",7,3,22,893,0,"md_as_21","reciprocity","decay",60
"1515",7,3,23,1333,1,"md_as_21","reciprocity","decay",300
"1516",7,3,24,696,0,"md_as_21","reciprocity","decay",120
"1517",7,3,25,732,0,"md_as_21","reciprocity","decay",240
"1518",7,3,26,786,0,"md_as_21","reciprocity","decay",320
"1519",7,3,27,702,0,"md_as_21","reciprocity","decay",280
"1520",7,3,28,555,0,"md_as_21","reciprocity","decay",360
"1521",7,3,29,732,0,"md_as_21","reciprocity","decay",40
"1522",7,3,30,1389,1,"md_as_21","reciprocity","decay",360
"1523",7,3,31,948,0,"md_as_21","reciprocity","decay",360
"1524",7,3,32,878,0,"md_as_21","reciprocity","decay",100
"1525",7,3,33,671,0,"md_as_21","reciprocity","decay",320
"1526",7,3,34,679,0,"md_as_21","reciprocity","decay",180
"1527",7,1,1,1116,1,"md_as_21","reciprocity","control",360
"1528",7,1,2,980,1,"md_as_21","reciprocity","control",340
"1529",7,1,3,793,1,"md_as_21","reciprocity","control",380
"1530",7,1,4,691,1,"md_as_21","reciprocity","control",280
"1531",7,1,5,669,0,"md_as_21","reciprocity","control",380
"1532",7,1,6,1520,0,"md_as_21","reciprocity","control",40
"1533",7,1,7,933,0,"md_as_21","reciprocity","control",60
"1534",7,1,8,802,0,"md_as_21","reciprocity","control",220
"1535",7,1,9,793,0,"md_as_21","reciprocity","control",20
"1536",7,1,10,694,0,"md_as_21","reciprocity","control",160
"1537",7,1,11,1904,0,"md_as_21","reciprocity","control",240
"1538",7,1,12,1239,1,"md_as_21","reciprocity","control",380
"1539",7,1,13,1085,0,"md_as_21","reciprocity","control",320
"1540",7,1,14,1091,1,"md_as_21","reciprocity","control",240
"1541",7,1,15,961,1,"md_as_21","reciprocity","control",300
"1542",7,1,16,1409,0,"md_as_21","reciprocity","control",20
"1543",7,1,17,1570,0,"md_as_21","reciprocity","control",60
"1544",7,1,18,1015,0,"md_as_21","reciprocity","control",100
"1545",7,1,19,1049,0,"md_as_21","reciprocity","control",320
"1546",7,1,20,1201,1,"md_as_21","reciprocity","control",280
"1547",7,1,21,1043,1,"md_as_21","reciprocity","control",360
"1548",7,1,22,1670,0,"md_as_21","reciprocity","control",360
"1549",7,1,23,1147,0,"md_as_21","reciprocity","control",160
"1550",7,1,24,819,0,"md_as_21","reciprocity","control",120
"1551",7,1,25,850,0,"md_as_21","reciprocity","control",180
"1552",7,1,26,634,0,"md_as_21","reciprocity","control",120
"1553",7,1,27,1070,0,"md_as_21","reciprocity","control",300
"1554",7,1,28,1178,1,"md_as_21","reciprocity","control",380
"1555",7,1,29,1015,0,"md_as_21","reciprocity","control",220
"1556",7,1,30,776,0,"md_as_21","reciprocity","control",360
"1557",7,1,31,706,0,"md_as_21","reciprocity","control",100
"1558",7,1,32,686,0,"md_as_21","reciprocity","control",180
"1559",7,1,33,786,1,"md_as_21","reciprocity","control",340
"1560",7,1,34,697,0,"md_as_21","reciprocity","control",40
"1561",7,2,1,1234,1,"md_as_21","reciprocity","control",360
"1562",7,2,2,1257,1,"md_as_21","reciprocity","control",340
"1563",7,2,3,974,1,"md_as_21","reciprocity","control",380
"1564",7,2,4,816,1,"md_as_21","reciprocity","control",280
"1565",7,2,5,854,0,"md_as_21","reciprocity","control",380
"1566",7,2,6,940,0,"md_as_21","reciprocity","control",40
"1567",7,2,7,1019,0,"md_as_21","reciprocity","control",60
"1568",7,2,8,842,0,"md_as_21","reciprocity","control",220
"1569",7,2,9,505,0,"md_as_21","reciprocity","control",20
"1570",7,2,10,867,0,"md_as_21","reciprocity","control",160
"1571",7,2,11,745,1,"md_as_21","reciprocity","control",240
"1572",7,2,12,1232,1,"md_as_21","reciprocity","control",380
"1573",7,2,13,1012,0,"md_as_21","reciprocity","control",320
"1574",7,2,14,699,0,"md_as_21","reciprocity","control",240
"1575",7,2,15,1078,1,"md_as_21","reciprocity","control",300
"1576",7,2,16,1091,0,"md_as_21","reciprocity","control",20
"1577",7,2,17,661,0,"md_as_21","reciprocity","control",60
"1578",7,2,18,1061,0,"md_as_21","reciprocity","control",100
"1579",7,2,19,848,0,"md_as_21","reciprocity","control",320
"1580",7,2,20,809,0,"md_as_21","reciprocity","control",280
"1581",7,2,21,775,0,"md_as_21","reciprocity","control",360
"1582",7,2,22,708,0,"md_as_21","reciprocity","control",360
"1583",7,2,23,753,0,"md_as_21","reciprocity","control",160
"1584",7,2,24,1017,1,"md_as_21","reciprocity","control",120
"1585",7,2,25,629,0,"md_as_21","reciprocity","control",180
"1586",7,2,26,737,0,"md_as_21","reciprocity","control",120
"1587",7,2,27,706,0,"md_as_21","reciprocity","control",300
"1588",7,2,28,1306,1,"md_as_21","reciprocity","control",380
"1589",7,2,29,1042,0,"md_as_21","reciprocity","control",220
"1590",7,2,30,727,0,"md_as_21","reciprocity","control",360
"1591",7,2,31,893,0,"md_as_21","reciprocity","control",100
"1592",7,2,32,939,0,"md_as_21","reciprocity","control",180
"1593",7,2,33,514,0,"md_as_21","reciprocity","control",340
"1594",7,2,34,677,0,"md_as_21","reciprocity","control",40
"1595",7,3,1,1577,0,"md_as_21","reciprocity","control",380
"1596",7,3,2,1070,0,"md_as_21","reciprocity","control",240
"1597",7,3,3,940,0,"md_as_21","reciprocity","control",120
"1598",7,3,4,802,0,"md_as_21","reciprocity","control",100
"1599",7,3,5,725,0,"md_as_21","reciprocity","control",20
"1600",7,3,6,667,0,"md_as_21","reciprocity","control",180
"1601",7,3,7,573,0,"md_as_21","reciprocity","control",160
"1602",7,3,8,613,0,"md_as_21","reciprocity","control",180
"1603",7,3,9,667,0,"md_as_21","reciprocity","control",320
"1604",7,3,10,733,0,"md_as_21","reciprocity","control",280
"1605",7,3,11,473,0,"md_as_21","reciprocity","control",220
"1606",7,3,12,764,0,"md_as_21","reciprocity","control",320
"1607",7,3,13,956,1,"md_as_21","reciprocity","control",340
"1608",7,3,14,787,0,"md_as_21","reciprocity","control",40
"1609",7,3,15,799,0,"md_as_21","reciprocity","control",120
"1610",7,3,16,595,0,"md_as_21","reciprocity","control",40
"1611",7,3,17,632,0,"md_as_21","reciprocity","control",340
"1612",7,3,18,637,0,"md_as_21","reciprocity","control",360
"1613",7,3,19,852,0,"md_as_21","reciprocity","control",280
"1614",7,3,20,610,0,"md_as_21","reciprocity","control",60
"1615",7,3,21,626,0,"md_as_21","reciprocity","control",300
"1616",7,3,22,675,0,"md_as_21","reciprocity","control",160
"1617",7,3,23,649,0,"md_as_21","reciprocity","control",300
"1618",7,3,24,655,0,"md_as_21","reciprocity","control",360
"1619",7,3,25,917,1,"md_as_21","reciprocity","control",380
"1620",7,3,26,573,0,"md_as_21","reciprocity","control",240
"1621",7,3,27,625,0,"md_as_21","reciprocity","control",380
"1622",7,3,28,607,0,"md_as_21","reciprocity","control",220
"1623",7,3,29,723,0,"md_as_21","reciprocity","control",360
"1624",7,3,30,564,0,"md_as_21","reciprocity","control",100
"1625",7,3,31,688,0,"md_as_21","reciprocity","control",360
"1626",7,3,32,674,0,"md_as_21","reciprocity","control",380
"1627",7,3,33,512,0,"md_as_21","reciprocity","control",60
"1628",7,3,34,562,0,"md_as_21","reciprocity","control",20
"1629",8,1,1,1540,1,"md_as_22","reciprocity","decay",360
"1630",8,1,2,1242,0,"md_as_22","reciprocity","decay",20
"1631",8,1,3,1384,0,"md_as_22","reciprocity","decay",100
"1632",8,1,4,1967,0,"md_as_22","reciprocity","decay",40
"1633",8,1,5,2096,1,"md_as_22","reciprocity","decay",340
"1634",8,1,6,1728,1,"md_as_22","reciprocity","decay",360
"1635",8,1,7,2769,1,"md_as_22","reciprocity","decay",180
"1636",8,1,9,2493,0,"md_as_22","reciprocity","decay",20
"1637",8,1,10,3059,1,"md_as_22","reciprocity","decay",360
"1638",8,1,11,3369,1,"md_as_22","reciprocity","decay",240
"1639",8,1,13,2759,1,"md_as_22","reciprocity","decay",120
"1640",8,1,16,1539,1,"md_as_22","reciprocity","decay",320
"1641",8,1,18,1737,1,"md_as_22","reciprocity","decay",320
"1642",8,1,19,3106,1,"md_as_22","reciprocity","decay",380
"1643",8,1,20,2576,1,"md_as_22","reciprocity","decay",360
"1644",8,1,21,1744,1,"md_as_22","reciprocity","decay",220
"1645",8,1,23,3687,1,"md_as_22","reciprocity","decay",220
"1646",8,1,24,2595,1,"md_as_22","reciprocity","decay",280
"1647",8,1,25,2820,1,"md_as_22","reciprocity","decay",280
"1648",8,1,26,3337,1,"md_as_22","reciprocity","decay",300
"1649",8,1,27,2616,1,"md_as_22","reciprocity","decay",380
"1650",8,1,28,3426,1,"md_as_22","reciprocity","decay",100
"1651",8,1,30,3065,0,"md_as_22","reciprocity","decay",160
"1652",8,1,31,3735,1,"md_as_22","reciprocity","decay",240
"1653",8,1,32,3012,1,"md_as_22","reciprocity","decay",340
"1654",8,1,33,2130,1,"md_as_22","reciprocity","decay",380
"1655",8,1,34,3122,0,"md_as_22","reciprocity","decay",380
"1656",8,2,1,2871,1,"md_as_22","reciprocity","decay",360
"1657",8,2,2,1750,1,"md_as_22","reciprocity","decay",20
"1658",8,2,3,1950,1,"md_as_22","reciprocity","decay",100
"1659",8,2,5,2587,1,"md_as_22","reciprocity","decay",340
"1660",8,2,6,1650,1,"md_as_22","reciprocity","decay",360
"1661",8,2,7,2944,1,"md_as_22","reciprocity","decay",180
"1662",8,2,8,2963,1,"md_as_22","reciprocity","decay",180
"1663",8,2,10,2377,1,"md_as_22","reciprocity","decay",360
"1664",8,2,11,1686,1,"md_as_22","reciprocity","decay",240
"1665",8,2,12,3296,1,"md_as_22","reciprocity","decay",60
"1666",8,2,13,2248,1,"md_as_22","reciprocity","decay",120
"1667",8,2,14,2723,1,"md_as_22","reciprocity","decay",160
"1668",8,2,15,2023,1,"md_as_22","reciprocity","decay",40
"1669",8,2,16,1549,1,"md_as_22","reciprocity","decay",320
"1670",8,2,18,2873,1,"md_as_22","reciprocity","decay",320
"1671",8,2,19,2777,1,"md_as_22","reciprocity","decay",380
"1672",8,2,20,1443,1,"md_as_22","reciprocity","decay",360
"1673",8,2,21,2849,1,"md_as_22","reciprocity","decay",220
"1674",8,2,22,3184,1,"md_as_22","reciprocity","decay",60
"1675",8,2,23,1248,1,"md_as_22","reciprocity","decay",220
"1676",8,2,24,2412,1,"md_as_22","reciprocity","decay",280
"1677",8,2,25,2357,1,"md_as_22","reciprocity","decay",280
"1678",8,2,27,1896,1,"md_as_22","reciprocity","decay",380
"1679",8,2,28,2631,1,"md_as_22","reciprocity","decay",100
"1680",8,2,29,3287,1,"md_as_22","reciprocity","decay",300
"1681",8,2,31,1503,1,"md_as_22","reciprocity","decay",240
"1682",8,2,32,2012,1,"md_as_22","reciprocity","decay",340
"1683",8,2,33,1076,1,"md_as_22","reciprocity","decay",380
"1684",8,2,34,2177,0,"md_as_22","reciprocity","decay",380
"1685",8,3,1,2604,1,"md_as_22","reciprocity","decay",380
"1686",8,3,2,1767,1,"md_as_22","reciprocity","decay",100
"1687",8,3,3,2403,1,"md_as_22","reciprocity","decay",20
"1688",8,3,4,1961,1,"md_as_22","reciprocity","decay",360
"1689",8,3,5,3859,1,"md_as_22","reciprocity","decay",100
"1690",8,3,6,1849,1,"md_as_22","reciprocity","decay",360
"1691",8,3,7,2675,0,"md_as_22","reciprocity","decay",20
"1692",8,3,8,1976,1,"md_as_22","reciprocity","decay",160
"1693",8,3,9,2479,0,"md_as_22","reciprocity","decay",40
"1694",8,3,10,1988,1,"md_as_22","reciprocity","decay",360
"1695",8,3,11,3065,1,"md_as_22","reciprocity","decay",120
"1696",8,3,12,2772,0,"md_as_22","reciprocity","decay",60
"1697",8,3,13,3226,1,"md_as_22","reciprocity","decay",280
"1698",8,3,14,2355,1,"md_as_22","reciprocity","decay",160
"1699",8,3,15,1987,1,"md_as_22","reciprocity","decay",300
"1700",8,3,16,3114,0,"md_as_22","reciprocity","decay",60
"1701",8,3,18,1956,1,"md_as_22","reciprocity","decay",220
"1702",8,3,20,3477,1,"md_as_22","reciprocity","decay",40
"1703",8,3,21,3454,1,"md_as_22","reciprocity","decay",180
"1704",8,3,22,1157,1,"md_as_22","reciprocity","decay",280
"1705",8,3,23,1388,1,"md_as_22","reciprocity","decay",240
"1706",8,3,24,1226,1,"md_as_22","reciprocity","decay",220
"1707",8,3,25,2260,1,"md_as_22","reciprocity","decay",240
"1708",8,3,26,2573,1,"md_as_22","reciprocity","decay",380
"1709",8,3,27,1965,0,"md_as_22","reciprocity","decay",380
"1710",8,3,28,3702,0,"md_as_22","reciprocity","decay",120
"1711",8,3,29,3648,1,"md_as_22","reciprocity","decay",340
"1712",8,3,30,1306,1,"md_as_22","reciprocity","decay",360
"1713",8,3,32,1107,1,"md_as_22","reciprocity","decay",300
"1714",8,3,33,2329,1,"md_as_22","reciprocity","decay",320
"1715",8,3,34,2690,1,"md_as_22","reciprocity","decay",340
"1716",8,1,1,1222,1,"md_as_22","reciprocity","control",280
"1717",8,1,2,1081,1,"md_as_22","reciprocity","control",240
"1718",8,1,3,1393,0,"md_as_22","reciprocity","control",380
"1719",8,1,4,1660,1,"md_as_22","reciprocity","control",180
"1720",8,1,5,1591,1,"md_as_22","reciprocity","control",300
"1721",8,1,6,3332,1,"md_as_22","reciprocity","control",60
"1722",8,1,7,1504,1,"md_as_22","reciprocity","control",300
"1723",8,1,8,927,1,"md_as_22","reciprocity","control",360
"1724",8,1,9,2527,1,"md_as_22","reciprocity","control",180
"1725",8,1,10,1017,1,"md_as_22","reciprocity","control",120
"1726",8,1,11,1151,1,"md_as_22","reciprocity","control",320
"1727",8,1,12,1751,1,"md_as_22","reciprocity","control",160
"1728",8,1,13,3605,0,"md_as_22","reciprocity","control",40
"1729",8,1,14,1329,1,"md_as_22","reciprocity","control",360
"1730",8,1,15,1586,1,"md_as_22","reciprocity","control",320
"1731",8,1,16,1683,1,"md_as_22","reciprocity","control",360
"1732",8,1,17,2438,1,"md_as_22","reciprocity","control",60
"1733",8,1,18,1018,1,"md_as_22","reciprocity","control",160
"1734",8,1,19,2449,0,"md_as_22","reciprocity","control",20
"1735",8,1,20,2042,1,"md_as_22","reciprocity","control",380
"1736",8,1,21,2549,1,"md_as_22","reciprocity","control",380
"1737",8,1,22,1075,1,"md_as_22","reciprocity","control",340
"1738",8,1,23,1355,1,"md_as_22","reciprocity","control",100
"1739",8,1,24,1248,1,"md_as_22","reciprocity","control",280
"1740",8,1,25,2433,1,"md_as_22","reciprocity","control",100
"1741",8,1,26,2235,1,"md_as_22","reciprocity","control",220
"1742",8,1,27,2397,1,"md_as_22","reciprocity","control",120
"1743",8,1,28,3191,1,"md_as_22","reciprocity","control",340
"1744",8,1,29,1680,1,"md_as_22","reciprocity","control",240
"1745",8,1,30,1796,1,"md_as_22","reciprocity","control",40
"1746",8,1,31,3732,1,"md_as_22","reciprocity","control",20
"1747",8,1,32,1524,1,"md_as_22","reciprocity","control",220
"1748",8,1,33,1254,1,"md_as_22","reciprocity","control",360
"1749",8,1,34,1276,1,"md_as_22","reciprocity","control",380
"1750",8,2,1,2161,1,"md_as_22","reciprocity","control",280
"1751",8,2,2,1037,1,"md_as_22","reciprocity","control",240
"1752",8,2,3,1332,0,"md_as_22","reciprocity","control",380
"1753",8,2,4,2483,1,"md_as_22","reciprocity","control",180
"1754",8,2,5,1762,1,"md_as_22","reciprocity","control",300
"1755",8,2,6,3050,1,"md_as_22","reciprocity","control",60
"1756",8,2,7,1718,1,"md_as_22","reciprocity","control",300
"1757",8,2,8,2617,1,"md_as_22","reciprocity","control",360
"1758",8,2,9,2175,1,"md_as_22","reciprocity","control",180
"1759",8,2,10,2542,1,"md_as_22","reciprocity","control",120
"1760",8,2,11,1891,1,"md_as_22","reciprocity","control",320
"1761",8,2,12,2302,1,"md_as_22","reciprocity","control",160
"1762",8,2,13,2430,1,"md_as_22","reciprocity","control",40
"1763",8,2,14,3085,1,"md_as_22","reciprocity","control",360
"1764",8,2,15,1594,1,"md_as_22","reciprocity","control",320
"1765",8,2,16,1411,1,"md_as_22","reciprocity","control",360
"1766",8,2,17,2441,0,"md_as_22","reciprocity","control",60
"1767",8,2,18,2854,0,"md_as_22","reciprocity","control",160
"1768",8,2,19,3239,0,"md_as_22","reciprocity","control",20
"1769",8,2,20,1569,1,"md_as_22","reciprocity","control",380
"1770",8,2,21,1186,1,"md_as_22","reciprocity","control",380
"1771",8,2,22,3752,1,"md_as_22","reciprocity","control",340
"1772",8,2,23,2019,1,"md_as_22","reciprocity","control",100
"1773",8,2,24,1595,1,"md_as_22","reciprocity","control",280
"1774",8,2,26,1091,1,"md_as_22","reciprocity","control",220
"1775",8,2,27,1378,1,"md_as_22","reciprocity","control",120
"1776",8,2,28,1559,1,"md_as_22","reciprocity","control",340
"1777",8,2,29,2274,1,"md_as_22","reciprocity","control",240
"1778",8,2,30,2402,0,"md_as_22","reciprocity","control",40
"1779",8,2,31,2636,0,"md_as_22","reciprocity","control",20
"1780",8,2,32,1625,1,"md_as_22","reciprocity","control",220
"1781",8,2,33,1432,1,"md_as_22","reciprocity","control",360
"1782",8,2,34,2770,1,"md_as_22","reciprocity","control",380
"1783",8,3,1,1765,1,"md_as_22","reciprocity","control",280
"1784",8,3,2,1667,1,"md_as_22","reciprocity","control",320
"1785",8,3,3,3358,0,"md_as_22","reciprocity","control",40
"1786",8,3,4,2087,1,"md_as_22","reciprocity","control",100
"1787",8,3,5,1261,1,"md_as_22","reciprocity","control",360
"1788",8,3,6,2627,0,"md_as_22","reciprocity","control",20
"1789",8,3,7,1840,1,"md_as_22","reciprocity","control",180
"1790",8,3,8,1665,1,"md_as_22","reciprocity","control",360
"1791",8,3,9,2834,1,"md_as_22","reciprocity","control",120
"1792",8,3,10,2476,0,"md_as_22","reciprocity","control",20
"1793",8,3,11,2818,1,"md_as_22","reciprocity","control",340
"1794",8,3,12,1326,1,"md_as_22","reciprocity","control",320
"1795",8,3,13,1564,1,"md_as_22","reciprocity","control",60
"1796",8,3,14,1657,1,"md_as_22","reciprocity","control",240
"1797",8,3,15,1703,1,"md_as_22","reciprocity","control",100
"1798",8,3,16,1815,1,"md_as_22","reciprocity","control",280
"1799",8,3,17,3294,1,"md_as_22","reciprocity","control",160
"1800",8,3,18,1484,1,"md_as_22","reciprocity","control",160
"1801",8,3,19,1187,1,"md_as_22","reciprocity","control",220
"1802",8,3,20,1200,1,"md_as_22","reciprocity","control",180
"1803",8,3,21,1677,1,"md_as_22","reciprocity","control",60
"1804",8,3,22,3781,1,"md_as_22","reciprocity","control",300
"1805",8,3,23,3426,1,"md_as_22","reciprocity","control",220
