"","effect","id","regions","betas","measurement","measurement_value"
"676","sustained","saulin_01_vp_32","mpfc",0.71681,"EC",0.386508401547862
"677","sustained","saulin_01_vp_32","mpfc",0.71681,"PT",1.07199388733359
"678","sustained","saulin_01_vp_32","mpfc",0.71681,"z_int",-2.29899901339272
"679","sustained","saulin_01_vp_32","mpfc",0.71681,"z_init",-1.97444334052381
"680","sustained","saulin_01_vp_32","mpfc",0.71681,"z_sust",-0.939237350086775
"681","sustained","saulin_01_vp_33","TPJ",0.3008,"EC",0.017178151179905
"682","sustained","saulin_01_vp_33","TPJ",0.3008,"PT",-0.15722577014226
"683","sustained","saulin_01_vp_33","TPJ",0.3008,"z_int",0.443570245300358
"684","sustained","saulin_01_vp_33","TPJ",0.3008,"z_init",-0.690850600849426
"685","sustained","saulin_01_vp_33","TPJ",0.3008,"z_sust",1.41559339143139
"686","sustained","saulin_01_vp_33","mpfc",-0.12501,"EC",0.017178151179905
"687","sustained","saulin_01_vp_33","mpfc",-0.12501,"PT",-0.15722577014226
"688","sustained","saulin_01_vp_33","mpfc",-0.12501,"z_int",0.443570245300358
"689","sustained","saulin_01_vp_33","mpfc",-0.12501,"z_init",-0.690850600849426
"690","sustained","saulin_01_vp_33","mpfc",-0.12501,"z_sust",1.41559339143139
"691","sustained","saulin_01_vp_34","TPJ",-0.13537,"EC",0.386508401547862
"692","sustained","saulin_01_vp_34","TPJ",-0.13537,"PT",0.150079144226702
"693","sustained","saulin_01_vp_34","TPJ",-0.13537,"z_int",-1.10790433724209
"694","sustained","saulin_01_vp_34","TPJ",-0.13537,"z_init",-0.156641844423467
"695","sustained","saulin_01_vp_34","TPJ",-0.13537,"z_sust",0.0731748667444452
"696","sustained","saulin_01_vp_34","mpfc",0.078309,"EC",0.386508401547862
"697","sustained","saulin_01_vp_34","mpfc",0.078309,"PT",0.150079144226702
"698","sustained","saulin_01_vp_34","mpfc",0.078309,"z_int",-1.10790433724209
"699","sustained","saulin_01_vp_34","mpfc",0.078309,"z_init",-0.156641844423467
"700","sustained","saulin_01_vp_34","mpfc",0.078309,"z_sust",0.0731748667444452
"701","sustained","saulin_01_vp_35","TPJ",0.27363,"EC",-0.352152099188052
"702","sustained","saulin_01_vp_35","TPJ",0.27363,"PT",0.150079144226702
"703","sustained","saulin_01_vp_35","TPJ",0.27363,"z_int",-0.538252546238219
"704","sustained","saulin_01_vp_35","TPJ",0.27363,"z_init",1.4279810164925
"705","sustained","saulin_01_vp_35","TPJ",0.27363,"z_sust",-1.65606024727959
"706","sustained","saulin_01_vp_35","mpfc",0.4542,"EC",-0.352152099188052
"707","sustained","saulin_01_vp_35","mpfc",0.4542,"PT",0.150079144226702
"708","sustained","saulin_01_vp_35","mpfc",0.4542,"z_int",-0.538252546238219
"709","sustained","saulin_01_vp_35","mpfc",0.4542,"z_init",1.4279810164925
"710","sustained","saulin_01_vp_35","mpfc",0.4542,"z_sust",-1.65606024727959
"711","sustained","saulin_01_vp_36","TPJ",-2.1998,"EC",-0.72148234955601
"712","sustained","saulin_01_vp_36","TPJ",-2.1998,"PT",-0.464530684511221
"713","sustained","saulin_01_vp_36","TPJ",-2.1998,"z_int",0.805857815330619
"714","sustained","saulin_01_vp_36","TPJ",-2.1998,"z_init",0.292658664919077
"715","sustained","saulin_01_vp_36","TPJ",-2.1998,"z_sust",-0.0749907744055023
"716","sustained","saulin_01_vp_36","mpfc",-4.0057,"EC",-0.72148234955601
"717","sustained","saulin_01_vp_36","mpfc",-4.0057,"PT",-0.464530684511221
"718","sustained","saulin_01_vp_36","mpfc",-4.0057,"z_int",0.805857815330619
"719","sustained","saulin_01_vp_36","mpfc",-4.0057,"z_init",0.292658664919077
"720","sustained","saulin_01_vp_36","mpfc",-4.0057,"z_sust",-0.0749907744055023
"721","sustained","saulin_01_vp_37","TPJ",-0.20041,"EC",0.75583865191582
"722","sustained","saulin_01_vp_37","TPJ",-0.20041,"PT",1.68660371607151
"723","sustained","saulin_01_vp_37","TPJ",-0.20041,"z_int",-0.773489202983219
"724","sustained","saulin_01_vp_37","TPJ",-0.20041,"z_init",0.569025206866136
"725","sustained","saulin_01_vp_37","TPJ",-0.20041,"z_sust",-0.0418941478690452
"726","sustained","saulin_01_vp_37","mpfc",-0.27699,"EC",0.75583865191582
"727","sustained","saulin_01_vp_37","mpfc",-0.27699,"PT",1.68660371607151
"728","sustained","saulin_01_vp_37","mpfc",-0.27699,"z_int",-0.773489202983219
"729","sustained","saulin_01_vp_37","mpfc",-0.27699,"z_init",0.569025206866136
"730","sustained","saulin_01_vp_37","mpfc",-0.27699,"z_sust",-0.0418941478690452
"731","sustained","saulin_01_vp_38","TPJ",-0.39739,"EC",-0.72148234955601
"732","sustained","saulin_01_vp_38","TPJ",-0.39739,"PT",-0.464530684511221
"733","sustained","saulin_01_vp_38","TPJ",-0.39739,"z_int",1.10809547326699
"734","sustained","saulin_01_vp_38","TPJ",-0.39739,"z_init",0.275074547928036
"735","sustained","saulin_01_vp_38","TPJ",-0.39739,"z_sust",-0.641897269118103
"736","sustained","saulin_01_vp_38","mpfc",0.21592,"EC",-0.72148234955601
"737","sustained","saulin_01_vp_38","mpfc",0.21592,"PT",-0.464530684511221
"738","sustained","saulin_01_vp_38","mpfc",0.21592,"z_int",1.10809547326699
"739","sustained","saulin_01_vp_38","mpfc",0.21592,"z_init",0.275074547928036
"740","sustained","saulin_01_vp_38","mpfc",0.21592,"z_sust",-0.641897269118103
"741","sustained","saulin_01_vp_39","TPJ",-1.4839,"EC",1.86382940301969
"742","sustained","saulin_01_vp_39","TPJ",-1.4839,"PT",1.99390863044047
"743","sustained","saulin_01_vp_39","TPJ",-1.4839,"z_int",0.920853091436352
"744","sustained","saulin_01_vp_39","TPJ",-1.4839,"z_init",-0.194004897922087
"745","sustained","saulin_01_vp_39","TPJ",-1.4839,"z_sust",2.45067648436717
"746","sustained","saulin_01_vp_39","mpfc",-1.2026,"EC",1.86382940301969
"747","sustained","saulin_01_vp_39","mpfc",-1.2026,"PT",1.99390863044047
"748","sustained","saulin_01_vp_39","mpfc",-1.2026,"z_int",0.920853091436352
"749","sustained","saulin_01_vp_39","mpfc",-1.2026,"z_init",-0.194004897922087
"750","sustained","saulin_01_vp_39","mpfc",-1.2026,"z_sust",2.45067648436717
"751","sustained","saulin_01_vp_40","TPJ",-0.76591,"EC",0.75583865191582
"752","sustained","saulin_01_vp_40","TPJ",-0.76591,"PT",-1.38644542761811
"753","sustained","saulin_01_vp_40","TPJ",-0.76591,"z_int",0.819386194729027
"754","sustained","saulin_01_vp_40","TPJ",-0.76591,"z_init",-0.957510863806474
"755","sustained","saulin_01_vp_40","TPJ",-0.76591,"z_sust",1.09949420568337
"756","sustained","saulin_01_vp_40","mpfc",-0.55597,"EC",0.75583865191582
"757","sustained","saulin_01_vp_40","mpfc",-0.55597,"PT",-1.38644542761811
"758","sustained","saulin_01_vp_40","mpfc",-0.55597,"z_int",0.819386194729027
"759","sustained","saulin_01_vp_40","mpfc",-0.55597,"z_init",-0.957510863806474
"760","sustained","saulin_01_vp_40","mpfc",-0.55597,"z_sust",1.09949420568337
"761","sustained","saulin_01_vp_41","TPJ",1.8977,"EC",0.017178151179905
"762","sustained","saulin_01_vp_41","TPJ",1.8977,"PT",-1.07914051324914
"763","sustained","saulin_01_vp_41","TPJ",1.8977,"z_int",-1.93601220055551
"764","sustained","saulin_01_vp_41","TPJ",1.8977,"z_init",-1.30201985647628
"765","sustained","saulin_01_vp_41","TPJ",1.8977,"z_sust",1.72602808898545
"766","sustained","saulin_01_vp_41","mpfc",1.1572,"EC",0.017178151179905
"767","sustained","saulin_01_vp_41","mpfc",1.1572,"PT",-1.07914051324914
"768","sustained","saulin_01_vp_41","mpfc",1.1572,"z_int",-1.93601220055551
"769","sustained","saulin_01_vp_41","mpfc",1.1572,"z_init",-1.30201985647628
"770","sustained","saulin_01_vp_41","mpfc",1.1572,"z_sust",1.72602808898545
"771","sustained","saulin_01_vp_42","TPJ",-0.16589,"EC",-1.82947310065988
"772","sustained","saulin_01_vp_42","TPJ",-0.16589,"PT",0.457384058595663
"773","sustained","saulin_01_vp_42","TPJ",-0.16589,"z_int",0.875087424128427
"774","sustained","saulin_01_vp_42","TPJ",-0.16589,"z_init",0.54077473010538
"775","sustained","saulin_01_vp_42","TPJ",-0.16589,"z_sust",-0.411484292861863
"776","sustained","saulin_01_vp_42","mpfc",-0.45532,"EC",-1.82947310065988
"777","sustained","saulin_01_vp_42","mpfc",-0.45532,"PT",0.457384058595663
"778","sustained","saulin_01_vp_42","mpfc",-0.45532,"z_int",0.875087424128427
"779","sustained","saulin_01_vp_42","mpfc",-0.45532,"z_init",0.54077473010538
"780","sustained","saulin_01_vp_42","mpfc",-0.45532,"z_sust",-0.411484292861863
"781","sustained","saulin_01_vp_43","TPJ",0.092598,"EC",0.75583865191582
"782","sustained","saulin_01_vp_43","TPJ",0.092598,"PT",0.457384058595663
"783","sustained","saulin_01_vp_43","TPJ",0.092598,"z_int",1.88901880945091
"784","sustained","saulin_01_vp_43","TPJ",0.092598,"z_init",1.96810961182614
"785","sustained","saulin_01_vp_43","TPJ",0.092598,"z_sust",0.257442111360091
"786","sustained","saulin_01_vp_43","mpfc",0.1037,"EC",0.75583865191582
"787","sustained","saulin_01_vp_43","mpfc",0.1037,"PT",0.457384058595663
"788","sustained","saulin_01_vp_43","mpfc",0.1037,"z_int",1.88901880945091
"789","sustained","saulin_01_vp_43","mpfc",0.1037,"z_init",1.96810961182614
"790","sustained","saulin_01_vp_43","mpfc",0.1037,"z_sust",0.257442111360091
"791","sustained","saulin_01_vp_44","TPJ",-0.26616,"EC",1.86382940301969
"792","sustained","saulin_01_vp_44","TPJ",-0.26616,"PT",1.68660371607151
"793","sustained","saulin_01_vp_44","TPJ",-0.26616,"z_int",-0.0571448884840501
"794","sustained","saulin_01_vp_44","TPJ",-0.26616,"z_init",-0.970136211520273
"795","sustained","saulin_01_vp_44","TPJ",-0.26616,"z_sust",2.16181848325786
"796","sustained","saulin_01_vp_44","mpfc",-0.058622,"EC",1.86382940301969
"797","sustained","saulin_01_vp_44","mpfc",-0.058622,"PT",1.68660371607151
"798","sustained","saulin_01_vp_44","mpfc",-0.058622,"z_int",-0.0571448884840501
"799","sustained","saulin_01_vp_44","mpfc",-0.058622,"z_init",-0.970136211520273
"800","sustained","saulin_01_vp_44","mpfc",-0.058622,"z_sust",2.16181848325786
"801","sustained","saulin_01_vp_45","TPJ",-0.4982,"EC",-0.72148234955601
"802","sustained","saulin_01_vp_45","TPJ",-0.4982,"PT",-1.07914051324914
"803","sustained","saulin_01_vp_45","TPJ",-0.4982,"z_int",0.522362609528401
"804","sustained","saulin_01_vp_45","TPJ",-0.4982,"z_init",0.85262508002317
"805","sustained","saulin_01_vp_45","TPJ",-0.4982,"z_sust",-0.656123904421701
"806","sustained","saulin_01_vp_45","mpfc",-0.45979,"EC",-0.72148234955601
"807","sustained","saulin_01_vp_45","mpfc",-0.45979,"PT",-1.07914051324914
"808","sustained","saulin_01_vp_45","mpfc",-0.45979,"z_int",0.522362609528401
"809","sustained","saulin_01_vp_45","mpfc",-0.45979,"z_init",0.85262508002317
"810","sustained","saulin_01_vp_45","mpfc",-0.45979,"z_sust",-0.656123904421701
"811","sustained","saulin_01_vp_46","TPJ",-0.41101,"EC",-0.72148234955601
"812","sustained","saulin_01_vp_46","TPJ",-0.41101,"PT",0.150079144226702
"813","sustained","saulin_01_vp_46","TPJ",-0.41101,"z_int",-0.134515877118791
"814","sustained","saulin_01_vp_46","TPJ",-0.41101,"z_init",0.349749887701491
"815","sustained","saulin_01_vp_46","TPJ",-0.41101,"z_sust",-0.986195857409645
"816","sustained","saulin_01_vp_46","mpfc",-0.027557,"EC",-0.72148234955601
"817","sustained","saulin_01_vp_46","mpfc",-0.027557,"PT",0.150079144226702
"818","sustained","saulin_01_vp_46","mpfc",-0.027557,"z_int",-0.134515877118791
"819","sustained","saulin_01_vp_46","mpfc",-0.027557,"z_init",0.349749887701491
"820","sustained","saulin_01_vp_46","mpfc",-0.027557,"z_sust",-0.986195857409645
"821","sustained","saulin_01_vp_47","TPJ",-0.19332,"EC",0.017178151179905
"822","sustained","saulin_01_vp_47","TPJ",-0.19332,"PT",-0.771835598880183
"823","sustained","saulin_01_vp_47","TPJ",-0.19332,"z_int",1.48315157695566
"824","sustained","saulin_01_vp_47","TPJ",-0.19332,"z_init",-1.21919041619441
"825","sustained","saulin_01_vp_47","TPJ",-0.19332,"z_sust",-0.373930266712328
"826","sustained","saulin_01_vp_47","mpfc",-0.25809,"EC",0.017178151179905
"827","sustained","saulin_01_vp_47","mpfc",-0.25809,"PT",-0.771835598880183
"828","sustained","saulin_01_vp_47","mpfc",-0.25809,"z_int",1.48315157695566
"829","sustained","saulin_01_vp_47","mpfc",-0.25809,"z_init",-1.21919041619441
"830","sustained","saulin_01_vp_47","mpfc",-0.25809,"z_sust",-0.373930266712328
"831","sustained","saulin_01_vp_48","TPJ",0.46867,"EC",-0.72148234955601
"832","sustained","saulin_01_vp_48","TPJ",0.46867,"PT",0.150079144226702
"833","sustained","saulin_01_vp_48","TPJ",0.46867,"z_int",-1.45644483290058
"834","sustained","saulin_01_vp_48","TPJ",0.46867,"z_init",-0.434695869485307
"835","sustained","saulin_01_vp_48","TPJ",0.46867,"z_sust",-0.194930841505627
"836","sustained","saulin_01_vp_48","mpfc",1.138,"EC",-0.72148234955601
"837","sustained","saulin_01_vp_48","mpfc",1.138,"PT",0.150079144226702
"838","sustained","saulin_01_vp_48","mpfc",1.138,"z_int",-1.45644483290058
"839","sustained","saulin_01_vp_48","mpfc",1.138,"z_init",-0.434695869485307
"840","sustained","saulin_01_vp_48","mpfc",1.138,"z_sust",-0.194930841505627
"841","sustained","saulin_01_vp_49","TPJ",-0.027721,"EC",-1.09081259992397
"842","sustained","saulin_01_vp_49","TPJ",-0.027721,"PT",-2.30836017072499
"843","sustained","saulin_01_vp_49","TPJ",-0.027721,"z_int",0.00810202925568866
"844","sustained","saulin_01_vp_49","TPJ",-0.027721,"z_init",2.0712358105667
"845","sustained","saulin_01_vp_49","TPJ",-0.027721,"z_sust",-0.519614574150875
"846","sustained","saulin_01_vp_49","mpfc",0.32745,"EC",-1.09081259992397
"847","sustained","saulin_01_vp_49","mpfc",0.32745,"PT",-2.30836017072499
"848","sustained","saulin_01_vp_49","mpfc",0.32745,"z_int",0.00810202925568866
"849","sustained","saulin_01_vp_49","mpfc",0.32745,"z_init",2.0712358105667
"850","sustained","saulin_01_vp_49","mpfc",0.32745,"z_sust",-0.519614574150875
"851","sustained","saulin_01_vp_50","TPJ",-0.57845,"EC",0.017178151179905
"852","sustained","saulin_01_vp_50","TPJ",-0.57845,"PT",-0.15722577014226
"853","sustained","saulin_01_vp_50","TPJ",-0.57845,"z_int",0.603449475684354
"854","sustained","saulin_01_vp_50","TPJ",-0.57845,"z_init",-0.0029788800918484
"855","sustained","saulin_01_vp_50","TPJ",-0.57845,"z_sust",1.82958745918665
"856","sustained","saulin_01_vp_50","mpfc",-0.6518,"EC",0.017178151179905
"857","sustained","saulin_01_vp_50","mpfc",-0.6518,"PT",-0.15722577014226
"858","sustained","saulin_01_vp_50","mpfc",-0.6518,"z_int",0.603449475684354
"859","sustained","saulin_01_vp_50","mpfc",-0.6518,"z_init",-0.0029788800918484
"860","sustained","saulin_01_vp_50","mpfc",-0.6518,"z_sust",1.82958745918665
